,8,9,10,11,12
2020-11-28,7,14,7,7,14
2020-11-29,7,14,7,7,14
2020-11-30,7,14,14,14,14
2020-12-01,21,21,14,49,63
2020-12-02,21,21,14,56,70
2020-12-03,21,28,14,56,70
2020-12-04,21,28,21,56,70
2020-12-05,21,28,21,56,70
2020-12-06,28,28,21,56,70
2020-12-07,28,35,21,70,84
2020-12-08,112,105,63,581,518
2020-12-09,259,161,91,1148,987
2020-12-10,434,252,147,2191,1960
2020-12-11,644,336,224,3367,2898
2020-12-12,791,406,266,4102,3500
2020-12-13,847,434,280,4256,3640
2020-12-14,1036,525,378,5607,4823
2020-12-15,1358,700,630,17402,16422
2020-12-16,1785,987,1197,39109,37912
2020-12-17,2359,1358,1687,60543,58709
2020-12-18,2947,1834,2415,78302,74970
2020-12-19,3549,2499,3416,101213,95942
2020-12-20,4277,3199,4620,117187,109851
2020-12-21,5061,3724,5866,126693,119224
2020-12-22,5768,4200,7042,143990,135205
2020-12-23,6538,4788,8484,158886,148449
2020-12-24,6888,5047,8799,162624,151606
2020-12-25,6902,5047,8806,162631,151634
2020-12-26,6944,5068,8813,162652,151676
2020-12-27,7014,5103,8841,162694,151711
2020-12-28,7154,5173,8876,162841,151823
2020-12-29,7840,5775,9709,167951,157465
2020-12-30,9268,7287,13048,180299,173663
2020-12-31,10472,8715,17486,189000,183981
2021-01-01,10843,9079,19495,191093,186480
2021-01-02,11263,9758,21644,194712,189602
2021-01-03,11529,10073,22043,195230,190120
2021-01-04,11963,10290,22260,195993,190883
2021-01-05,12964,11375,23576,199430,193844
2021-01-06,14476,12474,26621,205317,199871
2021-01-07,16772,15799,40852,230776,225127
2021-01-08,19733,20118,59738,265601,260148
2021-01-09,22386,24661,74466,294742,290220
2021-01-10,23758,26523,80619,307146,302729
2021-01-11,25298,29155,86331,315385,311899
2021-01-12,27363,33285,94941,333312,329917
2021-01-13,30072,39858,117124,366324,358078
2021-01-14,33481,49252,143864,404320,393344
2021-01-15,37499,58730,174538,448469,434875
2021-01-16,40299,64512,200669,485366,470694
2021-01-17,41909,68390,212324,500969,485009
2021-01-18,44142,72821,221494,513261,496993
2021-01-19,46865,85736,260295,547631,523033
2021-01-20,50050,104062,303457,572390,543746
2021-01-21,55146,130270,366191,597527,564816
2021-01-22,61159,168791,454517,627081,589855
2021-01-23,67452,216293,539000,652841,609588
2021-01-24,70791,240765,567903,660688,615727
2021-01-25,73815,258566,596204,669438,623567
2021-01-26,77686,283395,624162,677719,631897
2021-01-27,82565,312137,649306,686210,640584
2021-01-28,89992,356972,701407,698194,651847
2021-01-29,100989,434168,793688,709807,662158
2021-01-30,114303,524937,866775,718872,669571
2021-01-31,126385,583814,901607,722386,672217
2021-02-01,137816,639128,934311,726411,676669
2021-02-02,149982,712306,958867,729988,681289
2021-02-03,164003,807450,979727,733761,686126
2021-02-04,183568,907711,998557,737436,691292
2021-02-05,210546,1012648,1014111,740845,696283
2021-02-06,242851,1127973,1028167,743421,699244
2021-02-07,260862,1178891,1034453,744576,700679
2021-02-08,284298,1231881,1042377,746949,703997
2021-02-09,326879,1283947,1049475,749476,707714
2021-02-10,389823,1328943,1056223,752038,711928
2021-02-11,482272,1366141,1062264,754551,715701
2021-02-12,590793,1398502,1067948,757022,719383
2021-02-13,699790,1426096,1072463,758597,721336
2021-02-14,742581,1433019,1073744,759108,721973
2021-02-15,790951,1440159,1075788,760144,723590
2021-02-16,857514,1445752,1077510,761145,725046
2021-02-17,925932,1450785,1079470,762202,726446
2021-02-18,987623,1455573,1081311,763210,727818
2021-02-19,1027656,1458954,1082746,764008,728889
2021-02-20,1063181,1461509,1083656,764484,729519
2021-02-21,1075620,1462195,1083908,764666,729694
2021-02-22,1092168,1463812,1084650,765177,730464
2021-02-23,1112650,1466332,1085728,765856,731416
2021-02-24,1137416,1469055,1087030,766584,732326
2021-02-25,1164240,1471939,1088353,767340,733306
2021-02-26,1186857,1474599,1089480,767991,734069
2021-02-27,1202761,1476454,1090236,768369,734510
2021-02-28,1209355,1477105,1090544,768523,734657
2021-03-01,1215816,1478120,1091055,768859,735091
2021-03-02,1222697,1479233,1091643,769293,735637
2021-03-03,1230313,1480654,1092406,769762,736260
2021-03-04,1239371,1482411,1093309,770392,737009
2021-03-05,1249717,1484287,1094275,771071,737849
2021-03-06,1258453,1485778,1094968,771498,738283
2021-03-07,1260994,1486212,1095199,771610,738402
2021-03-08,1265740,1487059,1095703,771883,738745
2021-03-09,1269709,1488123,1096270,772233,739242
2021-03-10,1273923,1489159,1096830,772597,739746
2021-03-11,1277934,1490111,1097432,772975,740264
2021-03-12,1283016,1491105,1097929,773339,740677
2021-03-13,1288973,1492022,1098391,773598,740908
2021-03-14,1291962,1492428,1098559,773682,740992
2021-03-15,1295777,1493233,1099014,773934,741272
2021-03-16,1299529,1494094,1099511,774263,741657
2021-03-17,1302903,1494892,1099938,774550,742035
2021-03-18,1306130,1495753,1100484,774928,742448
2021-03-19,1309567,1496586,1100953,775264,742826
2021-03-20,1312766,1497349,1101345,775474,743057
2021-03-21,1314026,1497664,1101478,775544,743120
2021-03-22,1315748,1498224,1101793,775754,743351
2021-03-23,1317750,1498917,1102227,776041,743694
2021-03-24,1319577,1499610,1102654,776300,744016
2021-03-25,1321705,1500422,1103116,776664,744401
2021-03-26,1323609,1501115,1103536,776979,744758
2021-03-27,1325492,1501787,1103928,777210,744975
2021-03-28,1326269,1502074,1104082,777308,745052
2021-03-29,1327522,1502564,1104404,777518,745297
2021-03-30,1328726,1503110,1104768,777791,745570
2021-03-31,1330035,1503719,1105132,778050,745871
2021-04-01,1330875,1504174,1105384,778288,746144
2021-04-02,1331190,1504328,1105475,778351,746221
2021-04-03,1331589,1504517,1105587,778428,746291
2021-04-04,1331687,1504566,1105608,778456,746305
2021-04-05,1331778,1504615,1105643,778484,746333
2021-04-06,1332324,1504965,1105811,778617,746466
2021-04-07,1332912,1505301,1106070,778799,746662
2021-04-08,1333542,1505700,1106343,779009,746872
2021-04-09,1334158,1506127,1106616,779233,747096
2021-04-10,1334669,1506435,1106798,779380,747215
2021-04-11,1334893,1506547,1106868,779429,747257
2021-04-12,1335229,1506750,1107071,779548,747376
2021-04-13,1335649,1507044,1107267,779688,747481
2021-04-14,1336069,1507352,1107477,779786,747614
2021-04-15,1336482,1507646,1107750,779919,747754
2021-04-16,1336881,1508031,1108149,780073,747887
2021-04-17,1337154,1508220,1108303,780171,747950
2021-04-18,1337266,1508297,1108366,780199,747978
2021-04-19,1337504,1508486,1108478,780255,748041
2021-04-20,1337812,1508745,1108625,780346,748139
2021-04-21,1338155,1508990,1108758,780458,748258
2021-04-22,1338631,1509256,1108919,780542,748335
2021-04-23,1338995,1509599,1109108,780626,748433
2021-04-24,1339254,1509774,1109213,780682,748482
2021-04-25,1339366,1509858,1109241,780710,748496
