,F,M
2020-11-28,14,7
2020-11-29,14,7
2020-11-30,14,7
2020-12-01,14,14
2020-12-02,14,14
2020-12-03,14,14
2020-12-04,14,14
2020-12-05,14,14
2020-12-06,14,14
2020-12-07,14,14
2020-12-08,322,147
2020-12-09,840,357
2020-12-10,1393,567
2020-12-11,1939,798
2020-12-12,2499,1008
2020-12-13,2835,1148
2020-12-14,3304,1344
2020-12-15,4130,1652
2020-12-16,5082,2030
2020-12-17,6265,2457
2020-12-18,7427,2905
2020-12-19,8337,3255
2020-12-20,9464,3724
2020-12-21,11011,4326
2020-12-22,12495,4935
2020-12-23,14273,5705
2020-12-24,15085,6076
2020-12-25,15085,6083
2020-12-26,15113,6104
2020-12-27,15330,6195
2020-12-28,15715,6349
2020-12-29,16884,6776
2020-12-30,19719,7910
2020-12-31,22491,8995
2021-01-01,23233,9310
2021-01-02,23975,9625
2021-01-03,24598,9849
2021-01-04,25746,10304
2021-01-05,27944,11074
2021-01-06,30905,12145
2021-01-07,35455,13923
2021-01-08,40432,16107
2021-01-09,44975,17836
2021-01-10,47593,18718
2021-01-11,51394,20370
2021-01-12,56133,22365
2021-01-13,61488,24528
2021-01-14,67207,27083
2021-01-15,74165,30387
2021-01-16,80227,32977
2021-01-17,84161,34412
2021-01-18,88550,36421
2021-01-19,94248,39249
2021-01-20,100940,42889
2021-01-21,108598,47425
2021-01-22,118433,53795
2021-01-23,127512,59465
2021-01-24,132258,62419
2021-01-25,137312,65415
2021-01-26,143983,69755
2021-01-27,150892,74452
2021-01-28,160643,81935
2021-01-29,171941,90377
2021-01-30,184471,100058
2021-01-31,192052,105875
2021-02-01,199955,112385
2021-02-02,210175,120729
2021-02-03,224371,132895
2021-02-04,241339,147651
2021-02-05,258916,162708
2021-02-06,284375,185150
2021-02-07,296016,195300
2021-02-08,308028,206199
2021-02-09,323274,220297
2021-02-10,339871,235774
2021-02-11,359016,254226
2021-02-12,378364,273742
2021-02-13,396725,291963
2021-02-14,404327,299740
2021-02-15,412489,308329
2021-02-16,431284,331037
2021-02-17,463106,370307
2021-02-18,493871,407764
2021-02-19,518490,437157
2021-02-20,542850,466536
2021-02-21,550956,476448
2021-02-22,561876,489160
2021-02-23,588826,521409
2021-02-24,624869,564452
2021-02-25,665168,609735
2021-02-26,705824,655879
2021-02-27,736953,690725
2021-02-28,747439,701967
2021-03-01,756357,711270
2021-03-02,766780,721980
2021-03-03,784616,741265
2021-03-04,808640,768236
2021-03-05,833931,796929
2021-03-06,860888,827155
2021-03-07,867538,834673
2021-03-08,875791,844277
2021-03-09,885332,855239
2021-03-10,896238,867447
2021-03-11,905289,877786
2021-03-12,920486,895321
2021-03-13,941486,919429
2021-03-14,950222,930230
2021-03-15,962682,944909
2021-03-16,975870,960785
2021-03-17,987903,975016
2021-03-18,1000741,989793
2021-03-19,1014181,1005417
2021-03-20,1030827,1024856
2021-03-21,1037197,1032626
2021-03-22,1044309,1040928
2021-03-23,1051596,1049090
2021-03-24,1058603,1057035
2021-03-25,1065554,1064756
2021-03-26,1073240,1073275
2021-03-27,1082529,1083782
2021-03-28,1086932,1088801
2021-03-29,1091230,1093778
2021-03-30,1095395,1098293
2021-03-31,1099833,1103053
2021-04-01,1102990,1106637
2021-04-02,1104495,1108401
2021-04-03,1106042,1110186
2021-04-04,1106868,1111250
2021-04-05,1107337,1111852
2021-04-06,1108681,1113336
2021-04-07,1110606,1115513
2021-04-08,1112104,1117270
2021-04-09,1113840,1119398
2021-04-10,1115443,1121113
2021-04-11,1116052,1121834
2021-04-12,1116766,1122660
2021-04-13,1117550,1123626
2021-04-14,1118418,1124557
2021-04-15,1119475,1125705
2021-04-16,1120504,1126790
2021-04-17,1121442,1127749
2021-04-18,1121988,1128274
2021-04-19,1122569,1128911
2021-04-20,1123283,1129632
2021-04-21,1124151,1130514
2021-04-22,1125089,1131403
2021-04-23,1126062,1132355
2021-04-24,1126993,1133230
2021-04-25,1127483,1133699
2021-04-26,1128050,1134308
2021-04-27,1128883,1135050
2021-04-28,1129758,1135960
2021-04-29,1130752,1136849
2021-04-30,1131634,1137654
2021-05-01,1132446,1138263
2021-05-02,1132922,1138620
2021-05-03,1133272,1138872
2021-05-04,1133881,1139404
2021-05-05,1134665,1140125
2021-05-06,1135631,1140930
2021-05-07,1136555,1141728
2021-05-08,1137437,1142470
2021-05-09,1137885,1142820
2021-05-10,1138529,1143443
2021-05-11,1139404,1144269
2021-05-12,1140867,1145571
2021-05-13,1142491,1146978
2021-05-14,1143954,1148112
2021-05-15,1145466,1149295
2021-05-16,1146194,1149834
2021-05-17,1146817,1150394
2021-05-18,1147895,1151297
2021-05-19,1149512,1152571
total,1302399,1317505
