,11,12
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,238,308
2020-12-09,1057,959
2020-12-10,2163,1778
2020-12-11,3206,2555
2020-12-12,3948,3115
2020-12-13,4592,3647
2020-12-14,5691,4480
2020-12-15,17059,14476
2020-12-16,35462,31479
2020-12-17,51814,46627
2020-12-18,62902,56273
2020-12-19,76286,67921
2020-12-20,87745,78323
2020-12-21,94801,84343
2020-12-22,107450,96264
2020-12-23,116389,104797
2020-12-24,118335,106659
2020-12-25,118335,106659
2020-12-26,118335,106659
2020-12-27,118447,106743
2020-12-28,118706,106946
2020-12-29,122899,110579
2020-12-30,132615,120295
2020-12-31,139566,127106
2021-01-01,140812,128436
2021-01-02,142086,129528
2021-01-03,142905,130228
2021-01-04,143696,130851
2021-01-05,145243,132314
2021-01-06,149296,135625
2021-01-07,168007,151522
2021-01-08,190253,170359
2021-01-09,209167,188363
2021-01-10,218288,196077
2021-01-11,222782,199822
2021-01-12,235655,211680
2021-01-13,256445,229180
2021-01-14,277935,246526
2021-01-15,304689,268961
2021-01-16,335867,296275
2021-01-17,349328,307881
2021-01-18,356580,314342
2021-01-19,380317,332066
2021-01-20,406273,350917
2021-01-21,427861,367941
2021-01-22,456211,390201
2021-01-23,480550,407575
2021-01-24,487298,412776
2021-01-25,493073,419097
2021-01-26,500234,426573
2021-01-27,506016,432705
2021-01-28,513821,440006
2021-01-29,521913,447580
2021-01-30,528388,452242
2021-01-31,531062,454055
2021-02-01,533673,457128
2021-02-02,536053,460684
2021-02-03,538454,464338
2021-02-04,540862,467971
2021-02-05,543200,471324
2021-02-06,545083,473333
2021-02-07,545944,474306
2021-02-08,547190,476329
2021-02-09,548730,478611
2021-02-10,550466,481467
2021-02-11,552181,483980
2021-02-12,553728,486430
2021-02-13,554820,487865
2021-02-14,555212,488425
2021-02-15,555772,489342
2021-02-16,556346,490168
2021-02-17,556955,491029
2021-02-18,557487,491834
2021-02-19,557949,492534
2021-02-20,558264,492898
2021-02-21,558376,493010
2021-02-22,558593,493339
2021-02-23,559020,493871
2021-02-24,559461,494473
2021-02-25,559965,495117
2021-02-26,560455,495712
2021-02-27,560735,495999
2021-02-28,560819,496076
2021-03-01,560973,496307
2021-03-02,561190,496643
2021-03-03,561477,497049
2021-03-04,561827,497490
2021-03-05,562184,497959
2021-03-06,562436,498211
2021-03-07,562478,498281
2021-03-08,562604,498421
2021-03-09,562800,498701
2021-03-10,563017,498953
2021-03-11,563206,499170
2021-03-12,563416,499443
2021-03-13,563633,499604
2021-03-14,563696,499667
2021-03-15,563829,499814
2021-03-16,563983,500003
2021-03-17,564123,500150
2021-03-18,564305,500353
2021-03-19,564487,500521
2021-03-20,564634,500654
2021-03-21,564683,500703
2021-03-22,564774,500801
2021-03-23,564886,500927
2021-03-24,565012,501088
2021-03-25,565152,501263
2021-03-26,565292,501431
2021-03-27,565418,501592
2021-03-28,565481,501655
2021-03-29,565586,501760
2021-03-30,565691,501886
2021-03-31,565810,502019
2021-04-01,565908,502138
2021-04-02,565985,502208
2021-04-03,566055,502257
2021-04-04,566069,502285
2021-04-05,566083,502299
2021-04-06,566132,502348
2021-04-07,566230,502481
2021-04-08,566328,502558
2021-04-09,566426,502649
2021-04-10,566517,502712
2021-04-11,566545,502747
2021-04-12,566594,502796
2021-04-13,566650,502859
2021-04-14,566706,502936
2021-04-15,566755,503006
2021-04-16,566825,503048
2021-04-17,566874,503090
2021-04-18,566902,503111
2021-04-19,566937,503160
2021-04-20,566993,503216
2021-04-21,567042,503272
2021-04-22,567084,503328
2021-04-23,567126,503356
2021-04-24,567168,503377
2021-04-25,567182,503398
2021-04-26,567210,503440
2021-04-27,567259,503482
2021-04-28,567294,503524
2021-04-29,567336,503580
2021-04-30,567371,503622
2021-05-01,567385,503643
2021-05-02,567392,503657
2021-05-03,567406,503664
2021-05-04,567427,503685
2021-05-05,567455,503720
2021-05-06,567490,503769
2021-05-07,567518,503790
2021-05-08,567546,503811
2021-05-09,567560,503818
2021-05-10,567574,503846
2021-05-11,567595,503874
2021-05-12,567637,503916
2021-05-13,567665,503951
2021-05-14,567693,503979
2021-05-15,567714,504007
2021-05-16,567735,504014
2021-05-17,567756,504035
2021-05-18,567784,504056
2021-05-19,567819,504091
2021-05-20,567861,504133
2021-05-21,567896,504168
2021-05-22,567910,504189
2021-05-23,567924,504196
2021-05-24,567938,504217
2021-05-25,567966,504238
2021-05-26,567987,504266
total,588028,524972
