,F,M
2020-11-28,7,0
2020-11-29,7,0
2020-11-30,7,0
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,7,0
2020-12-05,7,0
2020-12-06,7,0
2020-12-07,7,0
2020-12-08,7,0
2020-12-09,14,7
2020-12-10,14,7
2020-12-11,14,7
2020-12-12,14,7
2020-12-13,14,7
2020-12-14,21,7
2020-12-15,21,7
2020-12-16,21,7
2020-12-17,28,7
2020-12-18,28,14
2020-12-19,35,14
2020-12-20,35,14
2020-12-21,42,21
2020-12-22,42,21
2020-12-23,49,28
2020-12-24,56,35
2020-12-25,56,35
2020-12-26,56,35
2020-12-27,56,35
2020-12-28,56,35
2020-12-29,56,35
2020-12-30,63,35
2020-12-31,63,35
2021-01-01,112,63
2021-01-02,112,63
2021-01-03,119,70
2021-01-04,133,77
2021-01-05,168,98
2021-01-06,210,133
2021-01-07,266,175
2021-01-08,322,210
2021-01-09,336,224
2021-01-10,336,224
2021-01-11,385,252
2021-01-12,490,301
2021-01-13,588,378
2021-01-14,735,469
2021-01-15,868,560
2021-01-16,903,581
2021-01-17,917,588
2021-01-18,1155,763
2021-01-19,1484,1008
2021-01-20,1820,1288
2021-01-21,2247,1596
2021-01-22,2597,1827
2021-01-23,2695,1911
2021-01-24,2730,1939
2021-01-25,3150,2240
2021-01-26,3682,2625
2021-01-27,4200,2996
2021-01-28,4725,3402
2021-01-29,5299,3829
2021-01-30,5432,3927
2021-01-31,5481,3969
2021-02-01,6195,4473
2021-02-02,6944,5075
2021-02-03,7672,5656
2021-02-04,8421,6314
2021-02-05,9191,6986
2021-02-06,9436,7133
2021-02-07,9485,7175
2021-02-08,10395,7924
2021-02-09,11438,8820
2021-02-10,12159,9415
2021-02-11,12796,9926
2021-02-12,13237,10318
2021-02-13,13286,10360
2021-02-14,13307,10367
2021-02-15,13531,10563
2021-02-16,13748,10752
2021-02-17,13958,10899
2021-02-18,14126,11032
2021-02-19,14231,11130
2021-02-20,14245,11144
2021-02-21,14252,11144
2021-02-22,14406,11277
2021-02-23,14546,11417
2021-02-24,14714,11578
2021-02-25,14826,11669
2021-02-26,14924,11760
2021-02-27,14945,11767
2021-02-28,14952,11774
2021-03-01,15064,11879
2021-03-02,15211,12026
2021-03-03,15365,12159
2021-03-04,15526,12299
2021-03-05,15638,12425
2021-03-06,15652,12432
2021-03-07,15659,12432
2021-03-08,15855,12628
2021-03-09,16051,12810
2021-03-10,16212,12922
2021-03-11,16422,13146
2021-03-12,16520,13237
2021-03-13,16527,13237
2021-03-14,16527,13244
2021-03-15,16653,13363
2021-03-16,16772,13475
2021-03-17,16863,13587
2021-03-18,16968,13685
2021-03-19,17052,13769
2021-03-20,17073,13790
2021-03-21,17073,13790
2021-03-22,17192,13874
2021-03-23,17304,13979
2021-03-24,17444,14119
2021-03-25,17535,14203
2021-03-26,17591,14252
2021-03-27,17619,14266
2021-03-28,17619,14266
2021-03-29,17661,14308
2021-03-30,17731,14392
2021-03-31,17787,14448
2021-04-01,17864,14546
2021-04-02,17864,14553
2021-04-03,17871,14553
2021-04-04,17871,14553
2021-04-05,17871,14553
2021-04-06,17899,14595
2021-04-07,17955,14630
2021-04-08,17990,14665
2021-04-09,18018,14707
2021-04-10,18025,14707
2021-04-11,18025,14707
2021-04-12,18053,14735
2021-04-13,18074,14756
2021-04-14,18102,14777
2021-04-15,18137,14805
2021-04-16,18172,14840
2021-04-17,18172,14847
2021-04-18,18179,14847
2021-04-19,18200,14868
2021-04-20,18228,14889
2021-04-21,18277,14924
2021-04-22,18305,14945
2021-04-23,18326,14973
2021-04-24,18333,14973
2021-04-25,18333,14973
2021-04-26,18347,14994
2021-04-27,18375,15022
2021-04-28,18389,15036
2021-04-29,18410,15057
2021-04-30,18431,15078
2021-05-01,18431,15078
2021-05-02,18431,15078
2021-05-03,18431,15078
2021-05-04,18452,15092
2021-05-05,18473,15113
2021-05-06,18501,15148
2021-05-07,18522,15162
2021-05-08,18529,15162
2021-05-09,18529,15162
2021-05-10,18557,15190
2021-05-11,18585,15225
2021-05-12,18620,15246
2021-05-13,18641,15267
2021-05-14,18662,15281
2021-05-15,18662,15281
2021-05-16,18662,15281
2021-05-17,18683,15295
2021-05-18,18704,15330
2021-05-19,18732,15358
total,1085882,985509
