,5
2020-11-28,1297807
2020-11-29,1297807
2020-11-30,1297807
2020-12-01,1297800
2020-12-02,1297800
2020-12-03,1297800
2020-12-04,1297800
2020-12-05,1297800
2020-12-06,1297800
2020-12-07,1297800
2020-12-08,1297590
2020-12-09,1297247
2020-12-10,1296967
2020-12-11,1296610
2020-12-12,1296267
2020-12-13,1296001
2020-12-14,1295686
2020-12-15,1295140
2020-12-16,1294412
2020-12-17,1293544
2020-12-18,1292669
2020-12-19,1292004
2020-12-20,1291045
2020-12-21,1289750
2020-12-22,1288595
2020-12-23,1287237
2020-12-24,1286551
2020-12-25,1286551
2020-12-26,1286516
2020-12-27,1286320
2020-12-28,1285956
2020-12-29,1285025
2020-12-30,1282848
2020-12-31,1280748
2021-01-01,1280153
2021-01-02,1279495
2021-01-03,1278970
2021-01-04,1278011
2021-01-05,1276002
2021-01-06,1273419
2021-01-07,1269653
2021-01-08,1265572
2021-01-09,1261946
2021-01-10,1259699
2021-01-11,1256409
2021-01-12,1252293
2021-01-13,1247757
2021-01-14,1242780
2021-01-15,1237103
2021-01-16,1232343
2021-01-17,1229032
2021-01-18,1225189
2021-01-19,1220877
2021-01-20,1216320
2021-01-21,1211343
2021-01-22,1205708
2021-01-23,1201326
2021-01-24,1198652
2021-01-25,1195460
2021-01-26,1191855
2021-01-27,1188320
2021-01-28,1184750
2021-01-29,1180963
2021-01-30,1177897
2021-01-31,1175566
2021-02-01,1173382
2021-02-02,1170953
2021-02-03,1168426
2021-02-04,1165549
2021-02-05,1162756
2021-02-06,1160222
2021-02-07,1158696
2021-02-08,1157142
2021-02-09,1155231
2021-02-10,1153110
2021-02-11,1150492
2021-02-12,1147062
2021-02-13,1143681
2021-02-14,1141623
2021-02-15,1139418
2021-02-16,1135729
2021-02-17,1130031
2021-02-18,1124375
2021-02-19,1119622
2021-02-20,1114701
2021-02-21,1112475
2021-02-22,1109549
2021-02-23,1103977
2021-02-24,1097012
2021-02-25,1089242
2021-02-26,1081199
2021-02-27,1074640
2021-02-28,1071434
2021-03-01,1068599
2021-03-02,1065134
2021-03-03,1060164
2021-03-04,1053171
2021-03-05,1045898
2021-03-06,1037785
2021-03-07,1035510
2021-03-08,1033074
2021-03-09,1029609
2021-03-10,1025444
2021-03-11,1019690
2021-03-12,1005753
2021-03-13,974099
2021-03-14,962843
2021-03-15,947541
2021-03-16,919331
2021-03-17,875217
2021-03-18,803873
2021-03-19,729176
2021-03-20,607005
2021-03-21,562436
2021-03-22,521577
2021-03-23,480536
2021-03-24,442771
2021-03-25,404887
2021-03-26,365477
2021-03-27,315952
2021-03-28,292376
2021-03-29,273861
2021-03-30,257922
2021-03-31,241822
2021-04-01,234787
2021-04-02,230678
2021-04-03,225974
2021-04-04,224112
2021-04-05,223300
2021-04-06,221270
2021-04-07,218386
2021-04-08,215677
2021-04-09,212142
2021-04-10,208607
2021-04-11,207123
2021-04-12,205884
2021-04-13,204715
2021-04-14,203532
2021-04-15,202244
2021-04-16,201019
2021-04-17,199829
2021-04-18,199227
2021-04-19,198541
2021-04-20,197841
2021-04-21,196917
2021-04-22,195951
2021-04-23,194915
2021-04-24,193970
2021-04-25,193501
2021-04-26,192745
2021-04-27,192017
2021-04-28,191303
2021-04-29,190603
2021-04-30,189798
2021-05-01,189231
2021-05-02,188909
2021-05-03,188692
2021-05-04,188237
2021-05-05,187586
2021-05-06,186928
2021-05-07,186200
2021-05-08,185528
2021-05-09,185157
2021-05-10,184639
2021-05-11,183946
2021-05-12,183085
2021-05-13,182028
2021-05-14,181174
2021-05-15,180327
2021-05-16,179837
2021-05-17,179347
2021-05-18,178675
2021-05-19,177800
2021-05-20,176953
2021-05-21,176288
2021-05-22,175539
2021-05-23,175161
2021-05-24,174608
2021-05-25,174048
2021-05-26,173369
total,1297807
