,5
2020-11-29,0
2020-11-30,7
2020-12-01,21
2020-12-02,21
2020-12-03,21
2020-12-04,21
2020-12-05,21
2020-12-06,28
2020-12-07,35
2020-12-08,504
2020-12-09,1232
2020-12-10,2037
2020-12-11,2947
2020-12-12,3717
2020-12-13,4228
2020-12-14,5061
2020-12-15,6580
2020-12-16,8407
2020-12-17,10738
2020-12-18,13076
2020-12-19,15001
2020-12-20,17570
2020-12-21,20790
2020-12-22,23821
2020-12-23,27216
2020-12-24,28854
2020-12-25,28875
2020-12-26,29036
2020-12-27,29477
2020-12-28,30282
2020-12-29,32809
2020-12-30,37961
2020-12-31,42847
2021-01-01,44345
2021-01-02,46032
2021-01-03,47362
2021-01-04,49945
2021-01-05,55013
2021-01-06,61684
2021-01-07,70819
2021-01-08,80773
2021-01-09,89215
2021-01-10,94654
2021-01-11,102438
2021-01-12,111874
2021-01-13,122458
2021-01-14,133924
2021-01-15,146727
2021-01-16,156947
2021-01-17,163968
2021-01-18,172837
2021-01-19,182588
2021-01-20,193200
2021-01-21,204484
2021-01-22,216769
2021-01-23,226450
2021-01-24,232169
2021-01-25,239225
2021-01-26,247422
2021-01-27,255654
2021-01-28,263991
2021-01-29,273056
2021-01-30,280336
2021-01-31,285670
2021-02-01,290885
2021-02-02,296898
2021-02-03,303198
2021-02-04,309946
2021-02-05,316834
2021-02-06,323295
2021-02-07,326690
2021-02-08,330932
2021-02-09,336245
2021-02-10,341992
2021-02-11,348341
2021-02-12,356454
2021-02-13,365253
2021-02-14,370188
2021-02-15,375781
2021-02-16,384923
2021-02-17,399238
2021-02-18,413609
2021-02-19,426405
2021-02-20,439852
2021-02-21,445508
2021-02-22,452445
2021-02-23,466228
2021-02-24,485009
2021-02-25,506205
2021-02-26,526995
2021-02-27,545762
2021-02-28,554414
2021-03-01,562513
2021-03-02,571655
2021-03-03,583163
2021-03-04,600845
2021-03-05,622860
2021-03-06,644462
2021-03-07,651476
2021-03-08,660184
2021-03-09,669291
2021-03-10,680792
2021-03-11,694995
2021-03-12,725123
2021-03-13,792162
2021-03-14,821583
2021-03-15,861763
2021-03-16,930769
2021-03-17,1027264
2021-03-18,1180767
2021-03-19,1372000
2021-03-20,1641507
2021-03-21,1742650
2021-03-22,1834420
2021-03-23,1922676
2021-03-24,2007334
2021-03-25,2093686
2021-03-26,2184406
2021-03-27,2299059
2021-03-28,2352791
2021-03-29,2395701
2021-03-30,2432780
2021-03-31,2469005
2021-04-01,2482942
2021-04-02,2490824
2021-04-03,2501072
2021-04-04,2504516
2021-04-05,2506287
2021-04-06,2511131
2021-04-07,2516983
2021-04-08,2522065
2021-04-09,2528974
2021-04-10,2536415
2021-04-11,2539712
2021-04-12,2541966
2021-04-13,2544199
2021-04-14,2546488
2021-04-15,2548847
2021-04-16,2551276
2021-04-17,2553999
2021-04-18,2555308
2021-04-19,2556533
2021-04-20,2557982
2021-04-21,2559662
2021-04-22,2561440
2021-04-23,2563498
2021-04-24,2565703
2021-04-25,2566739
2021-04-26,2567838
2021-04-27,2569028
2021-04-28,2570421
2021-04-29,2571919
2021-04-30,2573585
2021-05-01,2575132
2021-05-02,2575867
2021-05-03,2576315
2021-05-04,2577253
2021-05-05,2578352
2021-05-06,2579591
2021-05-07,2580879
2021-05-08,2582559
2021-05-09,2583399
2021-05-10,2584337
2021-05-11,2585688
2021-05-12,2587291
2021-05-13,2589027
2021-05-14,2590931
2021-05-15,2593115
2021-05-16,2594200
2021-05-17,2595138
2021-05-18,2596664
2021-05-19,2598701
2021-05-20,2600647
2021-05-21,2602355
2021-05-22,2604084
2021-05-23,2604476
2021-05-24,2604854
2021-05-25,2605316
2021-05-26,2605862
total,3114629
