,F,M
2020-11-29,0,0
2020-11-30,7,0
2020-12-01,14,7
2020-12-02,14,7
2020-12-03,14,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,7
2020-12-07,14,7
2020-12-08,371,294
2020-12-09,1246,1078
2020-12-10,2345,2107
2020-12-11,3430,3052
2020-12-12,4256,3696
2020-12-13,4956,4298
2020-12-14,6069,5327
2020-12-15,17465,15813
2020-12-16,36911,32529
2020-12-17,54936,47166
2020-12-18,66913,57043
2020-12-19,81368,68810
2020-12-20,94045,79051
2020-12-21,102053,85351
2020-12-22,116179,96978
2020-12-23,126798,105511
2020-12-24,129661,107527
2020-12-25,129668,107534
2020-12-26,129675,107541
2020-12-27,129850,107646
2020-12-28,130249,107919
2020-12-29,135674,111937
2020-12-30,151361,122976
2020-12-31,163331,131033
2021-01-01,165662,132580
2021-01-02,167671,134099
2021-01-03,168812,134869
2021-01-04,170030,135702
2021-01-05,172830,137452
2021-01-06,179865,142492
2021-01-07,207816,163793
2021-01-08,242613,189420
2021-01-09,272937,211449
2021-01-10,286181,221186
2021-01-11,295638,227528
2021-01-12,318486,242879
2021-01-13,353542,268506
2021-01-14,390453,296317
2021-01-15,436814,330785
2021-01-16,485184,365785
2021-01-17,505862,380807
2021-01-18,521696,391769
2021-01-19,567630,427973
2021-01-20,621768,470225
2021-01-21,677593,513212
2021-01-22,760088,577290
2021-01-23,845138,645393
2021-01-24,873551,669032
2021-01-25,899094,689962
2021-01-26,933618,717857
2021-01-27,967085,745269
2021-01-28,1019753,790538
2021-01-29,1095444,856177
2021-01-30,1173858,923300
2021-01-31,1217986,962360
2021-02-01,1257165,997080
2021-02-02,1301503,1037169
2021-02-03,1358147,1088045
2021-02-04,1416982,1142253
2021-02-05,1473199,1192961
2021-02-06,1545670,1257711
2021-02-07,1581811,1291066
2021-02-08,1615243,1322188
2021-02-09,1662626,1366260
2021-02-10,1712438,1412012
2021-02-11,1770881,1466003
2021-02-12,1830955,1520561
2021-02-13,1894025,1577674
2021-02-14,1918567,1600669
2021-02-15,1944747,1624840
2021-02-16,1976618,1655430
2021-02-17,2010813,1688855
2021-02-18,2037959,1714741
2021-02-19,2058924,1735027
2021-02-20,2076753,1752352
2021-02-21,2083431,1758813
2021-02-22,2092811,1768270
2021-02-23,2104361,1779267
2021-02-24,2119782,1793554
2021-02-25,2134573,1807169
2021-02-26,2148944,1820413
2021-02-27,2158632,1829443
2021-02-28,2163434,1834077
2021-03-01,2166920,1837255
2021-03-02,2170791,1840734
2021-03-03,2175488,1844801
2021-03-04,2181970,1850548
2021-03-05,2188767,1856589
2021-03-06,2194437,1861762
2021-03-07,2195760,1863022
2021-03-08,2198091,1865150
2021-03-09,2200443,1867355
2021-03-10,2202739,1869462
2021-03-11,2204874,1871415
2021-03-12,2208003,1874362
2021-03-13,2211580,1877806
2021-03-14,2213281,1879437
2021-03-15,2215549,1881663
2021-03-16,2217691,1883630
2021-03-17,2219413,1885366
2021-03-18,2221429,1887249
2021-03-19,2223172,1888985
2021-03-20,2225195,1891057
2021-03-21,2225804,1891736
2021-03-22,2226693,1892604
2021-03-23,2227680,1893563
2021-03-24,2228751,1894606
2021-03-25,2229871,1895740
2021-03-26,2231026,1896839
2021-03-27,2232314,1898127
2021-03-28,2232874,1898701
2021-03-29,2233588,1899394
2021-03-30,2234400,1900171
2021-03-31,2235282,1900976
2021-04-01,2235954,1901550
2021-04-02,2236374,1901893
2021-04-03,2236696,1902173
2021-04-04,2236815,1902306
2021-04-05,2236885,1902397
2021-04-06,2237214,1902677
2021-04-07,2237739,1903125
2021-04-08,2238250,1903538
2021-04-09,2238817,1904028
2021-04-10,2239286,1904490
2021-04-11,2239503,1904686
2021-04-12,2239783,1904938
2021-04-13,2240140,1905239
2021-04-14,2240483,1905554
2021-04-15,2240840,1905855
2021-04-16,2241204,1906170
2021-04-17,2241519,1906415
2021-04-18,2241652,1906541
2021-04-19,2241841,1906723
2021-04-20,2242086,1906933
2021-04-21,2242338,1907185
2021-04-22,2242590,1907437
2021-04-23,2242884,1907689
2021-04-24,2243150,1907934
2021-04-25,2243297,1908088
2021-04-26,2243486,1908263
2021-04-27,2243710,1908459
2021-04-28,2243983,1908683
2021-04-29,2244263,1908970
2021-04-30,2244494,1909166
2021-05-01,2244669,1909341
2021-05-02,2244746,1909411
2021-05-03,2244802,1909460
2021-05-04,2244928,1909579
2021-05-05,2245075,1909754
2021-05-06,2245299,1909971
2021-05-07,2245502,1910139
2021-05-08,2245677,1910293
2021-05-09,2245761,1910363
2021-05-10,2245908,1910461
2021-05-11,2246076,1910594
2021-05-12,2246307,1910790
2021-05-13,2246545,1910993
2021-05-14,2246748,1911161
2021-05-15,2246958,1911322
2021-05-16,2247077,1911392
2021-05-17,2247175,1911497
2021-05-18,2247357,1911623
2021-05-19,2247595,1911833
total,2353638,2013998
