,8,9,10,11,12
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,7,0,0,0,0
2020-12-02,7,0,0,0,0
2020-12-03,7,0,0,0,0
2020-12-04,7,0,0,0,0
2020-12-05,7,0,0,0,0
2020-12-06,7,0,0,0,0
2020-12-07,7,0,0,0,0
2020-12-08,63,35,7,245,315
2020-12-09,182,70,28,1064,973
2020-12-10,287,119,56,2177,1806
2020-12-11,413,168,77,3227,2590
2020-12-12,511,210,91,3969,3157
2020-12-13,588,238,98,4620,3696
2020-12-14,693,287,133,5719,4550
2020-12-15,910,378,252,17122,14609
2020-12-16,1141,497,413,35581,31794
2020-12-17,1435,679,882,51989,47110
2020-12-18,1757,833,1330,63133,56889
2020-12-19,2072,1022,1883,76559,68635
2020-12-20,2422,1239,2233,88053,79135
2020-12-21,2849,1477,2667,95151,85246
2020-12-22,3255,1729,3052,107849,97272
2020-12-23,3773,2100,3451,116879,106099
2020-12-24,4025,2268,3682,118923,108276
2020-12-25,4032,2268,3682,118930,108283
2020-12-26,4039,2275,3682,118930,108283
2020-12-27,4102,2289,3689,119042,108360
2020-12-28,4207,2345,3731,119301,108570
2020-12-29,4564,2597,4039,123662,112749
2020-12-30,5551,3479,5964,134225,125104
2020-12-31,6503,4270,7896,141834,133854
2021-01-01,6713,4452,8386,143157,135534
2021-01-02,6902,4585,9044,144466,136766
2021-01-03,7042,4669,9128,145299,137529
2021-01-04,7336,4816,9226,146125,138229
2021-01-05,7889,5061,9499,147763,140056
2021-01-06,8778,5803,11613,152047,144102
2021-01-07,10283,7189,20426,171430,162260
2021-01-08,12033,9632,31514,194635,184212
2021-01-09,13580,12838,39445,214179,204337
2021-01-10,14301,13664,43302,223461,212625
2021-01-11,15267,14721,46298,228515,218351
2021-01-12,16646,16625,52514,242291,233282
2021-01-13,18382,19299,66864,263914,253582
2021-01-14,20433,23408,82257,286384,274274
2021-01-15,22904,28301,100919,314426,301049
2021-01-16,24955,32536,115766,346458,331240
2021-01-17,26187,34622,121653,360234,343966
2021-01-18,27608,37268,127799,368165,352611
2021-01-19,29596,44681,156338,392518,372463
2021-01-20,32011,56301,191618,419048,393008
2021-01-21,34902,70707,231196,441483,412510
2021-01-22,39123,96817,290920,471191,439320
2021-01-23,42504,131222,363090,495922,457779
2021-01-24,44471,143871,388045,502768,463428
2021-01-25,46375,155974,407974,508662,470064
2021-01-26,48727,173173,435631,515977,477953
2021-01-27,51534,192283,462210,521892,484428
2021-01-28,55349,225624,507402,529816,492086
2021-01-29,60011,274246,579187,538083,500073
2021-01-30,63742,338674,645225,544607,504889
2021-01-31,67571,379890,678825,547302,506737
2021-02-01,73451,416892,703913,549983,509999
2021-02-02,79583,468153,724745,552426,513758
2021-02-03,87794,542115,743645,554918,517713
2021-02-04,98203,621600,760312,557452,521654
2021-02-05,109676,697431,773780,559902,525357
2021-02-06,126049,801584,786422,561841,527478
2021-02-07,135464,854399,791770,562716,528507
2021-02-08,147413,898121,797195,564018,530677
2021-02-09,174951,951545,803544,565628,533218
2021-02-10,219611,992173,808724,567483,536452
2021-02-11,283969,1030183,814051,569331,539336
2021-02-12,357917,1061676,818671,571004,542227
2021-02-13,443926,1089396,822402,572138,543823
2021-02-14,481292,1097355,823620,572551,544418
2021-02-15,522151,1103760,824908,573195,545573
2021-02-16,576345,1109010,826273,573811,546595
2021-02-17,636342,1113490,827701,574476,547652
2021-02-18,683074,1116969,828884,575092,548667
2021-02-19,719334,1119524,829857,575624,549598
2021-02-20,750659,1121820,830655,575953,550011
2021-02-21,762636,1122506,830893,576072,550137
2021-02-22,779401,1123584,831299,576303,550487
2021-02-23,798525,1125194,831971,576772,551159
2021-02-24,823977,1127371,832860,577255,551866
2021-02-25,847665,1129723,833917,577801,552622
2021-02-26,870905,1131935,834855,578333,553322
2021-02-27,886963,1133398,835450,578620,553630
2021-02-28,895426,1133986,835646,578718,553721
2021-03-01,900746,1134560,835954,578893,554015
2021-03-02,906388,1135218,836346,579131,554442
2021-03-03,913017,1136142,836759,579446,554925
2021-03-04,922467,1137402,837389,579838,555422
2021-03-05,932134,1138851,838138,580230,555989
2021-03-06,940856,1139957,838628,580489,556269
2021-03-07,942949,1140209,838747,580531,556332
2021-03-08,946358,1140650,839027,580678,556521
2021-03-09,949557,1141161,839342,580888,556850
2021-03-10,952539,1141714,839664,581119,557158
2021-03-11,955318,1142197,840021,581336,557410
2021-03-12,959658,1142953,840420,581567,557753
2021-03-13,965132,1143744,840791,581784,557928
2021-03-14,967897,1144045,840924,581854,557991
