,F,M
2020-11-28,21,14
2020-11-29,21,14
2020-11-30,21,14
2020-12-01,35,28
2020-12-02,35,28
2020-12-03,35,28
2020-12-04,42,35
2020-12-05,42,35
2020-12-06,42,35
2020-12-07,42,35
2020-12-08,735,336
2020-12-09,1848,847
2020-12-10,3164,1421
2020-12-11,4550,2072
2020-12-12,5810,2562
2020-12-13,6433,2842
2020-12-14,7497,3325
2020-12-15,9611,4123
2020-12-16,12026,5054
2020-12-17,15022,6153
2020-12-18,17997,7336
2020-12-19,20398,8267
2020-12-20,23401,9562
2020-12-21,27412,11039
2020-12-22,31164,12488
2020-12-23,35385,14336
2020-12-24,37324,15232
2020-12-25,37345,15253
2020-12-26,37527,15344
2020-12-27,38059,15561
2020-12-28,39011,15925
2020-12-29,42245,17283
2020-12-30,48902,20188
2020-12-31,54957,22799
2021-01-01,56791,23548
2021-01-02,58898,24402
2021-01-03,60466,24969
2021-01-04,63350,26089
2021-01-05,68964,28266
2021-01-06,76573,31185
2021-01-07,87311,35567
2021-01-08,99659,40943
2021-01-09,110355,45402
2021-01-10,116788,47782
2021-01-11,125762,51618
2021-01-12,136780,56308
2021-01-13,149632,62034
2021-01-14,163737,68999
2021-01-15,180096,77329
2021-01-16,193193,83272
2021-01-17,201565,86758
2021-01-18,212177,92092
2021-01-19,225582,99386
2021-01-20,241745,108941
2021-01-21,260400,120645
2021-01-22,283794,136276
2021-01-23,306586,152187
2021-01-24,318164,160251
2021-01-25,331100,168742
2021-01-26,347165,180138
2021-01-27,365568,193760
2021-01-28,390250,213080
2021-01-29,421337,237636
2021-01-30,452683,262836
2021-01-31,473354,279797
2021-02-01,493703,296786
2021-02-02,519092,318255
2021-02-03,554253,348887
2021-02-04,593978,384076
2021-02-05,636993,422058
2021-02-06,694400,474033
2021-02-07,718473,495663
2021-02-08,746053,520961
2021-02-09,781011,554015
2021-02-10,816249,588182
2021-02-11,856702,627599
2021-02-12,901243,673071
2021-02-13,944489,716604
2021-02-14,962115,735546
2021-02-15,982835,757617
2021-02-16,1024548,808164
2021-02-17,1095052,895370
2021-02-18,1165122,981379
2021-02-19,1222655,1051141
2021-02-20,1280545,1122464
2021-02-21,1298297,1143653
2021-02-22,1323882,1174040
2021-02-23,1385055,1247582
2021-02-24,1472198,1352631
2021-02-25,1567006,1460508
2021-02-26,1663746,1569694
2021-02-27,1742447,1656914
2021-02-28,1767255,1682856
2021-03-01,1789928,1706040
2021-03-02,1817277,1734432
2021-03-03,1855553,1775858
2021-03-04,1912764,1839978
2021-03-05,1981917,1918427
2021-03-06,2049033,1993187
2021-03-07,2066372,2012115
2021-03-08,2087862,2036958
2021-03-09,2110948,2063012
2021-03-10,2136974,2092090
2021-03-11,2160053,2117906
2021-03-12,2197153,2159871
2021-03-13,2248771,2219413
2021-03-14,2270303,2245684
2021-03-15,2299101,2279767
2021-03-16,2330244,2316657
2021-03-17,2358412,2349571
2021-03-18,2387945,2382877
2021-03-19,2419487,2418367
2021-03-20,2456391,2460150
2021-03-21,2470321,2476740
2021-03-22,2485364,2493988
2021-03-23,2500722,2510900
2021-03-24,2516010,2527686
2021-03-25,2532593,2545620
2021-03-26,2550170,2564303
2021-03-27,2570743,2586570
2021-03-28,2580130,2596902
2021-03-29,2589741,2607913
2021-03-30,2599212,2618175
2021-03-31,2609355,2628815
2021-04-01,2616565,2636711
2021-04-02,2619806,2640253
2021-04-03,2623726,2644698
2021-04-04,2625252,2646539
2021-04-05,2626337,2647722
2021-04-06,2629900,2651530
2021-04-07,2634135,2656150
2021-04-08,2637803,2660315
2021-04-09,2641800,2664816
2021-04-10,2645433,2668701
2021-04-11,2646952,2670458
2021-04-12,2648618,2672348
2021-04-13,2650613,2674532
2021-04-14,2652909,2676849
2021-04-15,2655429,2679404
2021-04-16,2658159,2682043
2021-04-17,2660679,2684409
2021-04-18,2661974,2685599
2021-04-19,2663626,2687209
2021-04-20,2665593,2689120
2021-04-21,2667826,2691304
2021-04-22,2670199,2693530
2021-04-23,2672817,2695938
2021-04-24,2675148,2698087
2021-04-25,2676289,2699074
2021-04-26,2677857,2700614
2021-04-27,2679901,2702525
2021-04-28,2682162,2704632
2021-04-29,2684745,2706816
2021-04-30,2687181,2708881
2021-05-01,2689288,2710512
2021-05-02,2690338,2711331
2021-05-03,2691101,2711877
2021-05-04,2692823,2713277
2021-05-05,2695021,2715174
2021-05-06,2697394,2717099
2021-05-07,2699802,2719136
2021-05-08,2702077,2720970
2021-05-09,2703211,2721838
2021-05-10,2704828,2723385
2021-05-11,2707250,2725618
2021-05-12,2710862,2728586
2021-05-13,2714761,2731673
2021-05-14,2718625,2734543
2021-05-15,2722419,2737427
2021-05-16,2724218,2738694
2021-05-17,2725863,2740143
2021-05-18,2728929,2742509
2021-05-19,2732982,2745554
2021-05-20,2737168,2748592
2021-05-21,2740465,2750951
2021-05-22,2743258,2753009
2021-05-23,2743846,2753478
2021-05-24,2744546,2754171
2021-05-25,2745456,2754990
2021-05-26,2746667,2756005
total,3139913,3176292
