,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,0,0
2020-12-09,0,0
2020-12-10,7,0
2020-12-11,7,0
2020-12-12,7,0
2020-12-13,7,0
2020-12-14,14,0
2020-12-15,14,0
2020-12-16,14,7
2020-12-17,21,7
2020-12-18,28,7
2020-12-19,28,7
2020-12-20,28,14
2020-12-21,35,14
2020-12-22,42,14
2020-12-23,49,21
2020-12-24,49,28
2020-12-25,49,28
2020-12-26,49,28
2020-12-27,49,28
2020-12-28,56,28
2020-12-29,63,35
2020-12-30,98,49
2020-12-31,119,49
2021-01-01,119,49
2021-01-02,126,49
2021-01-03,126,49
2021-01-04,126,56
2021-01-05,140,63
2021-01-06,168,70
2021-01-07,196,84
2021-01-08,217,98
2021-01-09,224,105
2021-01-10,224,105
2021-01-11,252,119
2021-01-12,273,133
2021-01-13,301,140
2021-01-14,350,161
2021-01-15,399,189
2021-01-16,413,196
2021-01-17,413,196
2021-01-18,448,203
2021-01-19,483,231
2021-01-20,518,252
2021-01-21,553,273
2021-01-22,595,294
2021-01-23,602,294
2021-01-24,609,294
2021-01-25,637,315
2021-01-26,658,329
2021-01-27,686,336
2021-01-28,714,350
2021-01-29,763,364
2021-01-30,763,364
2021-01-31,763,364
2021-02-01,777,385
2021-02-02,798,392
2021-02-03,833,413
2021-02-04,861,434
2021-02-05,903,455
2021-02-06,910,455
2021-02-07,910,455
2021-02-08,966,490
2021-02-09,1001,518
2021-02-10,1036,532
2021-02-11,1071,546
2021-02-12,1092,560
2021-02-13,1092,560
2021-02-14,1092,560
2021-02-15,1127,567
2021-02-16,1134,574
2021-02-17,1155,581
2021-02-18,1169,595
2021-02-19,1190,595
2021-02-20,1190,595
2021-02-21,1190,595
2021-02-22,1197,602
2021-02-23,1211,616
2021-02-24,1225,630
2021-02-25,1232,630
2021-02-26,1232,637
2021-02-27,1232,637
2021-02-28,1232,637
2021-03-01,1253,637
2021-03-02,1267,644
2021-03-03,1274,651
2021-03-04,1281,658
2021-03-05,1295,665
2021-03-06,1295,665
2021-03-07,1295,665
2021-03-08,1309,672
2021-03-09,1323,679
2021-03-10,1337,693
2021-03-11,1351,693
2021-03-12,1365,700
2021-03-13,1365,700
2021-03-14,1365,700
2021-03-15,1379,707
2021-03-16,1386,707
2021-03-17,1400,714
2021-03-18,1414,721
2021-03-19,1414,721
2021-03-20,1414,721
2021-03-21,1414,721
2021-03-22,1428,728
2021-03-23,1435,728
2021-03-24,1442,735
2021-03-25,1449,735
2021-03-26,1456,742
2021-03-27,1456,742
2021-03-28,1456,742
2021-03-29,1463,749
2021-03-30,1470,749
2021-03-31,1470,756
2021-04-01,1477,756
2021-04-02,1477,756
2021-04-03,1477,756
2021-04-04,1477,756
2021-04-05,1477,756
2021-04-06,1484,756
2021-04-07,1484,763
2021-04-08,1484,763
2021-04-09,1491,763
2021-04-10,1491,763
2021-04-11,1491,763
2021-04-12,1491,770
2021-04-13,1498,770
2021-04-14,1505,770
2021-04-15,1512,777
2021-04-16,1512,777
2021-04-17,1512,777
2021-04-18,1512,777
2021-04-19,1512,784
2021-04-20,1519,784
2021-04-21,1519,784
2021-04-22,1519,784
2021-04-23,1526,784
2021-04-24,1526,784
2021-04-25,1526,784
2021-04-26,1526,784
2021-04-27,1533,791
2021-04-28,1533,791
2021-04-29,1533,791
2021-04-30,1540,798
2021-05-01,1540,798
2021-05-02,1540,798
2021-05-03,1540,798
2021-05-04,1540,798
2021-05-05,1547,798
2021-05-06,1547,798
2021-05-07,1554,798
2021-05-08,1554,798
2021-05-09,1554,798
2021-05-10,1554,805
2021-05-11,1554,805
2021-05-12,1561,805
2021-05-13,1561,805
2021-05-14,1561,805
2021-05-15,1561,805
2021-05-16,1561,805
2021-05-17,1561,805
2021-05-18,1568,812
2021-05-19,1575,819
2021-05-20,1575,819
2021-05-21,1575,826
total,100100,44079
