,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,7
2020-12-02,14,7
2020-12-03,14,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,14
2020-12-07,14,14
2020-12-08,245,119
2020-12-09,595,308
2020-12-10,1050,553
2020-12-11,1540,840
2020-12-12,1953,1029
2020-12-13,2149,1127
2020-12-14,2527,1337
2020-12-15,3360,1687
2020-12-16,4277,2072
2020-12-17,5481,2520
2020-12-18,6671,3038
2020-12-19,7651,3423
2020-12-20,8918,3997
2020-12-21,10570,4620
2020-12-22,12061,5208
2020-12-23,13692,5950
2020-12-24,14462,6314
2020-12-25,14469,6321
2020-12-26,14567,6377
2020-12-27,14763,6468
2020-12-28,15127,6622
2020-12-29,16520,7224
2020-12-30,19089,8337
2020-12-31,21308,9310
2021-01-01,22050,9597
2021-01-02,22960,9968
2021-01-03,23639,10213
2021-01-04,24836,10675
2021-01-05,27195,11641
2021-01-06,30506,12957
2021-01-07,34790,14728
2021-01-08,39865,16723
2021-01-09,44016,18459
2021-01-10,46732,19474
2021-01-11,50386,21014
2021-01-12,54754,22750
2021-01-13,59654,24850
2021-01-14,65163,27482
2021-01-15,71295,30527
2021-01-16,75964,32592
2021-01-17,78960,33838
2021-01-18,83083,35910
2021-01-19,87689,38227
2021-01-20,92694,40740
2021-01-21,98224,43687
2021-01-22,104391,47033
2021-01-23,109585,49980
2021-01-24,112364,51695
2021-01-25,115794,53550
2021-01-26,119700,55881
2021-01-27,124005,58653
2021-01-28,128674,61656
2021-01-29,133826,65149
2021-01-30,137970,67907
2021-01-31,141008,70266
2021-02-01,144256,72849
2021-02-02,148288,76223
2021-02-03,152789,80087
2021-02-04,157696,84497
2021-02-05,163226,89621
2021-02-06,169456,96215
2021-02-07,172144,99239
2021-02-08,175700,102669
2021-02-09,180495,107604
2021-02-10,186473,114366
2021-02-11,193788,122766
2021-02-12,204694,135660
2021-02-13,216433,149520
2021-02-14,222600,157255
2021-02-15,230566,166586
2021-02-16,247541,188727
2021-02-17,277816,228655
2021-02-18,308700,269346
2021-02-19,334313,303051
2021-02-20,360388,338541
2021-02-21,367381,347585
2021-02-22,377804,361529
2021-02-23,403270,395542
2021-02-24,441616,447433
2021-02-25,479766,497756
2021-02-26,519533,549227
2021-02-27,552818,592074
2021-02-28,562254,603547
2021-03-01,571067,613963
2021-03-02,582288,627711
2021-03-03,596799,645813
2021-03-04,621950,677348
2021-03-05,655991,720699
2021-03-06,687141,759458
2021-03-07,695079,769118
2021-03-08,705054,782110
2021-03-09,715092,794780
2021-03-10,726740,809424
2021-03-11,737863,822878
2021-03-12,756112,845103
2021-03-13,782467,877702
2021-03-14,793786,892045
2021-03-15,807751,909762
2021-03-16,823193,929033
2021-03-17,837053,946113
2021-03-18,851368,962969
2021-03-19,866719,981043
2021-03-20,883960,1001532
2021-03-21,890470,1009638
2021-03-22,896973,1017548
2021-03-23,903343,1025157
2021-03-24,909734,1032640
2021-03-25,917175,1041383
2021-03-26,924742,1050091
2021-03-27,933660,1060388
2021-03-28,937615,1065036
2021-03-29,941731,1070209
2021-03-30,945693,1075004
2021-03-31,949956,1079925
2021-04-01,953036,1083621
2021-04-02,954359,1085126
2021-04-03,956186,1087373
2021-04-04,956718,1088031
2021-04-05,957180,1088542
2021-04-06,958804,1090439
2021-04-07,960449,1092434
2021-04-08,962010,1094422
2021-04-09,963550,1096326
2021-04-10,965006,1098125
2021-04-11,965657,1098937
2021-04-12,966273,1099763
2021-04-13,967015,1100666
2021-04-14,968016,1101772
2021-04-15,969045,1102843
2021-04-16,970263,1104089
2021-04-17,971467,1105244
2021-04-18,972048,1105797
2021-04-19,972874,1106623
2021-04-20,973833,1107575
2021-04-21,974848,1108597
2021-04-22,975905,1109647
2021-04-23,977102,1110788
2021-04-24,978166,1111852
2021-04-25,978649,1112272
2021-04-26,979398,1113049
2021-04-27,980287,1114015
2021-04-28,981330,1115002
2021-04-29,982499,1116024
2021-04-30,983689,1117039
2021-05-01,984746,1117886
2021-05-02,985243,1118257
2021-05-03,985607,1118509
2021-05-04,986489,1119202
2021-05-05,987539,1120140
2021-05-06,988596,1121036
2021-05-07,989751,1122037
2021-05-08,990864,1122961
2021-05-09,991431,1123381
2021-05-10,992194,1124137
2021-05-11,993349,1125299
2021-05-12,994980,1126622
2021-05-13,996751,1128022
2021-05-14,998515,1129366
2021-05-15,1000230,1130766
2021-05-16,1001063,1131354
2021-05-17,1001819,1132047
2021-05-18,1003282,1133202
2021-05-19,1005067,1134602
2021-05-20,1006992,1136149
2021-05-21,1008532,1137332
2021-05-22,1009883,1138312
2021-05-23,1009904,1138326
2021-05-24,1009918,1138333
total,1184176,1349957
