,1,2,3,4,5
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,14,49,21,7
2020-12-02,7,21,56,21,7
2020-12-03,7,21,56,21,7
2020-12-04,7,21,56,21,7
2020-12-05,7,21,56,28,7
2020-12-06,7,21,63,28,7
2020-12-07,7,21,70,28,14
2020-12-08,91,168,259,329,343
2020-12-09,210,357,476,581,693
2020-12-10,427,735,826,1071,1351
2020-12-11,623,1085,1246,1596,2058
2020-12-12,742,1302,1589,1981,2520
2020-12-13,777,1358,1680,2051,2639
2020-12-14,1001,1771,2198,2674,3423
2020-12-15,4263,5866,7721,8092,8862
2020-12-16,9968,12845,16471,18634,20762
2020-12-17,15288,19705,25459,28854,32424
2020-12-18,20531,25081,32473,37093,41902
2020-12-19,27356,32676,41643,47460,53991
2020-12-20,31682,38094,48293,55041,62468
2020-12-21,34552,41923,52815,60081,67333
2020-12-22,38913,47502,59878,68586,77238
2020-12-23,42924,52346,65282,76265,86023
2020-12-24,43869,53466,66836,78183,88081
2020-12-25,43869,53473,66878,78190,88088
2020-12-26,43876,53480,66899,78211,88144
2020-12-27,43918,53515,66948,78239,88179
2020-12-28,43995,53585,67025,78351,88312
2020-12-29,46165,55734,69454,81459,91133
2020-12-30,52388,61446,76489,89285,98938
2020-12-31,56126,65485,82593,95109,105154
2021-01-01,56980,66535,84343,96733,107170
2021-01-02,58163,67977,86646,99106,109788
2021-01-03,58485,68264,86996,99589,110320
2021-01-04,58695,68572,87416,100037,110824
2021-01-05,59794,70049,89572,101948,113225
2021-01-06,62111,72884,92645,105749,117964
2021-01-07,71267,84413,106400,122108,136990
2021-01-08,83748,100569,125552,144487,162078
2021-01-09,93506,113162,141827,164038,184870
2021-01-10,98567,118629,148680,172312,193424
2021-01-11,102564,123242,153930,178199,199983
2021-01-12,109025,131229,163240,189791,214081
2021-01-13,120981,145509,180698,211834,239652
2021-01-14,137480,164290,202482,237566,268331
2021-01-15,155253,185794,228592,267176,302071
2021-01-16,169519,205352,251678,290605,328979
2021-01-17,176057,213808,262500,301014,339703
2021-01-18,181748,220360,270403,309344,349587
2021-01-19,197813,240191,293055,334264,379064
2021-01-20,214011,259105,315091,357721,406728
2021-01-21,233317,283108,344540,390061,440076
2021-01-22,258601,314188,382732,433153,488222
2021-01-23,280749,342846,422324,477582,536928
2021-01-24,290059,353549,437171,494907,555303
2021-01-25,298515,363671,450282,509789,572271
2021-01-26,308518,376075,464338,525861,590569
2021-01-27,319137,389865,479374,542465,607950
2021-01-28,336182,412356,505603,571494,638358
2021-01-29,362341,445984,546210,619038,690599
2021-01-30,386519,478254,586439,665861,740348
2021-01-31,399357,496314,609476,694099,769965
2021-02-01,412622,514493,630210,719208,798105
2021-02-02,426741,533225,653394,747404,828870
2021-02-03,444255,556059,680946,779457,864171
2021-02-04,463869,581644,711144,812959,899423
2021-02-05,483322,607138,742819,849107,939323
2021-02-06,505001,634977,777588,888314,982625
2021-02-07,513562,647066,794066,907081,1004339
2021-02-08,523957,662578,810740,926618,1027369
2021-02-09,538363,680407,831649,950376,1053990
2021-02-10,554729,700672,855715,976766,1084636
2021-02-11,574413,724528,883624,1008826,1119811
2021-02-12,596155,750309,913570,1043070,1157996
2021-02-13,617428,773983,943684,1075403,1195054
2021-02-14,623707,782474,954786,1087422,1209103
2021-02-15,631372,792351,966420,1100946,1224559
2021-02-16,642481,805924,981876,1117879,1242108
2021-02-17,653373,819392,997843,1135596,1260504
2021-02-18,663257,831523,1011822,1151332,1278249
2021-02-19,670824,839846,1020845,1161461,1288973
2021-02-20,677208,847224,1029252,1170379,1297954
2021-02-21,679343,849541,1032171,1173473,1301195
2021-02-22,682360,853314,1036266,1177764,1305255
2021-02-23,686168,858018,1041621,1183126,1310582
2021-02-24,691215,863289,1047984,1189552,1316903
2021-02-25,696493,869134,1054767,1196622,1323973
2021-02-26,701099,874258,1060178,1202376,1330329
2021-02-27,704438,877968,1064378,1206317,1334403
2021-02-28,705789,879543,1066212,1207913,1335838
2021-03-01,707294,881244,1067892,1209565,1337154
2021-03-02,708939,883155,1069782,1211266,1338575
2021-03-03,710850,885500,1071931,1213156,1340143
2021-03-04,713475,888363,1074465,1215347,1341949
2021-03-05,716170,891247,1077377,1218140,1344581
2021-03-06,718956,893802,1079687,1220212,1346569
2021-03-07,719747,894495,1080338,1220884,1347150
2021-03-08,721021,895748,1081465,1222011,1347997
2021-03-09,722309,896973,1082543,1222935,1348732
2021-03-10,723688,898275,1083614,1223880,1349565
2021-03-11,724997,899626,1084636,1224748,1350363
