,9,10
2020-11-28,7,7
2020-11-29,7,7
2020-11-30,7,7
2020-12-01,7,7
2020-12-02,7,7
2020-12-03,14,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,7
2020-12-07,14,7
2020-12-08,21,14
2020-12-09,21,14
2020-12-10,21,14
2020-12-11,28,14
2020-12-12,28,14
2020-12-13,28,14
2020-12-14,28,21
2020-12-15,28,28
2020-12-16,35,28
2020-12-17,35,42
2020-12-18,42,49
2020-12-19,42,49
2020-12-20,42,56
2020-12-21,42,77
2020-12-22,42,91
2020-12-23,49,119
2020-12-24,49,133
2020-12-25,49,133
2020-12-26,49,133
2020-12-27,56,140
2020-12-28,56,140
2020-12-29,63,147
2020-12-30,70,175
2020-12-31,77,196
2021-01-01,77,196
2021-01-02,77,210
2021-01-03,84,210
2021-01-04,84,259
2021-01-05,98,371
2021-01-06,119,469
2021-01-07,147,595
2021-01-08,217,679
2021-01-09,224,707
2021-01-10,231,721
2021-01-11,259,882
2021-01-12,329,1099
2021-01-13,399,1344
2021-01-14,490,1673
2021-01-15,553,1953
2021-01-16,574,2016
2021-01-17,588,2037
2021-01-18,805,2520
2021-01-19,1071,3136
2021-01-20,1442,3752
2021-01-21,1820,4354
2021-01-22,2198,4928
2021-01-23,2296,5033
2021-01-24,2359,5061
2021-01-25,2786,5740
2021-01-26,3430,6517
2021-01-27,4172,7280
2021-01-28,5061,7966
2021-01-29,6034,8512
2021-01-30,6251,8603
2021-01-31,6335,8645
2021-02-01,7427,9184
2021-02-02,8855,9807
2021-02-03,10255,10423
2021-02-04,11844,11039
2021-02-05,13370,11550
2021-02-06,13552,11641
2021-02-07,13657,11683
2021-02-08,15547,12572
2021-02-09,17094,13286
2021-02-10,18270,13839
2021-02-11,19047,14315
2021-02-12,19754,14721
2021-02-13,19831,14763
2021-02-14,19894,14784
2021-02-15,20391,15078
2021-02-16,20811,15288
2021-02-17,21175,15470
2021-02-18,21504,15652
2021-02-19,21756,15792
2021-02-20,21770,15806
2021-02-21,21777,15806
2021-02-22,22050,15925
2021-02-23,22414,16100
2021-02-24,22687,16240
2021-02-25,22890,16317
2021-02-26,23051,16394
2021-02-27,23079,16422
2021-02-28,23100,16443
2021-03-01,23338,16576
2021-03-02,23555,16695
2021-03-03,23793,16863
2021-03-04,24017,16996
2021-03-05,24199,17101
2021-03-06,24227,17115
2021-03-07,24241,17122
2021-03-08,24472,17276
2021-03-09,24745,17437
2021-03-10,24997,17563
2021-03-11,25235,17696
2021-03-12,25424,17780
2021-03-13,25459,17801
2021-03-14,25473,17815
2021-03-15,25676,17927
2021-03-16,25886,18046
2021-03-17,26075,18123
2021-03-18,26320,18263
2021-03-19,26481,18354
2021-03-20,26516,18361
2021-03-21,26530,18368
2021-03-22,26712,18459
2021-03-23,26936,18606
2021-03-24,27125,18704
2021-03-25,27300,18802
2021-03-26,27412,18865
2021-03-27,27426,18872
2021-03-28,27440,18872
2021-03-29,27552,18942
2021-03-30,27643,18998
2021-03-31,27762,19068
2021-04-01,27860,19096
2021-04-02,27860,19096
2021-04-03,27860,19103
2021-04-04,27867,19103
2021-04-05,27874,19117
2021-04-06,27951,19138
2021-04-07,28007,19194
2021-04-08,28105,19250
2021-04-09,28203,19285
2021-04-10,28224,19306
2021-04-11,28224,19306
2021-04-12,28273,19376
2021-04-13,28399,19432
2021-04-14,28490,19460
2021-04-15,28553,19530
2021-04-16,28672,19558
2021-04-17,28672,19558
2021-04-18,28672,19558
2021-04-19,28693,19579
2021-04-20,28756,19600
2021-04-21,28791,19628
2021-04-22,28840,19656
2021-04-23,28959,19698
2021-04-24,28959,19698
2021-04-25,28966,19698
2021-04-26,29015,19726
2021-04-27,29078,19775
2021-04-28,29106,19817
2021-04-29,29141,19845
2021-04-30,29218,19873
2021-05-01,29225,19880
2021-05-02,29225,19880
2021-05-03,29225,19880
2021-05-04,29253,19894
2021-05-05,29323,19915
2021-05-06,29365,19929
2021-05-07,29435,19964
2021-05-08,29435,19964
2021-05-09,29435,19971
2021-05-10,29477,19985
2021-05-11,29603,20062
2021-05-12,29687,20083
2021-05-13,29729,20104
2021-05-14,29785,20146
2021-05-15,29785,20146
2021-05-16,29792,20146
2021-05-17,29827,20174
2021-05-18,29862,20195
2021-05-19,29890,20216
2021-05-20,29939,20237
2021-05-21,29974,20265
2021-05-22,29974,20265
2021-05-23,29974,20265
2021-05-24,29974,20279
total,1558053,1125488
