,8,9,10,11,12
2020-11-28,0,0,0,0,0
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,7
2020-12-02,0,0,0,0,7
2020-12-03,0,0,0,0,7
2020-12-04,0,0,0,0,7
2020-12-05,0,0,0,0,7
2020-12-06,0,0,0,0,7
2020-12-07,0,0,0,0,7
2020-12-08,0,0,0,7,14
2020-12-09,0,0,0,14,21
2020-12-10,0,0,0,21,35
2020-12-11,0,0,0,21,49
2020-12-12,0,0,0,21,56
2020-12-13,0,0,0,21,56
2020-12-14,0,0,0,28,70
2020-12-15,0,0,7,70,168
2020-12-16,7,7,7,147,427
2020-12-17,14,14,14,259,735
2020-12-18,14,14,21,308,875
2020-12-19,21,28,35,371,1050
2020-12-20,28,49,49,434,1225
2020-12-21,42,70,84,504,1421
2020-12-22,49,77,98,567,1610
2020-12-23,84,140,189,728,2226
2020-12-24,105,168,238,833,2569
2020-12-25,105,175,238,833,2590
2020-12-26,112,175,245,840,2611
2020-12-27,112,175,245,840,2611
2020-12-28,112,175,245,840,2611
2020-12-29,182,294,427,1127,3416
2020-12-30,441,861,1344,2667,8344
2020-12-31,616,1204,1932,3647,11417
2021-01-01,630,1246,2030,3787,11956
2021-01-02,651,1295,2100,3913,12341
2021-01-03,658,1302,2121,3941,12446
2021-01-04,658,1316,2142,3955,12509
2021-01-05,721,1421,2275,4214,13216
2021-01-06,826,1582,2555,4704,14826
2021-01-07,1001,2009,3199,5796,18571
2021-01-08,1281,2569,4130,7238,23387
2021-01-09,1540,3080,4984,8435,27433
2021-01-10,1617,3241,5208,8827,28686
2021-01-11,1792,3584,5782,9730,31696
2021-01-12,2009,3983,6398,10703,34916
2021-01-13,2261,4473,7154,11914,38934
2021-01-14,2646,5082,8099,13307,43645
2021-01-15,3129,5824,9142,14994,48986
2021-01-16,3402,6293,9877,16100,52493
2021-01-17,3514,6454,10164,16506,53781
2021-01-18,3647,6727,10556,17171,56147
2021-01-19,3808,7007,11011,17892,58352
2021-01-20,3990,7343,11522,18599,60655
2021-01-21,4221,7728,12089,19306,62720
2021-01-22,4515,8204,12810,20363,65982
2021-01-23,4641,8421,13160,20818,67466
2021-01-24,4711,8533,13314,21028,68026
2021-01-25,4781,8645,13447,21161,68348
2021-01-26,4858,8750,13594,21315,68712
2021-01-27,4928,8883,13727,21483,69139
2021-01-28,5019,9030,13909,21658,69594
2021-01-29,5117,9226,14133,21889,70182
2021-01-30,5180,9345,14266,21980,70434
2021-01-31,5201,9380,14322,22008,70483
2021-02-01,5250,9485,14413,22085,70686
2021-02-02,5313,9604,14518,22162,70889
2021-02-03,5390,9723,14595,22274,71169
2021-02-04,5509,9884,14728,22414,71631
2021-02-05,5600,10052,14882,22575,72128
2021-02-06,5656,10164,14959,22645,72296
2021-02-07,5677,10206,14980,22666,72359
2021-02-08,5761,10311,15071,22764,72625
2021-02-09,5838,10430,15155,22890,72961
2021-02-10,5943,10549,15281,23037,73381
2021-02-11,6048,10703,15421,23170,73752
2021-02-12,6160,10808,15547,23331,74193
2021-02-13,6244,10871,15596,23380,74333
2021-02-14,6265,10885,15603,23387,74347
2021-02-15,6328,10955,15673,23499,74676
2021-02-16,6398,11018,15764,23583,74935
2021-02-17,6461,11074,15827,23653,75166
2021-02-18,6552,11130,15876,23730,75383
2021-02-19,6594,11186,15932,23793,75593
2021-02-20,6636,11200,15953,23821,75642
2021-02-21,6650,11207,15953,23828,75649
2021-02-22,6678,11235,16002,23870,75817
2021-02-23,6727,11270,16051,23926,76006
2021-02-24,6769,11312,16086,23982,76132
2021-02-25,6811,11354,16121,24045,76279
2021-02-26,6853,11382,16142,24073,76342
2021-02-27,6874,11389,16142,24080,76356
2021-02-28,6881,11389,16142,24080,76363
2021-03-01,6895,11403,16156,24101,76412
2021-03-02,6916,11424,16170,24136,76475
2021-03-03,6944,11445,16198,24171,76573
2021-03-04,6972,11480,16233,24213,76657
2021-03-05,7000,11508,16268,24255,76797
2021-03-06,7014,11515,16275,24262,76825
2021-03-07,7014,11522,16275,24269,76832
2021-03-08,7035,11536,16303,24283,76867
2021-03-09,7056,11557,16324,24311,76951
2021-03-10,7077,11578,16352,24339,77021
2021-03-11,7091,11599,16380,24360,77084
2021-03-12,7119,11606,16394,24381,77126
2021-03-13,7126,11620,16401,24395,77147
2021-03-14,7126,11620,16401,24395,77154
2021-03-15,7140,11634,16415,24409,77182
2021-03-16,7154,11655,16443,24437,77231
2021-03-17,7168,11669,16457,24451,77308
2021-03-18,7189,11690,16478,24493,77371
2021-03-19,7203,11711,16499,24514,77413
2021-03-20,7217,11725,16513,24521,77448
2021-03-21,7217,11725,16513,24521,77448
2021-03-22,7224,11732,16520,24535,77490
2021-03-23,7245,11746,16541,24563,77539
2021-03-24,7259,11774,16555,24577,77588
2021-03-25,7280,11795,16576,24612,77658
2021-03-26,7308,11816,16611,24661,77763
2021-03-27,7315,11823,16632,24675,77798
2021-03-28,7322,11830,16632,24675,77805
2021-03-29,7329,11844,16653,24696,77861
2021-03-30,7336,11865,16681,24724,77931
2021-03-31,7350,11872,16695,24745,77994
2021-04-01,7364,11900,16716,24773,78050
2021-04-02,7364,11900,16716,24780,78064
2021-04-03,7371,11900,16723,24780,78078
2021-04-04,7371,11900,16723,24780,78078
2021-04-05,7371,11900,16723,24780,78078
2021-04-06,7378,11907,16723,24794,78099
2021-04-07,7385,11921,16730,24815,78148
2021-04-08,7392,11928,16744,24836,78190
2021-04-09,7392,11942,16765,24850,78225
2021-04-10,7399,11949,16765,24857,78239
2021-04-11,7399,11949,16765,24857,78239
2021-04-12,7406,11949,16772,24864,78253
2021-04-13,7406,11956,16779,24878,78260
2021-04-14,7413,11970,16786,24892,78288
2021-04-15,7420,11977,16786,24899,78309
2021-04-16,7427,11977,16793,24906,78323
2021-04-17,7427,11977,16793,24913,78337
2021-04-18,7427,11977,16793,24913,78337
2021-04-19,7434,11977,16793,24913,78344
2021-04-20,7434,11984,16800,24920,78351
2021-04-21,7441,11991,16807,24934,78372
2021-04-22,7441,11998,16807,24941,78372
2021-04-23,7441,11998,16814,24948,78386
2021-04-24,7441,11998,16821,24948,78393
2021-04-25,7441,11998,16821,24948,78393
2021-04-26,7441,11998,16828,24955,78400
2021-04-27,7448,11998,16828,24962,78414
2021-04-28,7448,12005,16835,24969,78421
2021-04-29,7448,12005,16835,24976,78428
2021-04-30,7455,12012,16835,24976,78449
2021-05-01,7455,12012,16842,24976,78449
2021-05-02,7455,12012,16842,24976,78449
2021-05-03,7455,12012,16842,24976,78449
2021-05-04,7455,12012,16842,24983,78456
2021-05-05,7462,12019,16842,24983,78463
2021-05-06,7462,12019,16849,24983,78470
2021-05-07,7469,12026,16849,24990,78484
2021-05-08,7469,12026,16849,24990,78484
2021-05-09,7469,12026,16849,24990,78484
2021-05-10,7469,12026,16856,24997,78484
2021-05-11,7476,12026,16856,24997,78491
2021-05-12,7476,12026,16856,24997,78498
2021-05-13,7476,12033,16863,25004,78505
2021-05-14,7483,12033,16863,25004,78512
2021-05-15,7483,12033,16863,25004,78512
2021-05-16,7483,12033,16863,25004,78512
