,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,7
2020-12-02,14,7
2020-12-03,14,7
2020-12-04,14,7
2020-12-05,14,7
2020-12-06,14,7
2020-12-07,14,14
2020-12-08,700,315
2020-12-09,1806,805
2020-12-10,3122,1379
2020-12-11,4501,2023
2020-12-12,5754,2513
2020-12-13,6377,2786
2020-12-14,7434,3269
2020-12-15,9555,4067
2020-12-16,11956,4998
2020-12-17,14945,6097
2020-12-18,17913,7266
2020-12-19,20321,8197
2020-12-20,23317,9492
2020-12-21,27314,10948
2020-12-22,31052,12397
2020-12-23,35266,14231
2020-12-24,37198,15127
2020-12-25,37226,15141
2020-12-26,37401,15232
2020-12-27,37940,15449
2020-12-28,38892,15813
2020-12-29,42098,17157
2020-12-30,48748,20048
2020-12-31,54789,22652
2021-01-01,56602,23359
2021-01-02,58702,24206
2021-01-03,60277,24773
2021-01-04,63147,25865
2021-01-05,68740,28028
2021-01-06,76321,30898
2021-01-07,87031,35273
2021-01-08,99344,40607
2021-01-09,110033,45059
2021-01-10,116459,47439
2021-01-11,125412,51240
2021-01-12,136381,55895
2021-01-13,149184,61572
2021-01-14,163212,68460
2021-01-15,179487,76734
2021-01-16,192577,82663
2021-01-17,200935,86149
2021-01-18,211428,91385
2021-01-19,224686,98553
2021-01-20,240681,107968
2021-01-21,259119,119511
2021-01-22,282233,134890
2021-01-23,304969,150745
2021-01-24,316540,158795
2021-01-25,329182,167076
2021-01-26,344827,178157
2021-01-27,362761,191450
2021-01-28,386841,210343
2021-01-29,417235,234381
2021-01-30,448448,259511
2021-01-31,469056,276402
2021-02-01,488572,292803
2021-02-02,512960,313502
2021-02-03,546889,343231
2021-02-04,585494,377503
2021-02-05,627235,414421
2021-02-06,684397,466179
2021-02-07,708393,487739
2021-02-08,734370,511700
2021-02-09,767900,543452
2021-02-10,801836,576527
2021-02-11,841162,614922
2021-02-12,884471,659141
2021-02-13,927472,702415
2021-02-14,944902,721182
2021-02-15,964187,741818
2021-02-16,1004248,790643
2021-02-17,1072988,876057
2021-02-18,1141196,960106
2021-02-19,1197084,1028160
2021-02-20,1254771,1099294
2021-02-21,1272446,1120406
2021-02-22,1296099,1148973
2021-02-23,1354976,1220429
2021-02-24,1440145,1323686
2021-02-25,1533147,1429743
2021-02-26,1628592,1537473
2021-02-27,1707055,1624455
2021-02-28,1731849,1650383
2021-03-01,1752842,1672034
2021-03-02,1778119,1698361
2021-03-03,1814379,1737708
2021-03-04,1869609,1799658
2021-03-05,1937068,1876364
2021-03-06,2003953,1950851
2021-03-07,2021152,1969667
2021-03-08,2040535,1992417
2021-03-09,2061458,2016140
2021-03-10,2085097,2042740
2021-03-11,2105978,2066323
2021-03-12,2141384,2106720
2021-03-13,2192827,2166073
2021-03-14,2214296,2192267
2021-03-15,2241155,2224432
2021-03-16,2270422,2259467
2021-03-17,2296714,2290491
2021-03-18,2324539,2322173
2021-03-19,2354317,2356109
2021-03-20,2391025,2397717
2021-03-21,2404899,2414244
2021-03-22,2418549,2429994
2021-03-23,2431919,2444932
2021-03-24,2445758,2460283
2021-03-25,2461207,2477111
2021-03-26,2477776,2494800
2021-03-27,2498300,2517004
2021-03-28,2507624,2527287
2021-03-29,2516388,2537325
2021-03-30,2525089,2546782
2021-03-31,2534602,2556778
2021-04-01,2541168,2563981
2021-04-02,2544395,2567516
2021-04-03,2548252,2571884
2021-04-04,2549771,2573690
2021-04-05,2550821,2574852
2021-04-06,2553782,2577981
2021-04-07,2557394,2581838
2021-04-08,2560558,2585366
2021-04-09,2564051,2589356
2021-04-10,2567642,2593192
2021-04-11,2569133,2594921
2021-04-12,2570393,2596363
2021-04-13,2571898,2598057
2021-04-14,2573746,2599926
2021-04-15,2575860,2602005
2021-04-16,2578205,2604287
2021-04-17,2580704,2606611
2021-04-18,2581978,2607752
2021-04-19,2583252,2609026
2021-04-20,2584848,2610573
2021-04-21,2586724,2612337
2021-04-22,2588754,2614199
2021-04-23,2590987,2616236
2021-04-24,2593297,2618371
2021-04-25,2594410,2619323
2021-04-26,2595670,2620478
2021-04-27,2597273,2621927
2021-04-28,2599135,2623600
2021-04-29,2601361,2625476
2021-04-30,2603510,2627219
2021-05-01,2605610,2628829
2021-05-02,2606653,2629641
2021-05-03,2607374,2630138
2021-05-04,2608781,2631251
2021-05-05,2610496,2632672
2021-05-06,2612575,2634345
2021-05-07,2614647,2636011
2021-05-08,2616887,2637803
2021-05-09,2618014,2638671
2021-05-10,2619183,2639749
2021-05-11,2621115,2641478
2021-05-12,2624251,2643942
2021-05-13,2627688,2646553
2021-05-14,2631293,2649108
2021-05-15,2635052,2651964
2021-05-16,2636837,2653196
2021-05-17,2638195,2654337
2021-05-18,2640932,2656416
2021-05-19,2644712,2659195
2021-05-20,2648611,2661939
2021-05-21,2651698,2664123
2021-05-22,2654491,2666160
2021-05-23,2655065,2666622
2021-05-24,2655639,2667140
2021-05-25,2656472,2667875
2021-05-26,2657620,2668785
total,3139913,3176292
