,5
2020-11-28,1816815
2020-11-29,1816815
2020-11-30,1816808
2020-12-01,1816794
2020-12-02,1816794
2020-12-03,1816794
2020-12-04,1816787
2020-12-05,1816787
2020-12-06,1816787
2020-12-07,1816780
2020-12-08,1816521
2020-12-09,1816122
2020-12-10,1815597
2020-12-11,1815037
2020-12-12,1814610
2020-12-13,1814365
2020-12-14,1813847
2020-12-15,1812867
2020-12-16,1811768
2020-12-17,1810305
2020-12-18,1808828
2020-12-19,1807575
2020-12-20,1805958
2020-12-21,1804026
2020-12-22,1802157
2020-12-23,1800106
2020-12-24,1799154
2020-12-25,1799140
2020-12-26,1799007
2020-12-27,1798762
2020-12-28,1798314
2020-12-29,1796725
2020-12-30,1793743
2020-12-31,1790950
2021-01-01,1790054
2021-01-02,1789011
2021-01-03,1788213
2021-01-04,1786575
2021-01-05,1783516
2021-01-06,1779421
2021-01-07,1774052
2021-01-08,1768158
2021-01-09,1763342
2021-01-10,1760150
2021-01-11,1755649
2021-01-12,1750322
2021-01-13,1744253
2021-01-14,1737764
2021-01-15,1730638
2021-01-16,1725171
2021-01-17,1721468
2021-01-18,1716421
2021-01-19,1710968
2021-01-20,1704906
2021-01-21,1698592
2021-01-22,1691928
2021-01-23,1686622
2021-01-24,1683570
2021-01-25,1679699
2021-01-26,1675093
2021-01-27,1670389
2021-01-28,1665608
2021-01-29,1660309
2021-01-30,1656095
2021-01-31,1653092
2021-02-01,1650054
2021-02-02,1646449
2021-02-03,1642648
2021-02-04,1638770
2021-02-05,1634647
2021-02-06,1630713
2021-02-07,1628844
2021-02-08,1626121
2021-02-09,1622677
2021-02-10,1619016
2021-02-11,1615257
2021-02-12,1610504
2021-02-13,1605051
2021-02-14,1602160
2021-02-15,1598660
2021-02-16,1593053
2021-02-17,1584268
2021-02-18,1575371
2021-02-19,1567181
2021-02-20,1558627
2021-02-21,1555183
2021-02-22,1551011
2021-02-23,1542569
2021-02-24,1530543
2021-02-25,1516956
2021-02-26,1504069
2021-02-27,1491840
2021-02-28,1486387
2021-03-01,1480948
2021-03-02,1475047
2021-03-03,1468271
2021-03-04,1457365
2021-03-05,1442413
2021-03-06,1428868
2021-03-07,1424101
2021-03-08,1417591
2021-03-09,1411550
2021-03-10,1403619
2021-03-11,1394176
2021-03-12,1376830
2021-03-13,1341214
2021-03-14,1322958
2021-03-15,1296435
2021-03-16,1252370
2021-03-17,1197280
2021-03-18,1112664
2021-03-19,993937
2021-03-20,846090
2021-03-21,789418
2021-03-22,736288
2021-03-23,686413
2021-03-24,637378
2021-03-25,587153
2021-03-26,534527
2021-03-27,469336
2021-03-28,439208
2021-03-29,413735
2021-03-30,391846
2021-03-31,371035
2021-04-01,363440
2021-04-02,359597
2021-04-03,353990
2021-04-04,352352
2021-04-05,351372
2021-04-06,347641
2021-04-07,343693
2021-04-08,340424
2021-04-09,336336
2021-04-10,332381
2021-04-11,330561
2021-04-12,328895
2021-04-13,327264
2021-04-14,325584
2021-04-15,323939
2021-04-16,322252
2021-04-17,320663
2021-04-18,319921
2021-04-19,318990
2021-04-20,317695
2021-04-21,316533
2021-04-22,315231
2021-04-23,313782
2021-04-24,312487
2021-04-25,311892
2021-04-26,310975
2021-04-27,310086
2021-04-28,309113
2021-04-29,307902
2021-04-30,306656
2021-05-01,305662
2021-05-02,305235
2021-05-03,304969
2021-05-04,304115
2021-05-05,303079
2021-05-06,302162
2021-05-07,301203
2021-05-08,300167
2021-05-09,299684
2021-05-10,298858
2021-05-11,297626
2021-05-12,296450
2021-05-13,295162
2021-05-14,293797
2021-05-15,292432
2021-05-16,291809
2021-05-17,290892
2021-05-18,289709
2021-05-19,288176
2021-05-20,286804
2021-05-21,285565
2021-05-22,284459
2021-05-23,284445
2021-05-24,284438
total,1816822
