,F,M
2020-11-28,890484,926331
2020-11-29,890484,926331
2020-11-30,890477,926324
2020-12-01,890470,926324
2020-12-02,890463,926324
2020-12-03,890463,926324
2020-12-04,890463,926324
2020-12-05,890463,926324
2020-12-06,890463,926317
2020-12-07,890456,926317
2020-12-08,890274,926240
2020-12-09,889980,926142
2020-12-10,889595,925995
2020-12-11,889196,925841
2020-12-12,888867,925743
2020-12-13,888678,925687
2020-12-14,888293,925547
2020-12-15,887579,925281
2020-12-16,886746,925015
2020-12-17,885577,924721
2020-12-18,884443,924378
2020-12-19,883491,924077
2020-12-20,882273,923685
2020-12-21,880803,923223
2020-12-22,879375,922782
2020-12-23,877779,922320
2020-12-24,877072,922075
2020-12-25,877065,922068
2020-12-26,876981,922019
2020-12-27,876806,921956
2020-12-28,876470,921837
2020-12-29,875266,921452
2020-12-30,872935,920808
2020-12-31,870793,920150
2021-01-01,870114,919933
2021-01-02,869302,919702
2021-01-03,868679,919527
2021-01-04,867440,919128
2021-01-05,865081,918428
2021-01-06,861882,917532
2021-01-07,857626,916426
2021-01-08,852929,915222
2021-01-09,849128,914207
2021-01-10,846552,913598
2021-01-11,843024,912618
2021-01-12,838824,911491
2021-01-13,834050,910196
2021-01-14,828996,908768
2021-01-15,823445,907186
2021-01-16,819245,905926
2021-01-17,816340,905121
2021-01-18,812476,903945
2021-01-19,808367,902594
2021-01-20,803831,901068
2021-01-21,799022,899563
2021-01-22,793982,897939
2021-01-23,790076,896539
2021-01-24,787780,895790
2021-01-25,784959,894733
2021-01-26,781592,893501
2021-01-27,778218,892164
2021-01-28,774760,890841
2021-01-29,770980,889329
2021-01-30,767942,888146
2021-01-31,765849,887236
2021-02-01,763749,886298
2021-02-02,761222,885227
2021-02-03,758583,884065
2021-02-04,755881,882882
2021-02-05,753067,881573
2021-02-06,750393,880313
2021-02-07,749161,879676
2021-02-08,747369,878745
2021-02-09,745122,877548
2021-02-10,742707,876302
2021-02-11,740257,874993
2021-02-12,737156,873341
2021-02-13,733572,871472
2021-02-14,731682,870471
2021-02-15,729274,869379
2021-02-16,725760,867293
2021-02-17,720405,863856
2021-02-18,714994,860377
2021-02-19,709954,857227
2021-02-20,704865,853755
2021-02-21,702863,852313
2021-02-22,700371,850640
2021-02-23,695541,847028
2021-02-24,688569,841967
2021-02-25,680708,836241
2021-02-26,673099,830970
2021-02-27,665959,825874
2021-02-28,662816,823564
2021-03-01,659701,821247
2021-03-02,656271,818769
2021-03-03,652302,815962
2021-03-04,646107,811258
2021-03-05,637609,804797
2021-03-06,629986,798882
2021-03-07,627326,796775
2021-03-08,623742,793842
2021-03-09,620522,791028
2021-03-10,616266,787346
2021-03-11,611352,782817
2021-03-12,602420,774403
2021-03-13,584766,756441
2021-03-14,576310,746641
2021-03-15,563493,732935
2021-03-16,542612,709758
2021-03-17,516488,680792
2021-03-18,477029,635628
2021-03-19,421561,572376
2021-03-20,352772,493318
2021-03-21,327670,461741
2021-03-22,304465,431816
2021-03-23,282548,403858
2021-03-24,261261,376110
2021-03-25,239015,348138
2021-03-26,216111,318416
2021-03-27,187572,281757
2021-03-28,175098,264110
2021-03-29,164430,249298
2021-03-30,155036,236803
2021-03-31,145733,225295
2021-04-01,142485,220948
2021-04-02,140889,218701
2021-04-03,138558,215425
2021-04-04,137886,214466
2021-04-05,137466,213899
2021-04-06,135772,211862
2021-04-07,134064,209629
2021-04-08,132594,207830
2021-04-09,130830,205506
2021-04-10,129199,203175
2021-04-11,128429,202132
2021-04-12,127729,201159
2021-04-13,127008,200249
2021-04-14,126238,199339
2021-04-15,125524,198408
2021-04-16,124782,197463
2021-04-17,124103,196553
2021-04-18,123816,196098
2021-04-19,123417,195566
2021-04-20,122864,194824
2021-04-21,122360,194166
2021-04-22,121807,193417
2021-04-23,121184,192591
2021-04-24,120645,191842
2021-04-25,120414,191471
2021-04-26,120043,190932
2021-04-27,119693,190386
2021-04-28,119287,189826
2021-04-29,118804,189091
2021-04-30,118258,188391
2021-05-01,117845,187810
2021-05-02,117663,187565
2021-05-03,117558,187411
2021-05-04,117187,186921
2021-05-05,116725,186347
2021-05-06,116312,185850
2021-05-07,115864,185332
2021-05-08,115430,184730
2021-05-09,115248,184429
2021-05-10,114912,183946
2021-05-11,114373,183246
2021-05-12,113820,182623
2021-05-13,113246,181916
2021-05-14,112623,181174
2021-05-15,112014,180418
2021-05-16,111734,180068
2021-05-17,111349,179536
2021-05-18,110831,178871
2021-05-19,110159,178017
2021-05-20,109550,177254
2021-05-21,109004,176554
2021-05-22,108535,175924
2021-05-23,108528,175917
2021-05-24,108521,175917
total,890484,926331
