,0,1,2,3,4,5,6,7,8,9
2020-11-28,23701979,252637,2578828,4754750,1991528,2503284,4324649,2152038,2804333,3114622
2020-11-29,23701979,252637,2578828,4754750,1991528,2503284,4324649,2152031,2804326,3114622
2020-11-30,23701972,252637,2578821,4754743,1991528,2503277,4324649,2152024,2804319,3114615
2020-12-01,23701860,252630,2578723,4754729,1991514,2503263,4324642,2152017,2804312,3114594
2020-12-02,23701853,252630,2578716,4754722,1991507,2503263,4324635,2152010,2804312,3114594
2020-12-03,23701853,252623,2578709,4754715,1991507,2503263,4324635,2152010,2804305,3114594
2020-12-04,23701846,252623,2578709,4754715,1991507,2503263,4324628,2152010,2804305,3114587
2020-12-05,23701832,252623,2578702,4754715,1991507,2503263,4324628,2152010,2804305,3114587
2020-12-06,23701825,252623,2578702,4754715,1991507,2503256,4324628,2152010,2804305,3114587
2020-12-07,23701825,252623,2578681,4754708,1991507,2503256,4324628,2152010,2804298,3114580
2020-12-08,23700348,252602,2576833,4754554,1991087,2503109,4324061,2151765,2803885,3114111
2020-12-09,23697478,252574,2573914,4754400,1990464,2502843,4323053,2151219,2803108,3113369
2020-12-10,23693901,252518,2569728,4754148,1989729,2502542,4321898,2150638,2802345,3112564
2020-12-11,23690100,252483,2565507,4753917,1988931,2502213,4320652,2150043,2801512,3111647
2020-12-12,23686460,252462,2562784,4753742,1988231,2501968,4319595,2149595,2800798,3110877
2020-12-13,23684262,252455,2561286,4753665,1987937,2501828,4319007,2149259,2800357,3110366
2020-12-14,23680587,252406,2556568,4753392,1987391,2501541,4318006,2148727,2799524,3109533
2020-12-15,23674567,252133,2511663,4752748,1986341,2501002,4316137,2147789,2798019,3108007
2020-12-16,23667175,251545,2433060,4751614,1985200,2500344,4313932,2146606,2796192,3106180
2020-12-17,23658467,250873,2359420,4750130,1983828,2499483,4311209,2144961,2793917,3103849
2020-12-18,23649493,250453,2304778,4748331,1982428,2498573,4308451,2143463,2791607,3101497
2020-12-19,23641800,250040,2236304,4745944,1981301,2497656,4306246,2142091,2789661,3099579
2020-12-20,23631888,249606,2184833,4743515,1979929,2496599,4303320,2140243,2786959,3097003
2020-12-21,23619491,249165,2152927,4741107,1978151,2495395,4299617,2138087,2783725,3093776
2020-12-22,23607766,248703,2095191,4738839,1976394,2494296,4296166,2136183,2780778,3090752
2020-12-23,23593661,247268,2050146,4736249,1974392,2493036,4292099,2133880,2777383,3087343
2020-12-24,23586668,246211,2039744,4735430,1973447,2492455,4290216,2132760,2775808,3085705
2020-12-25,23586556,246176,2039730,4735423,1973426,2492441,4290181,2132753,2775801,3085691
2020-12-26,23585632,246148,2039681,4735388,1973335,2492392,4290013,2132662,2775647,3085523
2020-12-27,23583238,246148,2039408,4735304,1973090,2492266,4289488,2132389,2775206,3085082
2020-12-28,23579073,246141,2038687,4735108,1972656,2492014,4288620,2131885,2774534,3084270
2020-12-29,23567208,243796,2021089,4733540,1971151,2491062,4285526,2130233,2772210,3081750
2020-12-30,23544717,231021,1979481,4728213,1967854,2489102,4279268,2126803,2767387,3076591
2020-12-31,23523892,222425,1950655,4721241,1964921,2487254,4273528,2123828,2762781,3071698
2021-01-01,23517669,221067,1944117,4718336,1964102,2486680,4271764,2122883,2761472,3070207
2021-01-02,23509472,220192,1935472,4714871,1963157,2486092,4269755,2121805,2759897,3068506
2021-01-03,23503053,219926,1933043,4714038,1962562,2485693,4268215,2121021,2758693,3067183
2021-01-04,23490607,219646,1929865,4713401,1961323,2484965,4265450,2119523,2756327,3064586
2021-01-05,23467962,217798,1920975,4710734,1958908,2483502,4260074,2116562,2751714,3059518
2021-01-06,23437575,213934,1903461,4704294,1955821,2481248,4252640,2112208,2745421,3052840
2021-01-07,23397206,204099,1822625,4678114,1951166,2477734,4242168,2106013,2736328,3043705
2021-01-08,23352763,190869,1717583,4643674,1945426,2473478,4230184,2099314,2726374,3033730
2021-01-09,23315278,180516,1626555,4615240,1940302,2469656,4220153,2093693,2718240,3025288
2021-01-10,23289553,177499,1586438,4603067,1937726,2467668,4213923,2090410,2713172,3019849
2021-01-11,23253167,169260,1564094,4592000,1933778,2465435,4205061,2085825,2705892,3012058
2021-01-12,23209501,158816,1507170,4572806,1928836,2462355,4194288,2080113,2696680,3002615
2021-01-13,23161075,147427,1412327,4528818,1922550,2458330,4181996,2073421,2686593,2992010
2021-01-14,23108897,133903,1305780,4475366,1915263,2453451,4168213,2065973,2675484,2980544
2021-01-15,23049852,117264,1177484,4414431,1906331,2447760,4152463,2057755,2663360,2967741
2021-01-16,23001888,106344,1050798,4365445,1899765,2443385,4139989,2051175,2653574,2957514
2021-01-17,22969051,102249,997423,4342681,1895782,2440725,4132100,2046772,2646973,2950500
2021-01-18,22926078,94710,961660,4321205,1890413,2437344,4121530,2041165,2638566,2941610
2021-01-19,22878688,87332,862078,4234307,1881817,2432920,4109427,2034788,2629256,2931845
2021-01-20,22826300,80248,774319,4126682,1869420,2427649,4096106,2027998,2619148,2921226
2021-01-21,22772393,71778,691922,3985016,1853754,2420089,4081406,2020592,2608445,2909935
2021-01-22,22714461,58114,590891,3774512,1831963,2410506,4064179,2012332,2596762,2897636
2021-01-23,22667932,53277,505666,3536981,1807442,2401063,4050004,2005437,2587368,2887948
2021-01-24,22640821,51380,480480,3446380,1795766,2395883,4042024,2001265,2581768,2882222
2021-01-25,22606360,49938,451675,3367882,1783719,2391025,4032651,1996673,2574852,2875159
2021-01-26,22567265,48237,420259,3269749,1767465,2384893,4021451,1991206,2567166,2866948
2021-01-27,22527225,46578,391286,3169607,1747200,2377277,4009698,1985515,2559354,2858709
2021-01-28,22487472,44737,353248,2993788,1715903,2366133,3996986,1979572,2551542,2850358
2021-01-29,22443890,42469,316190,2703701,1674617,2350579,3982636,1972915,2542827,2841272
2021-01-30,22409527,41377,288911,2409589,1629572,2333576,3971121,1967308,2535729,2833992
2021-01-31,22384915,41027,278327,2241155,1600515,2317686,3962553,1962730,2530899,2828658
2021-02-01,22359596,40019,264012,2090165,1572200,2300333,3953516,1957704,2525894,2823436
2021-02-02,22331561,38955,249683,1919260,1536521,2282056,3942337,1951719,2520154,2817402
2021-02-03,22301461,37590,235039,1709561,1483433,2259747,3929639,1944768,2513763,2811074
2021-02-04,22270633,35826,220423,1493527,1423212,2229703,3914939,1937915,2507050,2804319
2021-02-05,22239406,33915,206549,1282820,1358105,2191112,3899049,1930831,2500155,2797403
