,8,9,10,11,12
2020-11-28,1436239,1570471,1142897,801115,771288
2020-11-29,1436239,1570471,1142897,801115,771288
2020-11-30,1436239,1570471,1142890,801108,771288
2020-12-01,1436225,1570464,1142890,801073,771239
2020-12-02,1436225,1570464,1142890,801066,771232
2020-12-03,1436225,1570457,1142890,801066,771232
2020-12-04,1436225,1570457,1142883,801066,771232
2020-12-05,1436225,1570457,1142883,801066,771232
2020-12-06,1436218,1570457,1142883,801066,771232
2020-12-07,1436218,1570450,1142883,801052,771218
2020-12-08,1436134,1570380,1142841,800541,770784
2020-12-09,1435987,1570324,1142813,799974,770315
2020-12-10,1435812,1570233,1142757,798931,769342
2020-12-11,1435602,1570149,1142680,797755,768404
2020-12-12,1435455,1570079,1142638,797020,767802
2020-12-13,1435399,1570051,1142624,796866,767662
2020-12-14,1435210,1569960,1142526,795515,766479
2020-12-15,1434888,1569785,1142274,783720,754880
2020-12-16,1434461,1569498,1141707,762013,733390
2020-12-17,1433887,1569127,1141217,740579,712593
2020-12-18,1433299,1568651,1140489,722820,696332
2020-12-19,1432697,1567986,1139488,699909,675360
2020-12-20,1431969,1567286,1138284,683935,661451
2020-12-21,1431185,1566761,1137038,674429,652078
2020-12-22,1430478,1566285,1135862,657132,636097
2020-12-23,1429708,1565697,1134420,642236,622853
2020-12-24,1429358,1565438,1134105,638498,619696
2020-12-25,1429344,1565438,1134098,638491,619668
2020-12-26,1429302,1565417,1134091,638470,619626
2020-12-27,1429232,1565382,1134063,638428,619591
2020-12-28,1429092,1565312,1134028,638281,619479
2020-12-29,1428406,1564710,1133195,633171,613837
2020-12-30,1426978,1563198,1129856,620823,597639
2020-12-31,1425774,1561770,1125418,612122,587321
2021-01-01,1425403,1561406,1123409,610029,584822
2021-01-02,1424983,1560727,1121260,606410,581700
2021-01-03,1424717,1560412,1120861,605892,581182
2021-01-04,1424283,1560195,1120644,605129,580419
2021-01-05,1423282,1559110,1119328,601692,577458
2021-01-06,1421770,1558011,1116283,595805,571431
2021-01-07,1419474,1554686,1102052,570346,546175
2021-01-08,1416513,1550367,1083166,535521,511154
2021-01-09,1413860,1545824,1068438,506380,481082
2021-01-10,1412488,1543962,1062285,493976,468573
2021-01-11,1410948,1541330,1056573,485737,459403
2021-01-12,1408883,1537200,1047963,467810,441385
2021-01-13,1406174,1530627,1025780,434798,413224
2021-01-14,1402765,1521233,999040,396802,377958
2021-01-15,1398747,1511755,968366,352653,336427
2021-01-16,1395947,1505973,942235,315756,300608
