,F,M
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,14,7
2020-12-09,21,7
2020-12-10,28,14
2020-12-11,42,21
2020-12-12,49,21
2020-12-13,49,21
2020-12-14,56,28
2020-12-15,147,77
2020-12-16,364,196
2020-12-17,644,343
2020-12-18,777,420
2020-12-19,945,518
2020-12-20,1127,616
2020-12-21,1330,721
2020-12-22,1512,812
2020-12-23,2205,1078
2020-12-24,2590,1225
2020-12-25,2611,1239
2020-12-26,2639,1239
2020-12-27,2639,1239
2020-12-28,2639,1239
2020-12-29,3654,1673
2020-12-30,9443,4046
2020-12-31,13125,5502
2021-01-01,13748,5719
2021-01-02,14182,5915
2021-01-03,14308,5964
2021-01-04,14378,5999
2021-01-05,15239,6384
2021-01-06,17129,7105
2021-01-07,21469,8806
2021-01-08,27251,11011
2021-01-09,32165,12950
2021-01-10,33663,13552
2021-01-11,37226,14959
2021-01-12,41041,16534
2021-01-13,45773,18487
2021-01-14,51492,20748
2021-01-15,57988,23464
2021-01-16,62279,25249
2021-01-17,63854,25914
2021-01-18,66605,26957
2021-01-19,69230,28091
2021-01-20,72079,29218
2021-01-21,74746,30464
2021-01-22,78785,32165
2021-01-23,80605,32970
2021-01-24,81354,33313
2021-01-25,81809,33565
2021-01-26,82369,33824
2021-01-27,82936,34153
2021-01-28,83580,34524
2021-01-29,84378,34993
2021-01-30,84805,35224
2021-01-31,84917,35301
2021-02-01,85218,35483
2021-02-02,85547,35700
2021-02-03,85953,35896
2021-02-04,86583,36232
2021-02-05,87241,36589
2021-02-06,87542,36757
2021-02-07,87640,36827
2021-02-08,87983,37023
2021-02-09,88431,37268
2021-02-10,88977,37569
2021-02-11,89502,37891
2021-02-12,90111,38192
2021-02-13,90328,38346
2021-02-14,90356,38381
2021-02-15,90769,38591
2021-02-16,91126,38766
2021-02-17,91448,38927
2021-02-18,91735,39109
2021-02-19,92001,39256
2021-02-20,92092,39319
2021-02-21,92106,39326
2021-02-22,92309,39431
2021-02-23,92547,39543
2021-02-24,92736,39634
2021-02-25,92946,39746
2021-02-26,93044,39816
2021-02-27,93072,39844
2021-02-28,93079,39844
2021-03-01,93135,39893
2021-03-02,93212,39949
2021-03-03,93331,40026
2021-03-04,93457,40110
2021-03-05,93611,40201
2021-03-06,93653,40236
2021-03-07,93660,40243
2021-03-08,93716,40285
2021-03-09,93828,40334
2021-03-10,93919,40390
2021-03-11,93989,40446
2021-03-12,94045,40481
2021-03-13,94080,40502
2021-03-14,94080,40509
2021-03-15,94108,40544
2021-03-16,94185,40586
2021-03-17,94262,40642
2021-03-18,94346,40705
2021-03-19,94416,40747
2021-03-20,94465,40768
2021-03-21,94472,40775
2021-03-22,94514,40796
2021-03-23,94591,40838
2021-03-24,94647,40887
2021-03-25,94745,40943
2021-03-26,94885,41027
2021-03-27,94934,41069
2021-03-28,94941,41076
2021-03-29,95018,41111
2021-03-30,95109,41167
2021-03-31,95179,41216
2021-04-01,95263,41265
2021-04-02,95277,41279
2021-04-03,95291,41286
2021-04-04,95291,41286
2021-04-05,95291,41293
2021-04-06,95319,41314
2021-04-07,95382,41335
2021-04-08,95445,41363
2021-04-09,95501,41391
2021-04-10,95515,41398
2021-04-11,95522,41405
2021-04-12,95536,41412
2021-04-13,95557,41426
2021-04-14,95592,41447
2021-04-15,95613,41461
2021-04-16,95641,41468
2021-04-17,95648,41475
2021-04-18,95648,41475
2021-04-19,95655,41482
2021-04-20,95676,41489
2021-04-21,95697,41517
2021-04-22,95704,41524
2021-04-23,95725,41531
2021-04-24,95732,41538
2021-04-25,95732,41538
2021-04-26,95746,41545
2021-04-27,95753,41552
2021-04-28,95767,41552
2021-04-29,95774,41566
2021-04-30,95795,41580
2021-05-01,95795,41580
2021-05-02,95795,41580
2021-05-03,95795,41580
2021-05-04,95802,41587
2021-05-05,95816,41587
2021-05-06,95823,41601
2021-05-07,95830,41608
2021-05-08,95837,41608
2021-05-09,95837,41608
2021-05-10,95837,41615
2021-05-11,95844,41622
2021-05-12,95851,41629
2021-05-13,95851,41636
2021-05-14,95858,41643
2021-05-15,95865,41650
2021-05-16,95865,41650
2021-05-17,95872,41650
2021-05-18,95872,41657
2021-05-19,95886,41664
2021-05-20,95893,41671
2021-05-21,95900,41678
2021-05-22,95900,41678
total,100100,44079
