,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,7,0,0
2020-12-01,0,0,7,7,0,7,0,7,0,0
2020-12-02,0,0,7,7,0,7,0,7,0,0
2020-12-03,0,0,7,7,0,7,0,7,0,0
2020-12-04,0,0,7,7,0,7,0,7,0,0
2020-12-05,7,0,7,7,0,7,0,7,0,0
2020-12-06,7,0,7,7,0,7,0,7,0,0
2020-12-07,7,0,7,7,0,7,0,7,0,0
2020-12-08,651,0,553,42,203,63,231,119,210,210
2020-12-09,1848,14,2023,105,462,182,693,378,553,553
2020-12-10,3094,42,3941,182,777,294,1148,616,833,840
2020-12-11,4410,56,5761,245,1078,413,1610,847,1141,1190
2020-12-12,5880,63,7063,301,1400,511,2058,1043,1463,1533
2020-12-13,6986,70,8246,343,1575,595,2359,1225,1694,1799
2020-12-14,8435,98,10171,420,1827,700,2772,1456,2030,2114
2020-12-15,10731,217,31542,630,2282,910,3451,1806,2590,2653
2020-12-16,13552,462,66941,910,2709,1141,4347,2254,3346,3381
2020-12-17,16884,686,98448,1554,3248,1435,5425,2891,4235,4256
2020-12-18,20139,896,119175,2149,3815,1757,6468,3437,5061,5124
2020-12-19,22925,1043,144207,2884,4242,2072,7301,3969,5782,5789
2020-12-20,26649,1183,166068,3451,4746,2422,8393,4627,6825,6748
2020-12-21,31304,1316,179151,4116,5460,2842,9814,5474,8148,8036
2020-12-22,35546,1484,203714,4739,6174,3248,11186,6181,9212,9198
2020-12-23,41216,1946,221186,5446,7035,3759,12866,7147,10591,10549
2020-12-24,44107,2457,224994,5768,7448,4004,13629,7637,11256,11235
2020-12-25,44135,2457,224994,5768,7448,4004,13636,7637,11256,11242
2020-12-26,44317,2457,225001,5775,7469,4011,13664,7644,11284,11270
2020-12-27,45283,2457,225190,5796,7553,4074,13888,7784,11494,11473
2020-12-28,46935,2464,225659,5894,7735,4186,14245,8029,11760,11830
2020-12-29,51072,3332,233485,6314,8225,4515,15330,8617,12593,12761
2020-12-30,60242,7868,252910,8267,9618,5313,17906,10080,14693,14938
2020-12-31,69174,11298,266672,10297,10927,6125,20461,11410,16758,17038
2021-01-01,71589,11809,269255,10892,11242,6321,21147,11760,17269,17633
2021-01-02,74732,12047,271614,11641,11564,6496,21875,12152,17871,18284
2021-01-03,77469,12138,273133,11795,11788,6636,22498,12474,18319,18809
2021-01-04,82215,12292,274554,11991,12285,6923,23576,13069,19236,19761
2021-01-05,90713,12859,277564,12432,13209,7462,25620,14252,21070,21770
2021-01-06,102221,14070,284928,15078,14413,8302,28413,16016,23548,24346
2021-01-07,118573,17801,319529,24640,16331,9695,32830,18620,27321,28119
2021-01-08,136248,22974,360612,37261,18578,11249,37737,21259,31276,32193
2021-01-09,151991,26453,397530,47782,20713,12684,41888,23590,34846,35819
2021-01-10,162449,27363,414365,52325,21721,13384,44380,24864,36883,38066
2021-01-11,177492,30583,422611,55818,23485,14245,48048,26733,39956,41356
2021-01-12,196112,35588,447335,63070,25557,15463,52703,29064,43869,45465
2021-01-13,216412,40208,485625,79296,27783,17024,57974,31759,48153,49987
2021-01-14,238679,45654,524461,97902,30387,18872,63609,34860,52927,54964
2021-01-15,263543,52948,573650,120155,34041,21021,70175,38332,58226,60641
2021-01-16,285250,57764,632142,138369,36960,22869,75908,41307,62762,65401
2021-01-17,300895,59605,657209,145999,38696,24031,79562,43330,65870,68712
2021-01-18,319130,63287,670929,154119,40698,25305,83923,45654,69440,72555
