,F,M
2020-11-28,467348,365715
2020-11-29,467348,365715
2020-11-30,467348,365715
2020-12-01,467348,365715
2020-12-02,467348,365715
2020-12-03,467348,365715
2020-12-04,467348,365715
2020-12-05,467348,365715
2020-12-06,467348,365715
2020-12-07,467348,365715
2020-12-08,467194,365666
2020-12-09,466984,365610
2020-12-10,466746,365533
2020-12-11,466522,365449
2020-12-12,466263,365379
2020-12-13,466137,365337
2020-12-14,465948,365267
2020-12-15,465584,365176
2020-12-16,465269,365057
2020-12-17,464863,364931
2020-12-18,464443,364791
2020-12-19,464121,364679
2020-12-20,463750,364546
2020-12-21,463225,364343
2020-12-22,462700,364147
2020-12-23,462063,363916
2020-12-24,461755,363804
2020-12-25,461755,363804
2020-12-26,461741,363797
2020-12-27,461692,363769
2020-12-28,461552,363720
2020-12-29,461181,363587
2020-12-30,460180,363188
2020-12-31,459256,362803
2021-01-01,459011,362712
2021-01-02,458780,362621
2021-01-03,458619,362551
2021-01-04,458234,362418
2021-01-05,457541,362187
2021-01-06,456638,361872
2021-01-07,455280,361298
2021-01-08,453810,360507
2021-01-09,452312,359877
2021-01-10,451528,359653
2021-01-11,450317,359079
2021-01-12,448889,358421
2021-01-13,447321,357749
2021-01-14,445564,356853
2021-01-15,443205,355509
2021-01-16,441245,354550
2021-01-17,440006,354060
2021-01-18,438676,353360
2021-01-19,436569,352100
2021-01-20,433846,350280
2021-01-21,430311,347830
2021-01-22,425481,344162
2021-01-23,420483,340417
2021-01-24,418110,338576
2021-01-25,415751,336938
2021-01-26,412328,334306
2021-01-27,408422,331282
2021-01-28,401863,325647
2021-01-29,394100,319347
2021-01-30,384482,311360
2021-01-31,378945,306670
2021-02-01,372911,301483
2021-02-02,364952,294651
2021-02-03,353290,284284
2021-02-04,339276,271950
2021-02-05,324723,259091
2021-02-06,302120,239106
2021-02-07,292068,230223
2021-02-08,281820,220766
2021-02-09,269038,208950
2021-02-10,255759,196882
2021-02-11,241262,183708
2021-02-12,228641,171990
2021-02-13,217371,161889
2021-02-14,213703,158480
2021-02-15,210217,155197
2021-02-16,204981,150108
2021-02-17,198121,143521
2021-02-18,191296,137347
2021-02-19,185136,131992
2021-02-20,179312,127022
2021-02-21,176897,124922
2021-02-22,173299,121800
2021-02-23,166124,115913
2021-02-24,156702,108248
2021-02-25,145033,99610
2021-02-26,133245,91147
2021-02-27,124187,84945
2021-02-28,120687,82523
2021-03-01,117733,80451
2021-03-02,114611,78295
2021-03-03,110012,75236
2021-03-04,104209,71120
2021-03-05,98644,67375
2021-03-06,93023,63686
2021-03-07,91462,62524
2021-03-08,89453,61096
2021-03-09,87171,59465
2021-03-10,84959,57904
2021-03-11,83076,56588
2021-03-12,80556,54768
2021-03-13,77581,52759
2021-03-14,76391,51842
2021-03-15,74438,50421
2021-03-16,72744,49217
2021-03-17,71015,47978
2021-03-18,69426,46816
2021-03-19,67557,45507
2021-03-20,65681,44114
2021-03-21,65002,43617
2021-03-22,63980,42910
2021-03-23,62762,42035
2021-03-24,61397,41083
2021-03-25,60172,40173
2021-03-26,58730,39228
2021-03-27,57288,38248
2021-03-28,56630,37758
2021-03-29,55825,37191
2021-03-30,55006,36617
2021-03-31,53970,35952
2021-04-01,53221,35441
2021-04-02,52962,35245
2021-04-03,52696,35049
2021-04-04,52584,34958
2021-04-05,52493,34895
2021-04-06,52185,34678
2021-04-07,51702,34335
2021-04-08,51338,34069
2021-04-09,50883,33740
2021-04-10,50498,33481
2021-04-11,50351,33355
2021-04-12,50127,33208
2021-04-13,49938,33033
2021-04-14,49714,32858
2021-04-15,49476,32676
2021-04-16,49259,32487
2021-04-17,49077,32347
2021-04-18,48972,32277
2021-04-19,48853,32144
2021-04-20,48657,32004
2021-04-21,48447,31864
2021-04-22,48216,31703
2021-04-23,47985,31556
2021-04-24,47789,31409
2021-04-25,47698,31339
2021-04-26,47544,31227
2021-04-27,47355,31108
2021-04-28,47131,30954
2021-04-29,46893,30807
2021-04-30,46683,30660
2021-05-01,46529,30555
2021-05-02,46459,30506
2021-05-03,46403,30464
2021-05-04,46291,30366
2021-05-05,46137,30254
2021-05-06,45927,30114
2021-05-07,45752,29974
2021-05-08,45605,29876
2021-05-09,45514,29827
2021-05-10,45381,29743
2021-05-11,45164,29610
2021-05-12,44828,29379
2021-05-13,44471,29148
2021-05-14,44163,28966
2021-05-15,43855,28798
2021-05-16,43701,28714
2021-05-17,43519,28602
2021-05-18,43260,28441
2021-05-19,42938,28252
total,467355,365722
