,1,2,3,4,5,0
2020-11-28,536060,594090,631589,647577,679329,26565
2020-11-29,536060,594090,631589,647577,679329,26565
2020-11-30,536060,594090,631589,647577,679329,26565
2020-12-01,536060,594083,631582,647577,679329,26565
2020-12-02,536060,594083,631582,647577,679322,26565
2020-12-03,536060,594083,631582,647577,679322,26565
2020-12-04,536060,594083,631582,647577,679322,26565
2020-12-05,536060,594083,631582,647577,679322,26565
2020-12-06,536060,594083,631582,647570,679322,26565
2020-12-07,536060,594083,631582,647570,679322,26565
2020-12-08,535983,594006,631512,647465,679189,26565
2020-12-09,535871,593901,631372,647297,678993,26558
2020-12-10,535745,593754,631232,647101,678783,26551
2020-12-11,535633,593614,631043,646891,678531,26544
2020-12-12,535549,593502,630875,646695,678335,26537
2020-12-13,535451,593425,630777,646583,678202,26537
2020-12-14,535353,593271,630609,646401,677978,26537
2020-12-15,535171,593019,630280,646065,677565,26523
2020-12-16,534898,592711,629944,645652,677075,26509
2020-12-17,534569,592333,629461,645127,676466,26488
2020-12-18,534289,591969,628971,644574,675843,26467
2020-12-19,534037,591682,628558,644161,675297,26453
2020-12-20,533708,591276,628061,643594,674548,26432
2020-12-21,533253,590709,627424,642901,673694,26397
2020-12-22,532861,590233,626829,642173,672896,26369
2020-12-23,532315,589687,626164,641410,672035,26341
2020-12-24,532077,589463,625842,641039,671566,26334
2020-12-25,532077,589456,625835,641032,671566,26334
2020-12-26,532056,589414,625793,640997,671538,26334
2020-12-27,532007,589323,625702,640913,671440,26327
2020-12-28,531902,589169,625548,640731,671223,26313
2020-12-29,531559,588714,625023,640164,670600,26299
2020-12-30,530733,587818,624008,638974,669403,26264
2020-12-31,530019,586936,623042,637840,668269,26215
2021-01-01,529858,586691,622678,637483,667898,26201
2021-01-02,529662,586348,622321,637119,667478,26194
2021-01-03,529459,586103,622090,636811,667156,26187
2021-01-04,529088,585634,621523,636237,666547,26166
2021-01-05,528367,584689,620522,635075,665357,26124
2021-01-06,527485,583457,619178,633514,663740,26075
2021-01-07,526176,581840,617295,631470,661521,26005
2021-01-08,524790,579978,615181,629251,659232,25914
2021-01-09,523663,578515,613389,627389,657118,25830
2021-01-10,522942,577570,612276,626157,655725,25788
2021-01-11,521787,576044,610680,624449,654010,25711
2021-01-12,520317,574301,608776,622405,651840,25592
2021-01-13,518623,572278,606627,620088,649509,25487
2021-01-14,516761,570108,604226,617603,647052,25403
2021-01-15,514780,567728,601496,614894,644168,25291
2021-01-16,513247,565866,599396,612682,641760,25186
2021-01-17,512232,564683,597905,611142,640031,25130
2021-01-18,510832,563080,596008,609259,637973,25067
2021-01-19,509243,561239,593971,607215,635824,24983
2021-01-20,507458,559265,591717,604989,633528,24885
2021-01-21,505575,557137,589386,602581,631092,24780
2021-01-22,503517,554813,586789,599949,628509,24682
2021-01-23,501956,553056,584745,597821,626381,24591
2021-01-24,501074,551992,583485,596575,625177,24542
2021-01-25,499919,550557,582029,595014,623798,24465
2021-01-26,498505,548926,580279,593313,622160,24381
2021-01-27,497147,547274,578522,591577,620487,24304
2021-01-28,495712,545629,576800,589799,618807,24234
2021-01-29,494305,543907,574882,587860,616784,24150
2021-01-30,493227,542570,573300,586278,615139,24087
2021-01-31,492408,541597,572166,585074,613984,24038
2021-02-01,491484,540568,571123,584010,612871,23996
2021-02-02,490392,539329,569884,582771,611709,23933
2021-02-03,489342,538076,568631,581413,610344,23884
2021-02-04,488187,536774,567266,579936,608944,23835
