,5
2020-11-28,3114622
2020-11-29,3114622
2020-11-30,3114615
2020-12-01,3114594
2020-12-02,3114594
2020-12-03,3114594
2020-12-04,3114587
2020-12-05,3114587
2020-12-06,3114587
2020-12-07,3114580
2020-12-08,3114111
2020-12-09,3113369
2020-12-10,3112564
2020-12-11,3111647
2020-12-12,3110877
2020-12-13,3110366
2020-12-14,3109533
2020-12-15,3108007
2020-12-16,3106180
2020-12-17,3103849
2020-12-18,3101497
2020-12-19,3099579
2020-12-20,3097003
2020-12-21,3093776
2020-12-22,3090752
2020-12-23,3087343
2020-12-24,3085705
2020-12-25,3085691
2020-12-26,3085523
2020-12-27,3085082
2020-12-28,3084270
2020-12-29,3081750
2020-12-30,3076591
2020-12-31,3071698
2021-01-01,3070207
2021-01-02,3068506
2021-01-03,3067183
2021-01-04,3064586
2021-01-05,3059518
2021-01-06,3052840
2021-01-07,3043705
2021-01-08,3033730
2021-01-09,3025288
2021-01-10,3019849
2021-01-11,3012058
2021-01-12,3002615
2021-01-13,2992010
2021-01-14,2980544
2021-01-15,2967741
2021-01-16,2957514
2021-01-17,2950500
2021-01-18,2941610
2021-01-19,2931845
2021-01-20,2921226
2021-01-21,2909935
2021-01-22,2897636
2021-01-23,2887948
2021-01-24,2882222
2021-01-25,2875159
2021-01-26,2866948
2021-01-27,2858709
2021-01-28,2850358
2021-01-29,2841272
2021-01-30,2833992
2021-01-31,2828658
2021-02-01,2823436
2021-02-02,2817402
2021-02-03,2811074
2021-02-04,2804319
2021-02-05,2797403
2021-02-06,2790935
2021-02-07,2787540
2021-02-08,2783263
2021-02-09,2777908
2021-02-10,2772126
2021-02-11,2765749
2021-02-12,2757566
2021-02-13,2748732
2021-02-14,2743783
2021-02-15,2738078
2021-02-16,2728782
2021-02-17,2714299
2021-02-18,2699746
2021-02-19,2686803
2021-02-20,2673328
2021-02-21,2667658
2021-02-22,2660560
2021-02-23,2646546
2021-02-24,2627555
2021-02-25,2606198
2021-02-26,2585268
2021-02-27,2566480
2021-02-28,2557821
2021-03-01,2549547
2021-03-02,2540181
2021-03-03,2528435
2021-03-04,2510536
2021-03-05,2488311
2021-03-06,2466653
2021-03-07,2459611
2021-03-08,2450665
2021-03-09,2441159
2021-03-10,2429063
2021-03-11,2413866
2021-03-12,2382583
2021-03-13,2315313
2021-03-14,2285801
2021-03-15,2243976
2021-03-16,2171701
2021-03-17,2072497
2021-03-18,1916537
2021-03-19,1723113
2021-03-20,1453095
2021-03-21,1351854
2021-03-22,1257865
2021-03-23,1166949
2021-03-24,1080149
2021-03-25,992040
2021-03-26,900004
2021-03-27,785288
2021-03-28,731584
2021-03-29,687596
2021-03-30,649768
2021-03-31,612857
2021-04-01,598227
2021-04-02,590275
2021-04-03,579964
2021-04-04,576464
2021-04-05,574672
2021-04-06,568911
2021-04-07,562079
2021-04-08,556101
2021-04-09,548478
2021-04-10,540988
2021-04-11,537684
2021-04-12,534779
2021-04-13,531979
2021-04-14,529116
2021-04-15,526183
2021-04-16,523271
2021-04-17,520492
2021-04-18,519148
2021-04-19,517531
2021-04-20,515536
2021-04-21,513450
2021-04-22,511182
2021-04-23,508697
2021-04-24,506457
2021-04-25,505393
2021-04-26,503720
2021-04-27,502103
2021-04-28,500416
2021-04-29,498505
2021-04-30,496454
2021-05-01,494893
2021-05-02,494144
2021-05-03,493661
2021-05-04,492352
2021-05-05,490665
2021-05-06,489090
2021-05-07,487403
2021-05-08,485695
2021-05-09,484841
2021-05-10,483497
2021-05-11,481572
2021-05-12,479535
2021-05-13,477190
2021-05-14,474971
2021-05-15,472759
2021-05-16,471646
2021-05-17,470239
2021-05-18,468384
2021-05-19,465976
2021-05-20,463757
2021-05-21,461853
2021-05-22,459998
2021-05-23,459606
2021-05-24,459046
2021-05-25,458486
2021-05-26,457807
total,3114629
