,9,10
2020-11-28,14,7
2020-11-29,14,7
2020-11-30,14,7
2020-12-01,14,7
2020-12-02,14,7
2020-12-03,21,7
2020-12-04,21,14
2020-12-05,21,14
2020-12-06,21,14
2020-12-07,21,14
2020-12-08,28,21
2020-12-09,28,21
2020-12-10,28,21
2020-12-11,35,21
2020-12-12,35,21
2020-12-13,35,21
2020-12-14,42,35
2020-12-15,42,49
2020-12-16,49,49
2020-12-17,49,63
2020-12-18,56,77
2020-12-19,56,84
2020-12-20,56,91
2020-12-21,56,119
2020-12-22,63,140
2020-12-23,70,168
2020-12-24,70,196
2020-12-25,70,196
2020-12-26,70,196
2020-12-27,77,203
2020-12-28,77,203
2020-12-29,84,217
2020-12-30,98,245
2020-12-31,105,266
2021-01-01,140,308
2021-01-02,140,322
2021-01-03,154,329
2021-01-04,154,392
2021-01-05,175,560
2021-01-06,210,714
2021-01-07,259,924
2021-01-08,343,1085
2021-01-09,350,1134
2021-01-10,357,1148
2021-01-11,392,1379
2021-01-12,490,1722
2021-01-13,602,2100
2021-01-14,728,2632
2021-01-15,826,3094
2021-01-16,847,3213
2021-01-17,861,3262
2021-01-18,1155,4081
2021-01-19,1561,5117
2021-01-20,2086,6195
2021-01-21,2765,7224
2021-01-22,3367,8141
2021-01-23,3549,8344
2021-01-24,3661,8386
2021-01-25,4424,9450
2021-01-26,5439,10773
2021-01-27,6580,12019
2021-01-28,7959,13139
2021-01-29,9548,14056
2021-01-30,9926,14217
2021-01-31,10073,14287
2021-02-01,11928,15267
2021-02-02,14252,16331
2021-02-03,16548,17353
2021-02-04,19117,18389
2021-02-05,21700,19278
2021-02-06,22141,19502
2021-02-07,22309,19565
2021-02-08,25403,20895
2021-02-09,28336,22162
2021-02-10,30429,23100
2021-02-11,31969,23947
2021-02-12,33257,24591
2021-02-13,33411,24654
2021-02-14,33495,24682
2021-02-15,34265,25116
2021-02-16,34958,25459
2021-02-17,35553,25767
2021-02-18,36085,26047
2021-02-19,36463,26264
2021-02-20,36491,26285
2021-02-21,36498,26285
2021-02-22,36974,26495
2021-02-23,37513,26775
2021-02-24,37996,27027
2021-02-25,38332,27174
2021-02-26,38619,27314
2021-02-27,38668,27349
2021-02-28,38696,27370
2021-03-01,39074,27580
2021-03-02,39480,27804
2021-03-03,39893,28084
2021-03-04,40299,28329
2021-03-05,40642,28518
2021-03-06,40684,28539
2021-03-07,40705,28546
2021-03-08,41174,28847
2021-03-09,41713,29120
2021-03-10,42154,29330
2021-03-11,42714,29575
2021-03-12,43043,29708
2021-03-13,43085,29736
2021-03-14,43106,29750
2021-03-15,43470,29946
2021-03-16,43827,30135
2021-03-17,44170,30268
2021-03-18,44534,30492
2021-03-19,44800,30639
2021-03-20,44856,30667
2021-03-21,44870,30674
2021-03-22,45192,30828
2021-03-23,45556,31045
2021-03-24,45913,31255
2021-03-25,46214,31402
2021-03-26,46389,31507
2021-03-27,46438,31521
2021-03-28,46452,31521
2021-03-29,46620,31612
2021-03-30,46816,31717
2021-03-31,47012,31829
2021-04-01,47250,31892
2021-04-02,47257,31892
2021-04-03,47257,31906
2021-04-04,47264,31906
2021-04-05,47278,31920
2021-04-06,47397,31962
2021-04-07,47502,32060
2021-04-08,47642,32137
2021-04-09,47796,32193
2021-04-10,47817,32214
2021-04-11,47817,32214
2021-04-12,47901,32305
2021-04-13,48048,32382
2021-04-14,48167,32431
2021-04-15,48279,32515
2021-04-16,48440,32571
2021-04-17,48447,32571
2021-04-18,48447,32578
2021-04-19,48503,32606
2021-04-20,48594,32648
2021-04-21,48685,32711
2021-04-22,48769,32746
2021-04-23,48916,32802
2021-04-24,48923,32809
2021-04-25,48930,32809
2021-04-26,48993,32851
2021-04-27,49091,32921
2021-04-28,49147,32970
2021-04-29,49210,33005
2021-04-30,49315,33047
2021-05-01,49322,33061
2021-05-02,49322,33061
2021-05-03,49322,33061
2021-05-04,49371,33089
2021-05-05,49462,33124
2021-05-06,49553,33152
2021-05-07,49651,33194
2021-05-08,49651,33194
2021-05-09,49658,33201
2021-05-10,49735,33229
2021-05-11,49903,33327
2021-05-12,50022,33376
2021-05-13,50085,33411
2021-05-14,50155,33474
2021-05-15,50162,33481
2021-05-16,50169,33481
2021-05-17,50218,33516
2021-05-18,50295,33551
2021-05-19,50372,33579
2021-05-20,50428,33607
2021-05-21,50477,33649
2021-05-22,50484,33649
2021-05-23,50484,33649
2021-05-24,50533,33691
2021-05-25,50540,33705
2021-05-26,50575,33733
total,2761416,1993362
