,F,M
2020-11-28,21,7
2020-11-29,21,7
2020-11-30,21,7
2020-12-01,28,14
2020-12-02,28,14
2020-12-03,28,14
2020-12-04,35,14
2020-12-05,35,14
2020-12-06,35,14
2020-12-07,35,14
2020-12-08,49,21
2020-12-09,105,63
2020-12-10,224,119
2020-12-11,357,189
2020-12-12,406,217
2020-12-13,413,217
2020-12-14,546,287
2020-12-15,679,364
2020-12-16,861,455
2020-12-17,1029,539
2020-12-18,1204,616
2020-12-19,1232,637
2020-12-20,1267,651
2020-12-21,1358,707
2020-12-22,1442,749
2020-12-23,1568,826
2020-12-24,1659,875
2020-12-25,1659,875
2020-12-26,1659,882
2020-12-27,1666,882
2020-12-28,1666,882
2020-12-29,1729,910
2020-12-30,1785,938
2020-12-31,1848,973
2021-01-01,1932,1043
2021-01-02,1974,1057
2021-01-03,1981,1057
2021-01-04,2142,1155
2021-01-05,2443,1316
2021-01-06,2681,1456
2021-01-07,2996,1624
2021-01-08,3311,1806
2021-01-09,3437,1848
2021-01-10,3458,1862
2021-01-11,3871,2072
2021-01-12,4333,2310
2021-01-13,4851,2611
2021-01-14,5369,2926
2021-01-15,5838,3220
2021-01-16,5964,3283
2021-01-17,6020,3318
2021-01-18,6797,3780
2021-01-19,7595,4277
2021-01-20,8281,4760
2021-01-21,9009,5250
2021-01-22,9625,5635
2021-01-23,9751,5747
2021-01-24,9807,5796
2021-01-25,10654,6321
2021-01-26,11648,7000
2021-01-27,12537,7574
2021-01-28,13328,8134
2021-01-29,14147,8715
2021-01-30,14322,8848
2021-01-31,14385,8904
2021-02-01,15463,9625
2021-02-02,16590,10458
2021-02-03,17682,11277
2021-02-04,18788,12187
2021-02-05,20006,13146
2021-02-06,20335,13370
2021-02-07,20419,13433
2021-02-08,22001,14581
2021-02-09,23912,16142
2021-02-10,25396,17353
2021-02-11,26726,18431
2021-02-12,27699,19257
2021-02-13,27818,19362
2021-02-14,27860,19390
2021-02-15,28511,19929
2021-02-16,29113,20461
2021-02-17,29666,20818
2021-02-18,30142,21231
2021-02-19,30478,21504
2021-02-20,30520,21532
2021-02-21,30534,21539
2021-02-22,30891,21854
2021-02-23,31276,22190
2021-02-24,31696,22575
2021-02-25,32046,22820
2021-02-26,32326,23058
2021-02-27,32361,23086
2021-02-28,32389,23107
2021-03-01,32795,23450
2021-03-02,33215,23807
2021-03-03,33663,24178
2021-03-04,34118,24528
2021-03-05,34433,24829
2021-03-06,34461,24843
2021-03-07,34475,24864
2021-03-08,34909,25298
2021-03-09,35448,25781
2021-03-10,35896,26152
2021-03-11,36414,26663
2021-03-12,36708,26908
2021-03-13,36729,26929
2021-03-14,36743,26936
2021-03-15,37114,27307
2021-03-16,37471,27622
2021-03-17,37758,27951
2021-03-18,38038,28210
2021-03-19,38283,28427
2021-03-20,38332,28469
2021-03-21,38332,28476
2021-03-22,38598,28693
2021-03-23,38948,29022
2021-03-24,39277,29344
2021-03-25,39515,29568
2021-03-26,39690,29708
2021-03-27,39718,29729
2021-03-28,39718,29736
2021-03-29,39851,29862
2021-03-30,40012,30030
2021-03-31,40180,30177
2021-04-01,40320,30331
2021-04-02,40327,30345
2021-04-03,40334,30352
2021-04-04,40334,30352
2021-04-05,40341,30359
2021-04-06,40418,30450
2021-04-07,40572,30576
2021-04-08,40656,30688
2021-04-09,40747,30772
2021-04-10,40747,30779
2021-04-11,40747,30786
2021-04-12,40824,30842
2021-04-13,40873,30898
2021-04-14,40943,30947
2021-04-15,41027,31017
2021-04-16,41104,31080
2021-04-17,41111,31087
2021-04-18,41111,31087
2021-04-19,41188,31192
2021-04-20,41272,31262
2021-04-21,41370,31346
2021-04-22,41447,31409
2021-04-23,41524,31500
2021-04-24,41531,31500
2021-04-25,41531,31507
2021-04-26,41580,31563
2021-04-27,41643,31626
2021-04-28,41692,31675
2021-04-29,41734,31717
2021-04-30,41790,31759
2021-05-01,41797,31773
2021-05-02,41797,31773
2021-05-03,41811,31780
2021-05-04,41860,31808
2021-05-05,41909,31864
2021-05-06,41979,31934
2021-05-07,42035,31969
2021-05-08,42042,31976
2021-05-09,42049,31976
2021-05-10,42105,32025
2021-05-11,42168,32088
2021-05-12,42259,32158
2021-05-13,42329,32228
2021-05-14,42378,32263
2021-05-15,42385,32263
2021-05-16,42385,32263
2021-05-17,42420,32298
2021-05-18,42469,32382
2021-05-19,42525,32445
2021-05-20,42553,32473
2021-05-21,42588,32508
2021-05-22,42595,32508
2021-05-23,42595,32508
2021-05-24,42672,32585
2021-05-25,42721,32620
2021-05-26,42791,32697
total,2353603,2013942
