,9,10
2020-11-28,2761395,1993348
2020-11-29,2761395,1993348
2020-11-30,2761388,1993341
2020-12-01,2761381,1993341
2020-12-02,2761381,1993341
2020-12-03,2761374,1993341
2020-12-04,2761374,1993327
2020-12-05,2761374,1993327
2020-12-06,2761374,1993327
2020-12-07,2761367,1993327
2020-12-08,2761269,1993278
2020-12-09,2761164,1993229
2020-12-10,2761003,1993131
2020-12-11,2760877,1993033
2020-12-12,2760758,1992977
2020-12-13,2760702,1992949
2020-12-14,2760562,1992816
2020-12-15,2760303,1992445
2020-12-16,2759897,1991710
2020-12-17,2759358,1990765
2020-12-18,2758728,1989596
2020-12-19,2757888,1988049
2020-12-20,2756985,1986516
2020-12-21,2756250,1984857
2020-12-22,2755515,1983324
2020-12-23,2754647,1981602
2020-12-24,2754283,1981140
2020-12-25,2754283,1981140
2020-12-26,2754255,1981133
2020-12-27,2754206,1981091
2020-12-28,2754080,1981021
2020-12-29,2753394,1980139
2020-12-30,2751910,1976303
2020-12-31,2750293,1970934
2021-01-01,2749782,1968540
2021-01-02,2749033,1965831
2021-01-03,2748655,1965369
2021-01-04,2748312,1965082
2021-01-05,2747108,1963619
2021-01-06,2745491,1958796
2021-01-07,2741417,1936683
2021-01-08,2735537,1908130
2021-01-09,2728530,1886696
2021-01-10,2726066,1876987
2021-01-11,2722916,1869077
2021-01-12,2717526,1855273
2021-01-13,2708993,1819818
2021-01-14,2696386,1778973
2021-01-15,2683212,1731205
2021-01-16,2674021,1691417
2021-01-17,2668344,1674323
2021-01-18,2661743,1659448
2021-01-19,2641800,1592500
2021-01-20,2612274,1514401
2021-01-21,2572087,1412922
2021-01-22,2508310,1266195
2021-01-23,2426725,1110242
2021-01-24,2389730,1056636
2021-01-25,2359665,1008210
2021-01-26,2317441,952301
2021-01-27,2269316,900277
2021-01-28,2190909,802865
2021-01-29,2064825,638869
2021-01-30,1909642,499940
2021-01-31,1809549,431592
2021-02-01,1716617,373541
2021-02-02,1591366,327880
2021-02-03,1421658,287896
2021-02-04,1241282,252231
2021-02-05,1059730,223083
2021-02-06,840147,196371
2021-02-07,736442,184758
2021-02-08,638575,171010
2021-02-09,531692,157094
2021-02-10,445319,144949
2021-02-11,369544,133427
2021-02-12,305284,123088
2021-02-13,250026,114912
2021-02-14,235158,112420
2021-02-15,221466,109060
2021-02-16,210441,105959
2021-02-17,200774,102557
2021-02-18,192409,99435
2021-02-19,186438,97055
2021-02-20,181601,95375
2021-02-21,180243,94899
2021-02-22,177373,93723
2021-02-23,173138,91945
2021-02-24,167972,89712
2021-02-25,162729,87353
2021-02-26,157808,85295
2021-02-27,154511,83958
2021-02-28,153258,83454
2021-03-01,151564,82600
2021-03-02,149632,81543
2021-03-03,147168,80297
2021-03-04,144004,78715
2021-03-05,140581,76972
2021-03-06,137998,75810
2021-03-07,137298,75453
2021-03-08,135772,74571
2021-03-09,133952,73612
2021-03-10,132209,72674
2021-03-11,130487,71659
2021-03-12,128632,70742
2021-03-13,126938,69916
2021-03-14,126238,69615
2021-03-15,124824,68922
2021-03-16,123333,68138
2021-03-17,121926,67445
2021-03-18,120477,66577
2021-03-19,119091,65807
2021-03-20,117838,65184
2021-03-21,117327,64960
2021-03-22,116340,64442
2021-03-23,115213,63798
2021-03-24,114016,63063
2021-03-25,112728,62356
2021-03-26,111594,61691
2021-03-27,110481,61005
2021-03-28,109998,60732
2021-03-29,109193,60284
2021-03-30,108262,59731
2021-03-31,107254,59157
2021-04-01,106435,58716
2021-04-02,106148,58457
2021-04-03,105847,58254
2021-04-04,105735,58198
2021-04-05,105644,58149
2021-04-06,105154,57876
2021-04-07,104573,57435
2021-04-08,103936,57015
2021-04-09,103243,56574
2021-04-10,102739,56245
2021-04-11,102536,56091
2021-04-12,102186,55797
2021-04-13,101738,55461
2021-04-14,101269,55125
2021-04-15,100793,54712
2021-04-16,100191,54159
2021-04-17,99855,53900
2021-04-18,99708,53788
2021-04-19,99400,53599
2021-04-20,99001,53368
2021-04-21,98588,53123
2021-04-22,98161,52871
2021-04-23,97622,52584
2021-04-24,97265,52395
2021-04-25,97055,52325
2021-04-26,96740,52164
2021-04-27,96404,51954
2021-04-28,96068,51744
2021-04-29,95648,51541
2021-04-30,95249,51338
2021-05-01,95032,51233
2021-05-02,94948,51205
2021-05-03,94871,51170
2021-05-04,94654,51051
2021-05-05,94367,50890
2021-05-06,94073,50729
2021-05-07,93765,50554
2021-05-08,93555,50449
2021-05-09,93464,50400
2021-05-10,93254,50288
2021-05-11,92904,50092
2021-05-12,92547,49910
2021-05-13,92211,49728
2021-05-14,91917,49532
2021-05-15,91658,49413
2021-05-16,91567,49364
2021-05-17,91385,49245
2021-05-18,91112,49105
2021-05-19,90769,48902
2021-05-20,90461,48692
2021-05-21,90195,48552
2021-05-22,90027,48454
2021-05-23,89992,48426
2021-05-24,89894,48363
2021-05-25,89817,48307
2021-05-26,89705,48237
total,2761416,1993362
