,F,M
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,91,42
2020-12-09,287,133
2020-12-10,525,231
2020-12-11,784,336
2020-12-12,980,399
2020-12-13,1106,427
2020-12-14,1316,511
2020-12-15,1736,672
2020-12-16,2296,847
2020-12-17,3052,1092
2020-12-18,3766,1337
2020-12-19,4403,1540
2020-12-20,5313,1813
2020-12-21,6314,2107
2020-12-22,7238,2387
2020-12-23,8260,2709
2020-12-24,8729,2863
2020-12-25,8736,2870
2020-12-26,8778,2898
2020-12-27,8876,2940
2020-12-28,9072,3003
2020-12-29,9898,3234
2020-12-30,11431,3661
2020-12-31,12684,4053
2021-01-01,13146,4179
2021-01-02,13678,4326
2021-01-03,14049,4424
2021-01-04,14749,4620
2021-01-05,16128,5026
2021-01-06,18123,5607
2021-01-07,20958,6363
2021-01-08,24094,7273
2021-01-09,26600,8050
2021-01-10,28126,8533
2021-01-11,30219,9149
2021-01-12,32858,9884
2021-01-13,35973,10766
2021-01-14,39242,11823
2021-01-15,42770,13034
2021-01-16,45500,13909
2021-01-17,47320,14469
2021-01-18,49791,15253
2021-01-19,52430,16184
2021-01-20,55230,17199
2021-01-21,58303,18361
2021-01-22,61621,19579
2021-01-23,64393,20706
2021-01-24,65919,21399
2021-01-25,67760,22148
2021-01-26,69937,23065
2021-01-27,72310,24115
2021-01-28,74739,25270
2021-01-29,77301,26523
2021-01-30,79562,27643
2021-01-31,81382,28693
2021-02-01,83559,29918
2021-02-02,86016,31528
2021-02-03,88970,33355
2021-02-04,91665,35182
2021-02-05,94451,37065
2021-02-06,96978,38570
2021-02-07,98357,39438
2021-02-08,99988,40341
2021-02-09,102326,41832
2021-02-10,105315,43827
2021-02-11,109333,46732
2021-02-12,115213,51219
2021-02-13,121429,55867
2021-02-14,125027,58765
2021-02-15,128443,61194
2021-02-16,134463,65814
2021-02-17,144900,73724
2021-02-18,154245,80857
2021-02-19,161385,86450
2021-02-20,168049,91784
2021-02-21,170037,93324
2021-02-22,173369,95886
2021-02-23,181076,101997
2021-02-24,194712,112749
2021-02-25,211365,126364
2021-02-26,230223,142338
2021-02-27,247338,157745
2021-02-28,257467,167370
2021-03-01,269388,178906
2021-03-02,283899,193011
2021-03-03,301098,210392
2021-03-04,322126,230979
2021-03-05,346724,255507
2021-03-06,371294,281288
2021-03-07,384251,295498
2021-03-08,400099,313908
2021-03-09,414813,330827
2021-03-10,429520,347025
2021-03-11,442547,361305
2021-03-12,457142,377405
2021-03-13,476504,398734
2021-03-14,485233,408919
2021-03-15,495558,420448
2021-03-16,505127,430682
2021-03-17,513625,439614
2021-03-18,521178,447692
2021-03-19,530033,457667
2021-03-20,540400,469413
2021-03-21,544124,474138
2021-03-22,547295,477974
2021-03-23,550137,481453
2021-03-24,552832,484806
2021-03-25,555884,488320
2021-03-26,558789,491897
2021-03-27,562233,496321
2021-03-28,563689,498225
2021-03-29,564963,499814
2021-03-30,566244,501256
2021-03-31,567574,502733
2021-04-01,568344,503629
2021-04-02,568750,504161
2021-04-03,569247,504805
2021-04-04,569380,505015
2021-04-05,569492,505134
2021-04-06,569870,505498
2021-04-07,570227,505890
2021-04-08,570577,506261
2021-04-09,570997,506695
2021-04-10,571361,507171
2021-04-11,571564,507374
2021-04-12,571711,507542
2021-04-13,571900,507724
2021-04-14,572124,507913
2021-04-15,572320,508088
2021-04-16,572530,508277
2021-04-17,572719,508487
2021-04-18,572782,508585
2021-04-19,572880,508711
2021-04-20,573027,508837
2021-04-21,573174,508977
2021-04-22,573335,509131
2021-04-23,573489,509313
2021-04-24,573650,509495
2021-04-25,573713,509558
2021-04-26,573804,509649
2021-04-27,573909,509754
2021-04-28,574021,509866
2021-04-29,574147,509999
2021-04-30,574273,510160
2021-05-01,574392,510286
2021-05-02,574434,510349
2021-05-03,574469,510384
2021-05-04,574553,510475
2021-05-05,574665,510594
2021-05-06,574777,510706
2021-05-07,574882,510818
2021-05-08,575036,510979
2021-05-09,575085,511049
2021-05-10,575176,511154
2021-05-11,575302,511308
2021-05-12,575456,511427
2021-05-13,575638,511588
2021-05-14,575827,511770
2021-05-15,576030,511980
2021-05-16,576107,512085
2021-05-17,576219,512176
2021-05-18,576387,512337
2021-05-19,576590,512526
2021-05-20,576786,512743
2021-05-21,576954,512911
2021-05-22,577094,513107
2021-05-23,577094,513107
total,640521,596617
