,F,M
2020-11-28,75824,32620
2020-11-29,75824,32620
2020-11-30,75824,32620
2020-12-01,75824,32620
2020-12-02,75824,32620
2020-12-03,75824,32620
2020-12-04,75824,32620
2020-12-05,75824,32620
2020-12-06,75824,32620
2020-12-07,75824,32620
2020-12-08,75817,32620
2020-12-09,75810,32613
2020-12-10,75789,32599
2020-12-11,75782,32592
2020-12-12,75782,32585
2020-12-13,75775,32578
2020-12-14,75761,32571
2020-12-15,75684,32522
2020-12-16,75537,32424
2020-12-17,75376,32347
2020-12-18,75243,32270
2020-12-19,75145,32221
2020-12-20,75054,32172
2020-12-21,74963,32137
2020-12-22,74837,32081
2020-12-23,74522,31934
2020-12-24,74151,31794
2020-12-25,74151,31794
2020-12-26,74151,31794
2020-12-27,74144,31794
2020-12-28,74144,31794
2020-12-29,73493,31563
2020-12-30,70196,30303
2020-12-31,67781,29274
2021-01-01,67396,29148
2021-01-02,67235,29071
2021-01-03,67165,29050
2021-01-04,67060,28987
2021-01-05,66626,28840
2021-01-06,65737,28511
2021-01-07,63028,27468
2021-01-08,59262,26040
2021-01-09,56770,25039
2021-01-10,56133,24759
2021-01-11,53802,23856
2021-01-12,50141,22498
2021-01-13,46753,21224
2021-01-14,42770,19733
2021-01-15,37590,17563
2021-01-16,34118,16212
2021-01-17,32767,15715
2021-01-18,30121,14658
2021-01-19,27580,13643
2021-01-20,25459,12712
2021-01-21,22302,11375
2021-01-22,16765,9044
2021-01-23,15253,8351
2021-01-24,14707,8106
2021-01-25,14245,7882
2021-01-26,13664,7616
2021-01-27,13174,7392
2021-01-28,12649,7126
2021-01-29,12040,6797
2021-01-30,11774,6636
2021-01-31,11676,6580
2021-02-01,11368,6391
2021-02-02,11067,6202
2021-02-03,10640,5922
2021-02-04,10115,5705
2021-02-05,9541,5439
2021-02-06,9303,5285
2021-02-07,9198,5236
2021-02-08,8939,5068
2021-02-09,8547,4858
2021-02-10,7945,4557
2021-02-11,7357,4221
2021-02-12,6713,3878
2021-02-13,6447,3731
2021-02-14,6391,3703
2021-02-15,6076,3528
2021-02-16,5803,3374
2021-02-17,5509,3220
2021-02-18,5208,3031
2021-02-19,4879,2884
2021-02-20,4795,2828
2021-02-21,4781,2821
2021-02-22,4718,2772
2021-02-23,4536,2681
2021-02-24,4368,2548
2021-02-25,4165,2443
2021-02-26,3990,2373
2021-02-27,3941,2331
2021-02-28,3913,2317
2021-03-01,3822,2268
2021-03-02,3689,2212
2021-03-03,3570,2149
2021-03-04,3437,2058
2021-03-05,3276,1960
2021-03-06,3248,1939
2021-03-07,3241,1932
2021-03-08,3164,1890
2021-03-09,3087,1827
2021-03-10,2996,1778
2021-03-11,2919,1736
2021-03-12,2807,1680
2021-03-13,2793,1666
2021-03-14,2786,1659
2021-03-15,2744,1631
2021-03-16,2667,1596
2021-03-17,2611,1540
2021-03-18,2513,1498
2021-03-19,2457,1435
2021-03-20,2429,1421
2021-03-21,2422,1414
2021-03-22,2394,1393
2021-03-23,2338,1358
2021-03-24,2282,1330
2021-03-25,2205,1288
2021-03-26,2114,1239
2021-03-27,2072,1211
2021-03-28,2065,1204
2021-03-29,2002,1183
2021-03-30,1953,1155
2021-03-31,1883,1106
2021-04-01,1827,1085
2021-04-02,1813,1078
2021-04-03,1799,1064
2021-04-04,1799,1064
2021-04-05,1799,1064
2021-04-06,1736,1043
2021-04-07,1694,1022
2021-04-08,1652,1001
2021-04-09,1596,973
2021-04-10,1561,952
2021-04-11,1533,945
2021-04-12,1505,924
2021-04-13,1470,910
2021-04-14,1421,889
2021-04-15,1393,875
2021-04-16,1358,861
2021-04-17,1351,854
2021-04-18,1351,854
2021-04-19,1330,847
2021-04-20,1309,833
2021-04-21,1288,819
2021-04-22,1274,812
2021-04-23,1260,805
2021-04-24,1253,798
2021-04-25,1253,798
2021-04-26,1239,791
2021-04-27,1232,784
2021-04-28,1211,770
2021-04-29,1190,749
2021-04-30,1183,749
2021-05-01,1183,742
2021-05-02,1176,742
2021-05-03,1176,742
2021-05-04,1176,735
2021-05-05,1169,735
2021-05-06,1162,728
2021-05-07,1155,714
2021-05-08,1148,714
2021-05-09,1148,714
2021-05-10,1141,707
2021-05-11,1134,707
2021-05-12,1127,700
2021-05-13,1113,693
2021-05-14,1099,686
2021-05-15,1099,686
2021-05-16,1099,686
2021-05-17,1092,679
2021-05-18,1078,672
2021-05-19,1078,665
2021-05-20,1071,658
2021-05-21,1064,651
2021-05-22,1064,651
2021-05-23,1064,651
2021-05-24,1057,651
2021-05-25,1050,651
2021-05-26,1043,644
total,75824,32620
