,F,M
2020-11-28,28,14
2020-11-29,28,14
2020-11-30,28,14
2020-12-01,35,14
2020-12-02,35,14
2020-12-03,42,14
2020-12-04,49,14
2020-12-05,49,14
2020-12-06,49,14
2020-12-07,56,21
2020-12-08,105,49
2020-12-09,203,105
2020-12-10,343,182
2020-12-11,532,273
2020-12-12,574,287
2020-12-13,588,301
2020-12-14,784,399
2020-12-15,1008,504
2020-12-16,1302,672
2020-12-17,1582,819
2020-12-18,1785,952
2020-12-19,1834,980
2020-12-20,1862,994
2020-12-21,2009,1078
2020-12-22,2142,1155
2020-12-23,2261,1232
2020-12-24,2387,1295
2020-12-25,2387,1295
2020-12-26,2394,1302
2020-12-27,2401,1302
2020-12-28,2415,1309
2020-12-29,2520,1372
2020-12-30,2667,1442
2020-12-31,2779,1512
2021-01-01,2807,1519
2021-01-02,2842,1547
2021-01-03,2863,1561
2021-01-04,3157,1715
2021-01-05,3612,1974
2021-01-06,4095,2212
2021-01-07,4550,2478
2021-01-08,5047,2737
2021-01-09,5152,2800
2021-01-10,5222,2835
2021-01-11,5838,3171
2021-01-12,6664,3577
2021-01-13,7539,4025
2021-01-14,8435,4515
2021-01-15,9205,4893
2021-01-16,9359,4977
2021-01-17,9443,5026
2021-01-18,10507,5677
2021-01-19,11662,6412
2021-01-20,12824,7105
2021-01-21,13937,7805
2021-01-22,15008,8442
2021-01-23,15218,8575
2021-01-24,15309,8652
2021-01-25,16604,9506
2021-01-26,18067,10465
2021-01-27,19607,11389
2021-01-28,21028,12334
2021-01-29,22337,13265
2021-01-30,22582,13454
2021-01-31,22701,13538
2021-02-01,24136,14553
2021-02-02,25942,15813
2021-02-03,27685,17164
2021-02-04,29505,18578
2021-02-05,31262,19957
2021-02-06,31528,20181
2021-02-07,31654,20265
2021-02-08,34251,22295
2021-02-09,36715,24213
2021-02-10,38773,25893
2021-02-11,40551,27356
2021-02-12,42091,28595
2021-02-13,42231,28728
2021-02-14,42336,28826
2021-02-15,43512,29666
2021-02-16,44471,30415
2021-02-17,45255,31052
2021-02-18,45934,31605
2021-02-19,46459,32011
2021-02-20,46501,32039
2021-02-21,46515,32053
2021-02-22,47061,32466
2021-02-23,47677,33005
2021-02-24,48251,33453
2021-02-25,48657,33775
2021-02-26,48993,34062
2021-02-27,49042,34118
2021-02-28,49070,34153
2021-03-01,49532,34573
2021-03-02,50064,35028
2021-03-03,50589,35511
2021-03-04,51128,35994
2021-03-05,51590,36351
2021-03-06,51639,36400
2021-03-07,51674,36421
2021-03-08,52234,36939
2021-03-09,52899,37478
2021-03-10,53515,37996
2021-03-11,54110,38493
2021-03-12,54572,38913
2021-03-13,54642,38969
2021-03-14,54677,39004
2021-03-15,55188,39459
2021-03-16,55762,39928
2021-03-17,56259,40299
2021-03-18,56784,40740
2021-03-19,57113,41062
2021-03-20,57183,41111
2021-03-21,57225,41153
2021-03-22,57645,41517
2021-03-23,58261,42014
2021-03-24,58660,42392
2021-03-25,59024,42679
2021-03-26,59269,42938
2021-03-27,59318,42973
2021-03-28,59332,42994
2021-03-29,59598,43211
2021-03-30,59794,43407
2021-03-31,60025,43610
2021-04-01,60200,43750
2021-04-02,60214,43757
2021-04-03,60221,43757
2021-04-04,60228,43771
2021-04-05,60242,43792
2021-04-06,60403,43946
2021-04-07,60557,44079
2021-04-08,60753,44282
2021-04-09,60907,44401
2021-04-10,60963,44457
2021-04-11,60963,44457
2021-04-12,61152,44611
2021-04-13,61355,44835
2021-04-14,61495,44947
2021-04-15,61628,45101
2021-04-16,61789,45241
2021-04-17,61796,45248
2021-04-18,61796,45248
2021-04-19,61873,45304
2021-04-20,61992,45388
2021-04-21,62090,45479
2021-04-22,62251,45626
2021-04-23,62412,45759
2021-04-24,62419,45759
2021-04-25,62426,45766
2021-04-26,62552,45864
2021-04-27,62706,45990
2021-04-28,62825,46095
2021-04-29,62916,46165
2021-04-30,63070,46305
2021-05-01,63077,46312
2021-05-02,63084,46312
2021-05-03,63084,46312
2021-05-04,63161,46368
2021-05-05,63294,46466
2021-05-06,63371,46522
2021-05-07,63518,46641
2021-05-08,63532,46655
2021-05-09,63539,46655
2021-05-10,63616,46718
2021-05-11,63833,46921
2021-05-12,63924,47005
2021-05-13,64064,47110
2021-05-14,64183,47222
2021-05-15,64190,47229
2021-05-16,64211,47243
2021-05-17,64295,47313
2021-05-18,64386,47397
2021-05-19,64449,47453
2021-05-20,64540,47537
2021-05-21,64624,47628
2021-05-22,64624,47635
2021-05-23,64624,47635
2021-05-24,64638,47642
total,3091837,2630229
