,1,2,3,4,5
2020-11-28,0,7,7,7,7
2020-11-29,0,7,7,7,7
2020-11-30,7,7,7,7,7
2020-12-01,7,7,7,7,7
2020-12-02,7,7,14,14,7
2020-12-03,7,7,14,14,7
2020-12-04,14,7,14,14,7
2020-12-05,14,7,14,14,7
2020-12-06,14,7,14,14,7
2020-12-07,14,14,14,14,7
2020-12-08,21,21,35,49,21
2020-12-09,56,56,63,84,42
2020-12-10,112,119,98,119,70
2020-12-11,189,175,154,161,112
2020-12-12,196,189,168,182,126
2020-12-13,196,196,175,189,126
2020-12-14,294,266,217,238,154
2020-12-15,399,357,280,280,196
2020-12-16,546,448,364,343,252
2020-12-17,693,560,427,420,301
2020-12-18,784,630,497,476,336
2020-12-19,798,651,518,490,350
2020-12-20,812,665,525,497,357
2020-12-21,868,728,567,539,385
2020-12-22,938,770,602,560,413
2020-12-23,994,819,623,602,441
2020-12-24,1043,868,658,630,469
2020-12-25,1043,868,658,630,469
2020-12-26,1050,868,665,637,469
2020-12-27,1064,868,665,637,476
2020-12-28,1064,868,665,637,476
2020-12-29,1127,917,693,651,490
2020-12-30,1197,952,721,707,525
2020-12-31,1239,1001,756,735,546
2021-01-01,1246,1015,763,742,553
2021-01-02,1246,1029,777,770,567
2021-01-03,1253,1036,777,777,574
2021-01-04,1365,1141,875,854,637
2021-01-05,1533,1316,1001,973,742
2021-01-06,1736,1512,1141,1071,840
2021-01-07,1897,1659,1288,1211,966
2021-01-08,2093,1848,1428,1330,1071
2021-01-09,2128,1890,1463,1358,1106
2021-01-10,2156,1918,1470,1379,1120
2021-01-11,2394,2114,1652,1554,1288
2021-01-12,2744,2394,1876,1764,1456
2021-01-13,3122,2716,2107,1939,1666
2021-01-14,3514,3059,2359,2149,1855
2021-01-15,3801,3360,2597,2317,2009
2021-01-16,3829,3409,2646,2387,2058
2021-01-17,3850,3430,2674,2415,2079
2021-01-18,4298,3843,2996,2702,2324
2021-01-19,4725,4291,3367,3031,2646
2021-01-20,5215,4697,3724,3346,2940
2021-01-21,5614,5110,4095,3675,3234
2021-01-22,6048,5488,4424,3969,3514
2021-01-23,6118,5558,4508,4032,3563
2021-01-24,6146,5607,4557,4053,3591
2021-01-25,6699,6097,5019,4375,3906
2021-01-26,7301,6727,5558,4753,4179
2021-01-27,7910,7357,6097,5124,4494
2021-01-28,8477,7945,6552,5516,4865
2021-01-29,8974,8505,6993,5901,5215
2021-01-30,9065,8617,7084,5985,5278
2021-01-31,9114,8666,7126,6020,5306
2021-02-01,9716,9261,7644,6419,5635
2021-02-02,10423,9954,8274,6986,6104
2021-02-03,11095,10717,8932,7539,6559
2021-02-04,11830,11452,9611,8134,7042
2021-02-05,12509,12159,10318,8680,7539
2021-02-06,12621,12271,10430,8750,7623
2021-02-07,12670,12320,10472,8792,7658
2021-02-08,13566,13531,11522,9611,8302
2021-02-09,14588,14546,12488,10346,8953
2021-02-10,15505,15414,13216,10976,9555
2021-02-11,16373,16198,13811,11473,10052
2021-02-12,17080,16905,14364,11907,10423
2021-02-13,17143,16975,14413,11956,10465
2021-02-14,17192,17066,14455,11970,10472
2021-02-15,17689,17542,14847,12334,10752
2021-02-16,18081,17955,15204,12614,11025
2021-02-17,18445,18326,15456,12824,11242
2021-02-18,18704,18613,15715,13034,11473
2021-02-19,18928,18809,15890,13202,11620
2021-02-20,18949,18823,15911,13216,11634
2021-02-21,18956,18830,15918,13216,11634
2021-02-22,19173,19061,16128,13356,11795
2021-02-23,19481,19320,16359,13538,11984
2021-02-24,19817,19509,16541,13713,12124
2021-02-25,19964,19663,16681,13846,12264
2021-02-26,20069,19817,16835,13958,12362
2021-02-27,20097,19838,16856,13979,12383
2021-02-28,20104,19852,16863,14000,12397
2021-03-01,20279,20062,17031,14161,12551
2021-03-02,20489,20314,17269,14315,12698
2021-03-03,20720,20559,17493,14476,12831
2021-03-04,20895,20783,17724,14686,13034
2021-03-05,21112,20986,17871,14805,13167
2021-03-06,21133,21000,17892,14826,13181
2021-03-07,21147,21014,17899,14833,13195
2021-03-08,21406,21273,18102,15036,13349
2021-03-09,21686,21532,18319,15260,13573
2021-03-10,21945,21805,18536,15477,13741
2021-03-11,22155,22036,18788,15680,13930
2021-03-12,22358,22246,18956,15820,14091
2021-03-13,22379,22288,18977,15841,14126
2021-03-14,22400,22302,18991,15848,14133
2021-03-15,22638,22540,19187,16023,14259
2021-03-16,22897,22771,19418,16205,14378
2021-03-17,23107,22988,19579,16359,14518
2021-03-18,23303,23233,19775,16541,14665
2021-03-19,23422,23415,19922,16646,14763
2021-03-20,23450,23436,19950,16674,14777
2021-03-21,23457,23450,19957,16695,14805
2021-03-22,23646,23681,20104,16814,14910
2021-03-23,23982,23989,20286,16975,15029
2021-03-24,24171,24157,20447,17136,15134
2021-03-25,24353,24332,20559,17255,15204
2021-03-26,24521,24444,20636,17325,15274
2021-03-27,24549,24465,20650,17339,15281
2021-03-28,24563,24472,20664,17346,15281
2021-03-29,24724,24570,20748,17416,15337
2021-03-30,24850,24640,20825,17479,15407
2021-03-31,25004,24738,20888,17542,15449
2021-04-01,25095,24815,20944,17591,15491
2021-04-02,25095,24822,20951,17598,15498
2021-04-03,25095,24822,20951,17605,15498
2021-04-04,25095,24822,20958,17612,15505
2021-04-05,25109,24836,20958,17612,15505
2021-04-06,25207,24913,21007,17668,15540
2021-04-07,25291,24990,21056,17710,15575
2021-04-08,25396,25067,21105,17801,15659
2021-04-09,25466,25151,21140,17843,15694
2021-04-10,25494,25186,21161,17864,15708
2021-04-11,25494,25186,21161,17864,15708
2021-04-12,25599,25277,21217,17913,15743
2021-04-13,25767,25375,21287,17969,15785
2021-04-14,25844,25445,21336,18011,15806
2021-04-15,25935,25515,21385,18046,15834
2021-04-16,26005,25585,21441,18109,15890
2021-04-17,26005,25585,21441,18109,15890
2021-04-18,26012,25585,21448,18109,15890
2021-04-19,26047,25627,21469,18123,15911
2021-04-20,26103,25676,21504,18151,15939
2021-04-21,26159,25739,21532,18172,15960
2021-04-22,26222,25816,21602,18228,16009
2021-04-23,26299,25872,21651,18256,16086
2021-04-24,26299,25872,21651,18256,16086
2021-04-25,26306,25879,21658,18256,16086
