,8,9,10,11,12
2020-11-28,7,7,7,0,7
2020-11-29,7,7,7,0,7
2020-11-30,7,7,7,0,14
2020-12-01,7,7,7,7,14
2020-12-02,7,7,7,7,14
2020-12-03,7,14,7,7,14
2020-12-04,7,14,7,7,14
2020-12-05,7,14,7,7,14
2020-12-06,7,14,7,7,14
2020-12-07,7,14,7,14,21
2020-12-08,14,21,14,49,63
2020-12-09,21,21,14,105,140
2020-12-10,21,28,14,182,273
2020-12-11,28,28,14,301,427
2020-12-12,28,28,14,322,462
2020-12-13,28,28,14,336,476
2020-12-14,28,28,21,476,616
2020-12-15,28,28,28,637,784
2020-12-16,28,35,28,847,1022
2020-12-17,35,42,42,1036,1246
2020-12-18,35,42,49,1197,1400
2020-12-19,35,42,56,1232,1442
2020-12-20,35,42,56,1253,1456
2020-12-21,42,42,84,1351,1561
2020-12-22,42,49,98,1428,1666
2020-12-23,49,49,133,1498,1757
2020-12-24,49,56,140,1568,1862
2020-12-25,49,56,140,1568,1862
2020-12-26,49,56,147,1575,1862
2020-12-27,49,63,147,1575,1869
2020-12-28,49,63,147,1582,1869
2020-12-29,56,77,161,1645,1946
2020-12-30,70,84,189,1715,2044
2020-12-31,70,91,210,1785,2121
2021-01-01,70,91,217,1799,2135
2021-01-02,70,98,231,1820,2163
2021-01-03,70,98,238,1834,2177
2021-01-04,70,105,287,2023,2380
2021-01-05,77,119,392,2268,2709
2021-01-06,84,147,497,2541,3024
2021-01-07,98,182,630,2814,3297
2021-01-08,112,252,721,3094,3591
2021-01-09,119,259,749,3143,3675
2021-01-10,119,259,770,3185,3710
2021-01-11,126,294,938,3549,4088
2021-01-12,133,371,1148,4004,4564
2021-01-13,154,448,1407,4473,5075
2021-01-14,182,546,1743,4928,5544
2021-01-15,210,616,2037,5299,5929
2021-01-16,210,637,2100,5355,6020
2021-01-17,217,651,2128,5404,6062
2021-01-18,245,875,2618,5908,6531
2021-01-19,273,1155,3234,6384,7021
2021-01-20,294,1526,3857,6797,7434
2021-01-21,371,1911,4473,7147,7833
2021-01-22,427,2296,5061,7476,8183
2021-01-23,455,2394,5166,7518,8246
2021-01-24,462,2457,5201,7546,8281
2021-01-25,511,2891,5887,8029,8785
2021-01-26,581,3542,6671,8505,9219
2021-01-27,679,4291,7441,8939,9625
2021-01-28,784,5180,8127,9289,9968
2021-01-29,910,6167,8687,9534,10290
2021-01-30,959,6384,8778,9569,10339
2021-01-31,973,6468,8820,9597,10360
2021-02-01,1169,7574,9373,9877,10696
2021-02-02,1407,8995,9996,10269,11081
2021-02-03,1729,10409,10612,10619,11466
2021-02-04,2100,12012,11235,10955,11781
2021-02-05,2548,13538,11753,11263,12103
2021-02-06,2667,13720,11851,11319,12152
2021-02-07,2695,13825,11893,11333,12166
2021-02-08,3507,15736,12789,11851,12649
2021-02-09,4781,17297,13510,12299,13041
2021-02-10,6048,18480,14070,12656,13398
2021-02-11,7385,19257,14560,12971,13720
