,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,2459184.0,2359539.0,34650.0,1610.0,63385.0,95.94804618117229,1.4090039622899304,0.06546887097509568,2.5774809855626906
Mixed,12453.0,9877.0,777.0,42.0,1757.0,79.31422147273749,6.239460370994941,0.3372681281618952,14.109050028105678
South Asian,104223.0,89327.0,4382.0,189.0,10325.0,85.70756934649741,4.204446235475855,0.1813419302841055,9.906642487742628
Black,26621.0,18998.0,2772.0,91.0,4760.0,71.36471206941889,10.41283197475677,0.3418353931106992,17.88062056271365
Other,22211.0,16835.0,1694.0,70.0,3612.0,75.795776867318,7.626851560037819,0.3151591553734647,16.26221241727072
Unknown,1725024.0,1627759.0,30317.0,1561.0,65387.0,94.36152772367225,1.7574827944422802,0.09049149461108641,3.79049798727438
