,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
no,2595915.0,2222192.0,66626.0,3087.0,304010.0,85.60341921827178,2.566570939341234,0.1189176070865301,11.711092235300463
yes,23989.0,8736.0,1309.0,140.0,13804.0,36.416690983367374,5.456667639334695,0.5836008170411446,57.543040560256784
