,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,1381030.0,1202908.0,33201.0,1729.0,143192.0,87.10223528815449,2.404075219220437,0.12519641137413373,10.36849308125095
Mixed,29960.0,20965.0,1568.0,77.0,7350.0,69.9766355140187,5.233644859813084,0.25700934579438695,24.53271028037383
South Asian,197176.0,155288.0,5831.0,287.0,35770.0,78.75603521726782,2.957256461232604,0.14555523998863862,18.141153081510936
Black,63644.0,41055.0,4109.0,126.0,18354.0,64.50725912890454,6.456225252969643,0.19797624285085647,28.838539375274966
Other,31955.0,22561.0,1477.0,70.0,7847.0,70.60240963855422,4.622124863088718,0.21905805038335302,24.55640744797371
Unknown,916125.0,788144.0,21728.0,952.0,105301.0,86.03018147086915,2.3717287488061127,0.10391595033429724,11.49417382999045
