,total,Vaccinated,Declined,Inappropriate/unsuccessful,Unreached,Vaccinated_percent,Declined_percent,Inappropriate/unsuccessful_percent,Unreached_percent
White,1857667.0,1645602.0,20433.0,1008.0,190624.0,88.58433723589857,1.0999280280050192,0.05426160878133146,10.261473127315067
Mixed,24416.0,16723.0,539.0,28.0,7126.0,68.49197247706422,2.2075688073394497,0.11467889908256268,29.18577981651376
South Asian,115346.0,86590.0,1785.0,77.0,26894.0,75.06979002306105,1.5475179026580896,0.06675567423232565,23.31593640004855
Black,52171.0,30835.0,1540.0,42.0,19754.0,59.10371662417818,2.95183147725748,0.08050449483428679,37.863947403730045
Other,38864.0,24430.0,847.0,56.0,13531.0,62.86023054755043,2.1793948126801155,0.14409221902018032,34.81628242074928
Unknown,1300635.0,1099294.0,15736.0,1428.0,184177.0,84.51979225532143,1.2098705632248863,0.1097925244207687,14.160544657032911
