,False
2020-11-28,1112979
2020-11-29,1112979
2020-11-30,1112979
2020-12-01,1112958
2020-12-02,1112958
2020-12-03,1112958
2020-12-04,1112958
2020-12-05,1112958
2020-12-06,1112958
2020-12-07,1112951
2020-12-08,1112034
2020-12-09,1110144
2020-12-10,1107953
2020-12-11,1105832
2020-12-12,1104432
2020-12-13,1103235
2020-12-14,1101030
2020-12-15,1079379
2020-12-16,1043637
2020-12-17,1011801
2020-12-18,990983
2020-12-19,966161
2020-12-20,944335
2020-12-21,931049
2020-12-22,906339
2020-12-23,888650
2020-12-24,884709
2020-12-25,884702
2020-12-26,884695
2020-12-27,884499
2020-12-28,884023
2020-12-29,876099
2020-12-30,856562
2020-12-31,842702
2021-01-01,840077
2021-01-02,837669
2021-01-03,836136
2021-01-04,834400
2021-01-05,830949
2021-01-06,823249
2021-01-07,788284
2021-01-08,746823
2021-01-09,709779
2021-01-10,692923
2021-01-11,684082
2021-01-12,658910
2021-01-13,620011
2021-01-14,580615
2021-01-15,530978
2021-01-16,472388
2021-01-17,447244
2021-01-18,432719
2021-01-19,390628
2021-01-20,345331
2021-01-21,306362
2021-01-22,255605
2021-01-23,213941
2021-01-24,201971
2021-01-25,189301
2021-01-26,173978
2021-01-27,161588
2021-01-28,146160
2021-01-29,130207
2021-01-30,119063
2021-01-31,114569
2021-02-01,108444
2021-02-02,102032
2021-02-03,95613
2021-02-04,89229
2021-02-05,83104
2021-02-06,79114
2021-02-07,77245
2021-02-08,73423
2021-02-09,68971
2021-02-10,63882
2021-02-11,59248
2021-02-12,54936
2021-02-13,52395
2021-02-14,51443
2021-02-15,49798
2021-02-16,48251
2021-02-17,46627
2021-02-18,45150
2021-02-19,43904
2021-02-20,43225
2021-02-21,42987
2021-02-22,42357
2021-02-23,41258
2021-02-24,40117
2021-02-25,38899
2021-02-26,37758
2021-02-27,37198
2021-02-28,37037
2021-03-01,36575
2021-03-02,35903
2021-03-03,35070
2021-03-04,34153
2021-03-05,33236
2021-03-06,32732
2021-03-07,32613
2021-03-08,32242
2021-03-09,31626
2021-03-10,31059
2021-03-11,30513
2021-03-12,29995
2021-03-13,29624
2021-03-14,29498
2021-03-15,29106
2021-03-16,28672
2021-03-17,28301
2021-03-18,27860
2021-03-19,27447
2021-03-20,27167
2021-03-21,27069
2021-03-22,26803
2021-03-23,26509
2021-03-24,26096
2021-03-25,25718
2021-03-26,25389
2021-03-27,25095
2021-03-28,24969
2021-03-29,24724
2021-03-30,24423
2021-03-31,24129
2021-04-01,23877
2021-04-02,23730
2021-04-03,23611
2021-04-04,23569
2021-04-05,23534
2021-04-06,23429
2021-04-07,23163
2021-04-08,22981
2021-04-09,22764
2021-04-10,22610
2021-04-11,22547
2021-04-12,22414
2021-04-13,22267
2021-04-14,22127
2021-04-15,21980
2021-04-16,21847
2021-04-17,21763
2021-04-18,21707
2021-04-19,21616
2021-04-20,21490
2021-04-21,21371
2021-04-22,21266
2021-04-23,21161
2021-04-24,21098
2021-04-25,21063
2021-04-26,20979
2021-04-27,20874
2021-04-28,20776
2021-04-29,20671
2021-04-30,20587
2021-05-01,20545
2021-05-02,20524
2021-05-03,20510
2021-05-04,20461
2021-05-05,20384
2021-05-06,20293
2021-05-07,20223
2021-05-08,20174
2021-05-09,20153
2021-05-10,20097
2021-05-11,20027
2021-05-12,19936
2021-05-13,19852
2021-05-14,19782
2021-05-15,19733
2021-05-16,19698
2021-05-17,19649
2021-05-18,19579
2021-05-19,19488
2021-05-20,19404
2021-05-21,19327
2021-05-22,19292
2021-05-23,19271
2021-05-24,19208
2021-05-25,19138
2021-05-26,19061
total,1113000
