,F,M
2020-11-28,0,0
2020-11-29,7,0
2020-11-30,7,0
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,14,0
2020-12-05,14,0
2020-12-06,14,0
2020-12-07,14,0
2020-12-08,49,28
2020-12-09,119,70
2020-12-10,203,112
2020-12-11,287,154
2020-12-12,357,182
2020-12-13,406,217
2020-12-14,469,259
2020-12-15,616,322
2020-12-16,763,406
2020-12-17,973,497
2020-12-18,1204,588
2020-12-19,1421,686
2020-12-20,1652,805
2020-12-21,1960,924
2020-12-22,2219,1071
2020-12-23,2548,1260
2020-12-24,2695,1365
2020-12-25,2695,1365
2020-12-26,2702,1365
2020-12-27,2744,1386
2020-12-28,2821,1421
2020-12-29,3052,1519
2020-12-30,3612,1764
2020-12-31,4165,2016
2021-01-01,4319,2093
2021-01-02,4445,2149
2021-01-03,4550,2184
2021-01-04,4760,2268
2021-01-05,5159,2401
2021-01-06,5761,2639
2021-01-07,6678,3115
2021-01-08,7728,3633
2021-01-09,8701,4095
2021-01-10,9191,4305
2021-01-11,9779,4578
2021-01-12,10612,4977
2021-01-13,11676,5474
2021-01-14,12908,6104
2021-01-15,14308,6860
2021-01-16,15540,7476
2021-01-17,16317,7861
2021-01-18,17150,8302
2021-01-19,18361,8960
2021-01-20,19789,9800
2021-01-21,21413,10871
2021-01-22,23681,12467
2021-01-23,25599,13818
2021-01-24,26726,14609
2021-01-25,27853,15379
2021-01-26,29225,16352
2021-01-27,30842,17542
2021-01-28,33047,19145
2021-01-29,35700,21154
2021-01-30,37786,22813
2021-01-31,39914,24521
2021-02-01,43155,27244
2021-02-02,46459,30121
2021-02-03,50904,34034
2021-02-04,56504,39039
2021-02-05,62636,44604
2021-02-06,71267,52374
2021-02-07,76097,56973
2021-02-08,82579,63007
2021-02-09,97111,76930
2021-02-10,120246,99288
2021-02-11,153349,131341
2021-02-12,191646,167692
2021-02-13,236159,209258
2021-02-14,255269,227521
2021-02-15,276528,247730
2021-02-16,304059,274890
2021-02-17,334173,305137
2021-02-18,357868,328545
2021-02-19,376040,346885
2021-02-20,391692,362544
2021-02-21,397726,368487
2021-02-22,406014,377216
2021-02-23,415702,386925
2021-02-24,428827,399588
2021-02-25,441056,411278
2021-02-26,452977,422800
2021-02-27,461139,430682
2021-02-28,465388,434903
2021-03-01,468293,437759
2021-03-02,471359,440706
2021-03-03,474985,444108
2021-03-04,480011,448840
2021-03-05,485044,453670
2021-03-06,489496,457940
2021-03-07,490560,458990
2021-03-08,492457,460887
2021-03-09,494305,462742
2021-03-10,495999,464478
2021-03-11,497616,466137
2021-03-12,499912,468475
2021-03-13,502621,471247
2021-03-14,503993,472633
2021-03-15,505960,474705
2021-03-16,507598,476399
2021-03-17,508907,477841
2021-03-18,510307,479332
2021-03-19,511525,480683
2021-03-20,512953,482335
2021-03-21,513338,482832
2021-03-22,513982,483532
2021-03-23,514710,484358
2021-03-24,515382,485107
2021-03-25,516033,485856
2021-03-26,516663,486570
2021-03-27,517335,487382
2021-03-28,517636,487753
2021-03-29,518035,488264
2021-03-30,518476,488747
2021-03-31,518917,489244
2021-04-01,519211,489552
2021-04-02,519330,489685
2021-04-03,519463,489818
2021-04-04,519512,489881
2021-04-05,519540,489930
2021-04-06,519687,490105
2021-04-07,519911,490371
2021-04-08,520121,490609
2021-04-09,520352,490854
2021-04-10,520520,491064
2021-04-11,520590,491141
2021-04-12,520695,491274
2021-04-13,520807,491407
2021-04-14,520933,491547
2021-04-15,521052,491673
2021-04-16,521185,491792
2021-04-17,521276,491897
2021-04-18,521318,491946
2021-04-19,521409,492072
2021-04-20,521528,492191
2021-04-21,521626,492317
2021-04-22,521731,492450
2021-04-23,521864,492597
2021-04-24,521941,492695
2021-04-25,521983,492751
2021-04-26,522060,492842
2021-04-27,522158,492926
2021-04-28,522263,493045
2021-04-29,522361,493171
2021-04-30,522459,493269
2021-05-01,522522,493346
2021-05-02,522557,493388
2021-05-03,522592,493416
2021-05-04,522648,493479
2021-05-05,522725,493577
2021-05-06,522844,493703
2021-05-07,522942,493808
2021-05-08,523019,493899
2021-05-09,523061,493934
2021-05-10,523152,494004
2021-05-11,523243,494088
2021-05-12,523376,494214
2021-05-13,523523,494354
2021-05-14,523621,494452
2021-05-15,523712,494529
2021-05-16,523761,494557
2021-05-17,523810,494620
2021-05-18,523901,494718
2021-05-19,524034,494851
2021-05-20,524139,494949
2021-05-21,524209,495026
2021-05-22,524293,495096
2021-05-23,524328,495124
2021-05-24,524398,495180
2021-05-25,524461,495257
2021-05-26,524552,495362
total,549262,525581
