,F,M
2020-11-28,0,0
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,7
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,7,14
2020-12-05,7,14
2020-12-06,7,14
2020-12-07,7,14
2020-12-08,175,84
2020-12-09,560,245
2020-12-10,966,420
2020-12-11,1400,588
2020-12-12,1736,700
2020-12-13,2002,777
2020-12-14,2387,924
2020-12-15,3073,1162
2020-12-16,3976,1449
2020-12-17,5236,1841
2020-12-18,6391,2184
2020-12-19,7434,2506
2020-12-20,8862,2933
2020-12-21,10528,3409
2020-12-22,11998,3857
2020-12-23,13755,4403
2020-12-24,14595,4676
2020-12-25,14602,4683
2020-12-26,14651,4725
2020-12-27,14847,4795
2020-12-28,15239,4907
2020-12-29,16520,5278
2020-12-30,19215,6013
2020-12-31,21504,6699
2021-01-01,22260,6895
2021-01-02,23100,7133
2021-01-03,23709,7308
2021-01-04,24864,7651
2021-01-05,27160,8309
2021-01-06,30555,9261
2021-01-07,35441,10584
2021-01-08,40642,12082
2021-01-09,44989,13349
2021-01-10,47523,14091
2021-01-11,51093,15113
2021-01-12,55559,16366
2021-01-13,60774,17843
2021-01-14,66416,19642
2021-01-15,72555,21728
2021-01-16,77616,23254
2021-01-17,80983,24283
2021-01-18,85274,25592
2021-01-19,90048,27202
2021-01-20,95074,28973
2021-01-21,100471,30975
2021-01-22,106561,33152
2021-01-23,111510,35105
2021-01-24,114436,36344
2021-01-25,117705,37667
2021-01-26,121590,39249
2021-01-27,125566,40964
2021-01-28,129724,42742
2021-01-29,134239,44891
2021-01-30,138026,46704
2021-01-31,141036,48279
2021-02-01,144298,50043
2021-02-02,148071,52262
2021-02-03,152439,54838
2021-02-04,156639,57491
2021-02-05,160972,60235
2021-02-06,164920,62531
2021-02-07,167174,63959
2021-02-08,169694,65324
2021-02-09,173257,67543
2021-02-10,178017,70714
2021-02-11,184520,75257
2021-02-12,193627,81851
2021-02-13,203133,88753
2021-02-14,208446,92806
2021-02-15,213745,96509
2021-02-16,224217,104524
2021-02-17,241213,117432
2021-02-18,256368,129017
2021-02-19,268632,138467
2021-02-20,280357,147714
2021-02-21,284634,151123
2021-02-22,290535,155673
2021-02-23,303429,165865
2021-02-24,326830,184471
2021-02-25,356020,208173
2021-02-26,389585,236712
2021-02-27,418887,262696
2021-02-28,437255,280063
2021-03-01,458143,299593
2021-03-02,483854,324079
2021-03-03,515417,355082
2021-03-04,555947,394450
2021-03-05,599361,437738
2021-03-06,643594,483084
2021-03-07,666162,507591
2021-03-08,693567,539105
2021-03-09,718851,567749
2021-03-10,744842,595917
2021-03-11,768880,621894
2021-03-12,797664,653387
2021-03-13,834533,693329
2021-03-14,851984,713594
2021-03-15,872767,736407
2021-03-16,891583,756392
2021-03-17,907718,773584
2021-03-18,922971,789901
2021-03-19,939666,809011
2021-03-20,958048,830179
2021-03-21,964943,839013
2021-03-22,971341,846727
2021-03-23,977179,853622
2021-03-24,982681,860356
2021-03-25,988344,866824
2021-03-26,993776,873523
2021-03-27,999873,881237
2021-03-28,1002519,884772
2021-03-29,1005186,887964
2021-03-30,1007692,890855
2021-03-31,1010142,893578
2021-04-01,1011661,895314
2021-04-02,1012410,896238
2021-04-03,1013313,897372
2021-04-04,1013621,897820
2021-04-05,1013831,898058
2021-04-06,1014566,898870
2021-04-07,1015455,899857
2021-04-08,1016323,900788
2021-04-09,1017219,901775
2021-04-10,1017898,902622
2021-04-11,1018227,903000
2021-04-12,1018619,903448
2021-04-13,1019067,903959
2021-04-14,1019522,904463
2021-04-15,1019970,904932
2021-04-16,1020397,905352
2021-04-17,1020726,905751
2021-04-18,1020859,905912
2021-04-19,1021146,906262
2021-04-20,1021524,906675
2021-04-21,1021888,907067
2021-04-22,1022231,907431
2021-04-23,1022567,907844
2021-04-24,1022833,908152
2021-04-25,1022980,908292
2021-04-26,1023232,908586
2021-04-27,1023561,908971
2021-04-28,1023820,909251
2021-04-29,1024135,909573
2021-04-30,1024415,909958
2021-05-01,1024590,910168
2021-05-02,1024674,910266
2021-05-03,1024723,910343
2021-05-04,1024912,910574
2021-05-05,1025206,910882
2021-05-06,1025486,911162
2021-05-07,1025752,911442
2021-05-08,1026004,911715
2021-05-09,1026088,911841
2021-05-10,1026298,912107
2021-05-11,1026620,912499
2021-05-12,1026984,912814
2021-05-13,1027404,913227
2021-05-14,1027768,913570
2021-05-15,1028111,913906
2021-05-16,1028258,914109
2021-05-17,1028545,914410
2021-05-18,1028874,914760
2021-05-19,1029280,915159
2021-05-20,1029532,915467
2021-05-21,1029721,915712
2021-05-22,1029861,915915
2021-05-23,1029861,915915
2021-05-24,1029868,915915
total,1116549,1036077
