,7
2020-11-28,0
2020-11-29,7
2020-11-30,14
2020-12-01,21
2020-12-02,28
2020-12-03,28
2020-12-04,28
2020-12-05,28
2020-12-06,28
2020-12-07,28
2020-12-08,273
2020-12-09,819
2020-12-10,1400
2020-12-11,1995
2020-12-12,2443
2020-12-13,2779
2020-12-14,3311
2020-12-15,4249
2020-12-16,5432
2020-12-17,7077
2020-12-18,8575
2020-12-19,9947
2020-12-20,11795
2020-12-21,13951
2020-12-22,15855
2020-12-23,18158
2020-12-24,19278
2020-12-25,19285
2020-12-26,19376
2020-12-27,19649
2020-12-28,20153
2020-12-29,21805
2020-12-30,25235
2020-12-31,28210
2021-01-01,29155
2021-01-02,30233
2021-01-03,31017
2021-01-04,32515
2021-01-05,35476
2021-01-06,39830
2021-01-07,46025
2021-01-08,52724
2021-01-09,58345
2021-01-10,61628
2021-01-11,66213
2021-01-12,71925
2021-01-13,78617
2021-01-14,86065
2021-01-15,94283
2021-01-16,100863
2021-01-17,105266
2021-01-18,110873
2021-01-19,117250
2021-01-20,124040
2021-01-21,131446
2021-01-22,139706
2021-01-23,146601
2021-01-24,150773
2021-01-25,155365
2021-01-26,160832
2021-01-27,166523
2021-01-28,172466
2021-01-29,179123
2021-01-30,184730
2021-01-31,189308
2021-02-01,194334
2021-02-02,200319
2021-02-03,207270
2021-02-04,214123
2021-02-05,221207
2021-02-06,227444
2021-02-07,231126
2021-02-08,235011
2021-02-09,240786
2021-02-10,248724
2021-02-11,259756
2021-02-12,275457
2021-02-13,291858
2021-02-14,301224
2021-02-15,310226
2021-02-16,328706
2021-02-17,358596
2021-02-18,385350
2021-02-19,407050
2021-02-20,428015
2021-02-21,435694
2021-02-22,446145
2021-02-23,469224
2021-02-24,511238
2021-02-25,564116
2021-02-26,626192
2021-02-27,681464
2021-02-28,717199
2021-03-01,757624
2021-03-02,807814
2021-03-03,870380
2021-03-04,950257
2021-03-05,1036938
2021-03-06,1126503
2021-03-07,1173571
2021-03-08,1232483
2021-03-09,1286404
2021-03-10,1340549
2021-03-11,1390536
2021-03-12,1450806
2021-03-13,1527603
2021-03-14,1565319
2021-03-15,1608901
2021-03-16,1647702
2021-03-17,1681008
2021-03-18,1712578
2021-03-19,1748369
2021-03-20,1787912
2021-03-21,1803627
2021-03-22,1817732
2021-03-23,1830465
2021-03-24,1842687
2021-03-25,1854825
2021-03-26,1866942
2021-03-27,1880760
2021-03-28,1886927
2021-03-29,1892786
2021-03-30,1898190
2021-03-31,1903356
2021-04-01,1906611
2021-04-02,1908284
2021-04-03,1910328
2021-04-04,1911070
2021-04-05,1911525
2021-04-06,1913065
2021-04-07,1914941
2021-04-08,1916740
2021-04-09,1918609
2021-04-10,1920149
2021-04-11,1920842
2021-04-12,1921682
2021-04-13,1922634
2021-04-14,1923593
2021-04-15,1924510
2021-04-16,1925357
2021-04-17,1926085
2021-04-18,1926379
2021-04-19,1927023
2021-04-20,1927807
2021-04-21,1928570
2021-04-22,1929270
2021-04-23,1930019
2021-04-24,1930600
2021-04-25,1930880
2021-04-26,1931433
2021-04-27,1932147
2021-04-28,1932672
2021-04-29,1933316
2021-04-30,1933981
2021-05-01,1934359
2021-05-02,1934548
2021-05-03,1934674
2021-05-04,1935094
2021-05-05,1935696
2021-05-06,1936256
2021-05-07,1936788
2021-05-08,1937320
2021-05-09,1937537
2021-05-10,1938006
2021-05-11,1938720
2021-05-12,1939392
2021-05-13,1940225
2021-05-14,1940939
2021-05-15,1941625
2021-05-16,1941961
2021-05-17,1942549
2021-05-18,1943242
2021-05-19,1944047
2021-05-20,1944915
2021-05-21,1945594
2021-05-22,1946189
2021-05-23,1946315
2021-05-24,1946518
2021-05-25,1946693
2021-05-26,1946924
total,2152038
