,5,6,7
2020-11-28,0,0,0
2020-11-29,0,0,0
2020-11-30,0,0,0
2020-12-01,0,0,0
2020-12-02,0,0,0
2020-12-03,0,0,0
2020-12-04,0,0,0
2020-12-05,0,0,0
2020-12-06,0,0,0
2020-12-07,0,0,0
2020-12-08,0,0,0
2020-12-09,0,0,0
2020-12-10,0,0,0
2020-12-11,0,0,0
2020-12-12,0,0,0
2020-12-13,0,0,0
2020-12-14,0,0,0
2020-12-15,0,0,0
2020-12-16,0,7,0
2020-12-17,0,7,0
2020-12-18,7,7,0
2020-12-19,7,7,0
2020-12-20,7,7,0
2020-12-21,7,7,7
2020-12-22,7,7,7
2020-12-23,7,7,7
2020-12-24,7,7,7
2020-12-25,7,7,7
2020-12-26,7,7,7
2020-12-27,7,7,7
2020-12-28,7,7,7
2020-12-29,7,7,7
2020-12-30,7,7,7
2020-12-31,7,7,7
2021-01-01,7,7,7
2021-01-02,14,14,14
2021-01-03,14,14,14
2021-01-04,21,14,21
2021-01-05,21,14,21
2021-01-06,21,21,21
2021-01-07,28,21,21
2021-01-08,28,21,21
2021-01-09,28,21,21
2021-01-10,28,21,21
2021-01-11,28,21,28
2021-01-12,35,28,28
2021-01-13,42,28,35
2021-01-14,42,35,35
2021-01-15,49,35,35
2021-01-16,49,35,35
2021-01-17,49,35,35
2021-01-18,49,35,42
2021-01-19,49,35,42
2021-01-20,56,42,42
2021-01-21,56,42,42
2021-01-22,63,42,49
2021-01-23,63,49,49
2021-01-24,63,49,49
2021-01-25,70,49,56
2021-01-26,70,56,63
2021-01-27,77,63,70
2021-01-28,77,70,70
2021-01-29,77,70,77
2021-01-30,84,70,84
2021-01-31,84,70,84
2021-02-01,91,77,98
2021-02-02,91,77,112
2021-02-03,98,84,112
2021-02-04,105,91,126
2021-02-05,112,98,133
2021-02-06,112,98,140
2021-02-07,112,105,140
2021-02-08,126,112,168
2021-02-09,140,133,210
2021-02-10,154,161,259
2021-02-11,168,196,308
2021-02-12,189,238,378
2021-02-13,203,252,406
2021-02-14,210,252,406
2021-02-15,245,336,511
2021-02-16,308,392,658
2021-02-17,371,448,777
2021-02-18,448,518,952
2021-02-19,497,588,1036
2021-02-20,518,595,1050
2021-02-21,525,595,1057
2021-02-22,581,665,1148
2021-02-23,651,749,1267
2021-02-24,721,812,1393
2021-02-25,777,910,1554
2021-02-26,826,1008,1652
2021-02-27,826,1022,1673
2021-02-28,833,1029,1680
2021-03-01,889,1120,1834
2021-03-02,966,1218,2016
2021-03-03,1050,1386,2408
2021-03-04,1127,1533,2730
2021-03-05,1204,1666,2989
2021-03-06,1253,1722,3059
2021-03-07,1253,1722,3080
2021-03-08,1344,1918,3416
2021-03-09,1484,2282,3864
2021-03-10,1680,2744,4557
2021-03-11,2079,3367,5152
2021-03-12,2471,3927,5614
2021-03-13,2534,4032,5663
2021-03-14,2555,4060,5691
2021-03-15,3129,4746,6146
2021-03-16,4144,5600,6699
2021-03-17,5173,6314,7119
2021-03-18,6104,6972,7511
2021-03-19,6930,7595,7875
2021-03-20,7049,7686,7938
2021-03-21,7084,7707,7952
2021-03-22,7896,8253,8330
2021-03-23,8925,9058,8834
2021-03-24,9730,9674,9212
2021-03-25,10486,10157,9527
2021-03-26,11081,10584,9786
2021-03-27,11144,10612,9814
2021-03-28,11151,10612,9828
2021-03-29,11711,11011,10038
2021-03-30,12033,11270,10213
2021-03-31,12320,11487,10339
2021-04-01,12565,11676,10465
2021-04-02,12572,11697,10465
2021-04-03,12607,11711,10479
2021-04-04,12607,11718,10486
2021-04-05,12614,11725,10486
2021-04-06,12901,11942,10605
2021-04-07,13377,12327,10829
2021-04-08,13797,12593,10962
2021-04-09,14056,12775,11046
2021-04-10,14063,12789,11053
2021-04-11,14077,12796,11053
2021-04-12,14301,12964,11158
2021-04-13,14462,13090,11270
2021-04-14,14630,13216,11354
2021-04-15,14868,13377,11494
2021-04-16,15106,13496,11578
2021-04-17,15127,13517,11620
2021-04-18,15169,13531,11627
2021-04-19,15330,13720,11753
2021-04-20,15449,13804,11865
2021-04-21,15659,14014,11998
2021-04-22,15918,14133,12103
2021-04-23,16135,14245,12187
2021-04-24,16142,14252,12194
2021-04-25,16149,14259,12194
2021-04-26,16450,14504,12257
2021-04-27,16625,14735,12404
2021-04-28,16793,14861,12488
2021-04-29,16919,14945,12544
2021-04-30,17073,15071,12579
2021-05-01,17087,15071,12586
2021-05-02,17087,15092,12586
2021-05-03,17101,15127,12593
2021-05-04,17213,15183,12635
2021-05-05,17395,15323,12726
2021-05-06,17549,15435,12810
2021-05-07,17710,15540,12859
2021-05-08,17724,15547,12866
2021-05-09,17738,15554,12873
2021-05-10,17864,15631,12915
2021-05-11,18039,15778,13006
2021-05-12,18242,15918,13076
2021-05-13,18515,16142,13181
2021-05-14,18599,16226,13216
2021-05-15,18606,16226,13223
2021-05-16,18620,16226,13223
2021-05-17,18739,16352,13265
2021-05-18,18886,16464,13356
2021-05-19,18963,16569,13412
2021-05-20,19082,16639,13440
2021-05-21,19117,16681,13468
2021-05-22,19138,16709,13475
2021-05-23,19138,16709,13475
2021-05-24,19320,16828,13538
2021-05-25,19418,16926,13566
2021-05-26,19551,16996,13622
total,1297807,1178968,914893
