,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,7,7
2020-12-02,7,7
2020-12-03,7,7
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,378,161
2020-12-09,1092,392
2020-12-10,1680,609
2020-12-11,2338,840
2020-12-12,2996,1050
2020-12-13,3507,1211
2020-12-14,4193,1407
2020-12-15,5264,1785
2020-12-16,6748,2240
2020-12-17,8638,2744
2020-12-18,10388,3234
2020-12-19,11872,3668
2020-12-20,13937,4270
2020-12-21,16723,4942
2020-12-22,18991,5607
2020-12-23,21833,6454
2020-12-24,23212,6916
2020-12-25,23212,6923
2020-12-26,23261,6944
2020-12-27,23681,7070
2020-12-28,24374,7245
2020-12-29,26208,7763
2020-12-30,30821,8897
2020-12-31,35182,10031
2021-01-01,36351,10318
2021-01-02,37653,10661
2021-01-03,38661,10948
2021-01-04,40579,11494
2021-01-05,44555,12537
2021-01-06,50015,13902
2021-01-07,58100,15960
2021-01-08,66542,18193
2021-01-09,74158,20104
2021-01-10,78617,21196
2021-01-11,85141,22904
2021-01-12,93380,25018
2021-01-13,102536,27363
2021-01-14,112630,30121
2021-01-15,123851,33355
2021-01-16,133581,35896
2021-01-17,140210,37702
2021-01-18,147854,39802
2021-01-19,156534,42280
2021-01-20,165781,45094
2021-01-21,175511,48062
2021-01-22,186578,51457
2021-01-23,195244,54306
2021-01-24,200669,56028
2021-01-25,206682,58212
2021-01-26,213514,60683
2021-01-27,219961,63196
2021-01-28,226702,65667
2021-01-29,234108,68537
2021-01-30,240030,70882
2021-01-31,244447,72632
2021-02-01,248458,74396
2021-02-02,253085,76377
2021-02-03,258076,78617
2021-02-04,263424,81130
2021-02-05,268772,83615
2021-02-06,273623,86009
2021-02-07,276619,87528
2021-02-08,279475,88907
2021-02-09,283192,90804
2021-02-10,287756,93394
2021-02-11,293846,96859
2021-02-12,301434,101353
2021-02-13,309232,105847
2021-02-14,313719,108374
2021-02-15,318346,111034
2021-02-16,327460,117334
2021-02-17,341579,127197
2021-02-18,354690,136430
2021-02-19,366107,144340
2021-02-20,377566,152327
2021-02-21,382515,156156
2021-02-22,388381,160517
2021-02-23,400281,169470
2021-02-24,418649,183393
2021-02-25,441161,200529
2021-02-26,466613,220689
2021-02-27,487340,237321
2021-02-28,499590,247898
2021-03-01,511910,258020
2021-03-02,527128,271166
2021-03-03,547785,289359
2021-03-04,575876,314510
2021-03-05,604919,341082
2021-03-06,635971,369656
2021-03-07,649460,383166
2021-03-08,665525,399889
2021-03-09,683088,418019
2021-03-10,703535,438830
2021-03-11,726243,462182
2021-03-12,761901,499317
2021-03-13,820036,560840
2021-03-14,847364,591815
2021-03-15,889084,636433
2021-03-16,938735,689934
2021-03-17,991326,748699
2021-03-18,1056713,821387
2021-03-19,1125523,900123
2021-03-20,1220835,1011087
2021-03-21,1257662,1057959
2021-03-22,1289274,1099511
2021-03-23,1319766,1137843
2021-03-24,1347521,1172444
2021-03-25,1374793,1205512
2021-03-26,1402590,1241352
2021-03-27,1436127,1285515
2021-03-28,1452619,1308118
2021-03-29,1465632,1325002
2021-03-30,1476958,1339499
2021-03-31,1488298,1353485
2021-04-01,1493891,1360961
2021-04-02,1497650,1366246
2021-04-03,1501955,1372140
2021-04-04,1503719,1374898
2021-04-05,1504566,1376074
2021-04-06,1506183,1378048
2021-04-07,1508325,1380729
2021-04-08,1510313,1383165
2021-04-09,1512896,1386504
2021-04-10,1515402,1390032
2021-04-11,1516431,1391383
2021-04-12,1517222,1392370
2021-04-13,1518034,1393392
2021-04-14,1518825,1394386
2021-04-15,1519623,1395415
2021-04-16,1520428,1396472
2021-04-17,1521345,1397662
2021-04-18,1521779,1398208
2021-04-19,1522213,1398782
2021-04-20,1522661,1399370
2021-04-21,1523235,1400056
2021-04-22,1523781,1400805
2021-04-23,1524404,1401603
2021-04-24,1525118,1402583
2021-04-25,1525475,1403080
2021-04-26,1525860,1403584
2021-04-27,1526308,1404200
2021-04-28,1526763,1404781
2021-04-29,1527260,1405390
2021-04-30,1527778,1406062
2021-05-01,1528191,1406657
2021-05-02,1528429,1407000
2021-05-03,1528555,1407217
2021-05-04,1528828,1407574
2021-05-05,1529227,1408050
2021-05-06,1529682,1408582
2021-05-07,1530193,1409149
2021-05-08,1530711,1409863
2021-05-09,1530970,1410241
2021-05-10,1531271,1410668
2021-05-11,1531705,1411207
2021-05-12,1532328,1411865
2021-05-13,1533014,1412628
2021-05-14,1533735,1413363
2021-05-15,1534491,1414210
2021-05-16,1534855,1414707
2021-05-17,1535205,1415106
2021-05-18,1535660,1415701
2021-05-19,1536360,1416534
2021-05-20,1537025,1417360
2021-05-21,1537550,1418046
2021-05-22,1538166,1418830
2021-05-23,1538467,1419243
2021-05-24,1538775,1419642
2021-05-25,1539195,1420160
2021-05-26,1539713,1420762
total,1712417,1679265
