,1,2,3,4,5
2020-11-28,7,14,7,14,7
2020-11-29,7,14,7,14,7
2020-11-30,7,21,14,14,7
2020-12-01,14,35,63,42,21
2020-12-02,21,35,70,42,21
2020-12-03,21,42,70,42,21
2020-12-04,21,42,70,42,21
2020-12-05,21,42,70,42,21
2020-12-06,21,42,77,42,21
2020-12-07,21,42,84,49,28
2020-12-08,119,203,294,385,378
2020-12-09,273,427,539,672,735
2020-12-10,553,868,924,1211,1435
2020-12-11,819,1281,1407,1778,2191
2020-12-12,945,1505,1764,2184,2660
2020-12-13,987,1568,1869,2261,2786
2020-12-14,1316,2065,2443,2940,3605
2020-12-15,4690,6258,8057,8421,9093
2020-12-16,10556,13363,16926,19061,21091
2020-12-17,16044,20363,25998,29407,32844
2020-12-18,21413,25837,33110,37723,42378
2020-12-19,28252,33460,42308,48111,54481
2020-12-20,32592,38892,48965,55706,62972
2020-12-21,35532,42805,53557,60802,67872
2020-12-22,39956,48426,60662,69342,77812
2020-12-23,44030,53319,66094,77070,86632
2020-12-24,45024,54488,67690,79030,88725
2020-12-25,45031,54495,67732,79037,88732
2020-12-26,45038,54502,67760,79065,88795
2020-12-27,45087,54537,67809,79093,88837
2020-12-28,45178,54614,67893,79212,88970
2020-12-29,47411,56812,70357,82348,91826
2020-12-30,53704,62573,77420,90216,99652
2020-12-31,57477,66661,83566,96068,105889
2021-01-01,58338,67725,85323,97699,107912
2021-01-02,59528,69174,87633,100093,110544
2021-01-03,59850,69468,87990,100590,111090
2021-01-04,60193,69888,88508,101129,111664
2021-01-05,61467,71561,90818,103180,114170
2021-01-06,63987,74620,94052,107086,119014
2021-01-07,73318,86289,107954,123599,138166
2021-01-08,86002,102627,127246,146090,163366
2021-01-09,95802,115255,143556,165669,186186
2021-01-10,100891,120750,150416,173964,194747
2021-01-11,105119,125573,155862,180033,201481
2021-01-12,111930,133854,165417,191856,215761
2021-01-13,124264,148463,183106,214081,241542
2021-01-14,141162,167580,205121,239995,270403
2021-01-15,159215,189378,231462,269766,304290
2021-01-16,173509,208971,254576,293244,331233
2021-01-17,180075,217455,265426,303688,341964
2021-01-18,186207,224420,273658,312305,352114
2021-01-19,202699,244713,296688,337554,381906
2021-01-20,219380,264033,319081,361333,409878
2021-01-21,239092,288449,348901,393981,443527
2021-01-22,264803,319879,387401,437360,491960
2021-01-23,287007,348586,427049,481838,540694
2021-01-24,296352,359331,441924,499177,559083
2021-01-25,305361,369950,455504,514388,576387
2021-01-26,315973,382991,470099,530838,594965
2021-01-27,327208,397418,485674,547827,612682
2021-01-28,344834,420511,512358,577255,643461
2021-01-29,371490,454699,553406,625177,696031
2021-01-30,395752,487067,593726,672063,745850
2021-01-31,408639,505183,616798,700322,775474
2021-02-01,422513,523971,638050,725844,803964
2021-02-02,437339,543403,661857,754614,835212
2021-02-03,455553,567042,690116,787276,871080
2021-02-04,475923,593376,721028,821394,906836
2021-02-05,496055,619612,753410,858102,947261
2021-02-06,517839,647542,788277,897365,990633
2021-02-07,526449,659673,804790,916167,1012375
2021-02-08,537775,676431,822563,936586,1036154
2021-02-09,553217,695282,844445,961086,1063454
2021-02-10,570521,716457,869225,988092,1094660
2021-02-11,591087,741104,897750,1020663,1130332
2021-02-12,613557,767613,928256,1055348,1168867
2021-02-13,634886,791336,958412,1087702,1205939
2021-02-14,641221,799918,969549,1099742,1220002
2021-02-15,649397,810278,981596,1113637,1235731
2021-02-16,660891,824264,997409,1130850,1253560
2021-02-17,672147,838103,1013628,1148777,1272173
2021-02-18,682290,850514,1027859,1164723,1290156
2021-02-19,690095,859047,1037057,1175020,1301027
2021-02-20,696493,866439,1045478,1183938,1310008
2021-02-21,698642,868763,1048404,1187032,1313256
