,False
2020-11-28,56
2020-11-29,63
2020-11-30,77
2020-12-01,182
2020-12-02,196
2020-12-03,203
2020-12-04,210
2020-12-05,217
2020-12-06,224
2020-12-07,245
2020-12-08,1393
2020-12-09,2660
2020-12-10,5005
2020-12-11,7483
2020-12-12,9079
2020-12-13,9478
2020-12-14,12376
2020-12-15,36526
2020-12-16,81004
2020-12-17,124663
2020-12-18,160475
2020-12-19,206626
2020-12-20,239148
2020-12-21,260575
2020-12-22,296212
2020-12-23,327159
2020-12-24,334978
2020-12-25,335034
2020-12-26,335167
2020-12-27,335377
2020-12-28,335881
2020-12-29,348761
2020-12-30,383579
2020-12-31,409675
2021-01-01,417011
2021-01-02,426993
2021-01-03,429002
2021-01-04,431403
2021-01-05,441203
2021-01-06,458773
2021-01-07,529333
2021-01-08,625345
2021-01-09,706489
2021-01-10,740775
2021-01-11,768075
2021-01-12,818832
2021-01-13,911470
2021-01-14,1024275
2021-01-15,1154125
2021-01-16,1261554
2021-01-17,1308622
2021-01-18,1348725
2021-01-19,1463574
2021-01-20,1573719
2021-01-21,1713964
2021-01-22,1901417
2021-01-23,2085188
2021-01-24,2155881
2021-01-25,2221604
2021-01-26,2294880
2021-01-27,2370809
2021-01-28,2498426
2021-01-29,2700824
2021-01-30,2894472
2021-01-31,3006430
2021-02-01,3114349
2021-02-02,3232446
2021-02-03,3371074
2021-02-04,3518571
2021-02-05,3674454
2021-02-06,3841670
2021-02-07,3919475
2021-02-08,4009523
2021-02-09,4117498
2021-02-10,4238969
2021-02-11,4380943
2021-02-12,4533655
2021-02-13,4678296
2021-02-14,4730439
2021-02-15,4790646
2021-02-16,4866981
2021-02-17,4944842
2021-02-18,5015549
2021-02-19,5062260
2021-02-20,5102370
2021-02-21,5116104
2021-02-22,5136292
2021-02-23,5161989
2021-02-24,5192432
2021-02-25,5225185
2021-02-26,5253010
2021-02-27,5272351
2021-02-28,5280205
2021-03-01,5288962
2021-03-02,5298517
2021-03-03,5309402
2021-03-04,5322506
2021-03-05,5337220
2021-03-06,5348994
2021-03-07,5352431
2021-03-08,5359144
2021-03-09,5365584
2021-03-10,5372276
2021-03-11,5378716
2021-03-12,5386080
2021-03-13,5393899
2021-03-14,5397637
2021-03-15,5403244
2021-03-16,5409068
2021-03-17,5414332
2021-03-18,5419757
2021-03-19,5425210
2021-03-20,5430005
2021-03-21,5431853
2021-03-22,5434884
2021-03-23,5438636
2021-03-24,5442164
2021-03-25,5446329
2021-03-26,5450004
2021-03-27,5453399
2021-03-28,5454799
2021-03-29,5457319
2021-03-30,5459986
2021-03-31,5462828
2021-04-01,5464879
2021-04-02,5465572
2021-04-03,5466419
2021-04-04,5466643
2021-04-05,5466867
2021-04-06,5468190
2021-04-07,5469758
2021-04-08,5471480
2021-04-09,5473237
2021-04-10,5474504
2021-04-11,5475008
2021-04-12,5475981
2021-04-13,5477143
2021-04-14,5478305
2021-04-15,5479565
2021-04-16,5481035
2021-04-17,5481812
2021-04-18,5482106
2021-04-19,5482778
2021-04-20,5483674
2021-04-21,5484633
2021-04-22,5485690
2021-04-23,5486775
2021-04-24,5487412
2021-04-25,5487685
2021-04-26,5488392
2021-04-27,5489211
2021-04-28,5490044
2021-04-29,5490905
2021-04-30,5491899
2021-05-01,5492326
2021-05-02,5492487
2021-05-03,5492655
2021-05-04,5493187
2021-05-05,5493915
2021-05-06,5494587
2021-05-07,5495364
2021-05-08,5495875
2021-05-09,5496092
2021-05-10,5496561
2021-05-11,5497464
2021-05-12,5498241
2021-05-13,5499067
2021-05-14,5499886
2021-05-15,5500404
2021-05-16,5500642
2021-05-17,5501125
2021-05-18,5501818
2021-05-19,5502609
2021-05-20,5503428
2021-05-21,5504058
2021-05-22,5504422
2021-05-23,5504429
2021-05-24,5504450
total,5722066
