,6
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,210
2020-12-09,553
2020-12-10,833
2020-12-11,1141
2020-12-12,1463
2020-12-13,1694
2020-12-14,2030
2020-12-15,2590
2020-12-16,3346
2020-12-17,4235
2020-12-18,5061
2020-12-19,5782
2020-12-20,6825
2020-12-21,8148
2020-12-22,9212
2020-12-23,10591
2020-12-24,11256
2020-12-25,11256
2020-12-26,11284
2020-12-27,11494
2020-12-28,11760
2020-12-29,12593
2020-12-30,14693
2020-12-31,16758
2021-01-01,17269
2021-01-02,17871
2021-01-03,18319
2021-01-04,19236
2021-01-05,21070
2021-01-06,23548
2021-01-07,27321
2021-01-08,31276
2021-01-09,34846
2021-01-10,36883
2021-01-11,39956
2021-01-12,43869
2021-01-13,48153
2021-01-14,52927
2021-01-15,58226
2021-01-16,62762
2021-01-17,65870
2021-01-18,69440
2021-01-19,73486
2021-01-20,78022
2021-01-21,82586
2021-01-22,87710
2021-01-23,91854
2021-01-24,94388
2021-01-25,97419
2021-01-26,100758
2021-01-27,103950
2021-01-28,107254
2021-01-29,110936
2021-01-30,113925
2021-01-31,116067
2021-02-01,118076
2021-02-02,120379
2021-02-03,122962
2021-02-04,125664
2021-02-05,128345
2021-02-06,130851
2021-02-07,132419
2021-02-08,133840
2021-02-09,135737
2021-02-10,137949
2021-02-11,140924
2021-02-12,144466
2021-02-13,147910
2021-02-14,150094
2021-02-15,152334
2021-02-16,156653
2021-02-17,163751
2021-02-18,170611
2021-02-19,176491
2021-02-20,182119
2021-02-21,184534
2021-02-22,187565
2021-02-23,193949
2021-02-24,202034
2021-02-25,211659
2021-02-26,222299
2021-02-27,230405
2021-02-28,234052
2021-03-01,237111
2021-03-02,240940
2021-03-03,247660
2021-03-04,256438
2021-03-05,267967
2021-03-06,280378
2021-03-07,285229
2021-03-08,291886
2021-03-09,303037
2021-03-10,318570
2021-03-11,338051
2021-03-12,368963
2021-03-13,421085
2021-03-14,449400
2021-03-15,500675
2021-03-16,559048
2021-03-17,612906
2021-03-18,665945
2021-03-19,723758
2021-03-20,790783
2021-03-21,822780
2021-03-22,849933
2021-03-23,873677
2021-03-24,893900
2021-03-25,912345
2021-03-26,932190
2021-03-27,954436
2021-03-28,967141
2021-03-29,976619
2021-03-30,984599
2021-03-31,992152
2021-04-01,997255
2021-04-02,1001483
2021-04-03,1006131
2021-04-04,1008399
2021-04-05,1009393
2021-04-06,1010842
2021-04-07,1012522
2021-04-08,1013915
2021-04-09,1015840
2021-04-10,1017702
2021-04-11,1018339
2021-04-12,1018871
2021-04-13,1019452
2021-04-14,1020033
2021-04-15,1020593
2021-04-16,1021181
2021-04-17,1021818
2021-04-18,1022126
2021-04-19,1022448
2021-04-20,1022763
2021-04-21,1023134
2021-04-22,1023568
2021-04-23,1023981
2021-04-24,1024506
2021-04-25,1024772
2021-04-26,1025066
2021-04-27,1025444
2021-04-28,1025794
2021-04-29,1026158
2021-04-30,1026522
2021-05-01,1026837
2021-05-02,1027012
2021-05-03,1027124
2021-05-04,1027313
2021-05-05,1027593
2021-05-06,1027908
2021-05-07,1028230
2021-05-08,1028608
2021-05-09,1028797
2021-05-10,1029028
2021-05-11,1029336
2021-05-12,1029749
2021-05-13,1030232
2021-05-14,1030666
2021-05-15,1031163
2021-05-16,1031422
2021-05-17,1031632
2021-05-18,1031975
2021-05-19,1032458
2021-05-20,1032934
2021-05-21,1033305
2021-05-22,1033725
2021-05-23,1033935
2021-05-24,1034138
2021-05-25,1034467
2021-05-26,1034866
total,1178968
