,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,154,56
2020-12-09,427,126
2020-12-10,630,203
2020-12-11,861,280
2020-12-12,1106,350
2020-12-13,1288,406
2020-12-14,1568,469
2020-12-15,1988,602
2020-12-16,2590,756
2020-12-17,3276,959
2020-12-18,3913,1148
2020-12-19,4480,1302
2020-12-20,5285,1540
2020-12-21,6370,1778
2020-12-22,7210,2002
2020-12-23,8281,2310
2020-12-24,8778,2478
2020-12-25,8778,2478
2020-12-26,8792,2485
2020-12-27,8960,2534
2020-12-28,9184,2576
2020-12-29,9856,2744
2020-12-30,11557,3136
2020-12-31,13216,3542
2021-01-01,13643,3633
2021-01-02,14126,3752
2021-01-03,14469,3857
2021-01-04,15183,4060
2021-01-05,16632,4438
2021-01-06,18634,4921
2021-01-07,21637,5691
2021-01-08,24801,6482
2021-01-09,27671,7182
2021-01-10,29323,7560
2021-01-11,31794,8162
2021-01-12,34944,8925
2021-01-13,38416,9737
2021-01-14,42189,10745
2021-01-15,46361,11865
2021-01-16,49938,12824
2021-01-17,52395,13468
2021-01-18,55181,14259
2021-01-19,58352,15134
2021-01-20,61831,16184
2021-01-21,65338,17241
2021-01-22,69307,18403
2021-01-23,72450,19397
2021-01-24,74382,19992
2021-01-25,76622,20790
2021-01-26,79072,21672
2021-01-27,81319,22617
2021-01-28,83699,23548
2021-01-29,86338,24584
2021-01-30,88473,25445
2021-01-31,90034,26026
2021-02-01,91455,26621
2021-02-02,93058,27314
2021-02-03,94885,28070
2021-02-04,96754,28910
2021-02-05,98630,29708
2021-02-06,100310,30541
2021-02-07,101367,31045
2021-02-08,102319,31521
2021-02-09,103593,32144
2021-02-10,105049,32900
2021-02-11,106995,33929
2021-02-12,109228,35238
2021-02-13,111475,36435
2021-02-14,112903,37184
2021-02-15,114317,38017
2021-02-16,116956,39697
2021-02-17,121205,42546
2021-02-18,125237,45381
2021-02-19,128779,47719
2021-02-20,132202,49931
2021-02-21,133623,50925
2021-02-22,135436,52143
2021-02-23,139069,54901
2021-02-24,143759,58310
2021-02-25,149268,62426
2021-02-26,155372,66969
2021-02-27,160034,70413
2021-02-28,162141,71960
2021-03-01,163954,73206
2021-03-02,166187,74802
2021-03-03,169911,77798
2021-03-04,174867,81634
2021-03-05,181174,86842
2021-03-06,187978,92456
2021-03-07,190526,94752
2021-03-08,194012,97923
2021-03-09,199619,103460
2021-03-10,207263,111356
2021-03-11,216818,121289
2021-03-12,231966,137060
2021-03-13,257110,164038
2021-03-14,270193,179263
2021-03-15,294840,205905
2021-03-16,322518,236614
2021-03-17,347627,265370
2021-03-18,372624,293419
2021-03-19,399511,324373
2021-03-20,429807,361116
2021-03-21,443695,379239
2021-03-22,455371,394730
2021-03-23,465941,407918
2021-03-24,475097,418999
2021-03-25,483574,428974
2021-03-26,492233,440174
2021-03-27,501816,452837
2021-03-28,507157,460201
2021-03-29,511329,465521
2021-03-30,514899,469931
2021-03-31,518357,474026
2021-04-01,520520,476966
2021-04-02,522270,479444
2021-04-03,524251,482118
2021-04-04,525140,483490
2021-04-05,525553,484085
2021-04-06,526197,484876
2021-04-07,526925,485828
2021-04-08,527548,486598
2021-04-09,528395,487676
2021-04-10,529193,488747
2021-04-11,529459,489111
2021-04-12,529704,489405
2021-04-13,529984,489706
2021-04-14,530264,490007
2021-04-15,530523,490315
2021-04-16,530796,490623
2021-04-17,531076,490987
2021-04-18,531216,491155
2021-04-19,531356,491337
2021-04-20,531503,491505
2021-04-21,531678,491701
2021-04-22,531846,491960
2021-04-23,532035,492177
2021-04-24,532273,492471
2021-04-25,532378,492625
2021-04-26,532504,492800
2021-04-27,532658,493024
2021-04-28,532819,493220
2021-04-29,532980,493423
2021-04-30,533141,493626
2021-05-01,533281,493808
2021-05-02,533344,493920
2021-05-03,533379,493990
2021-05-04,533463,494095
2021-05-05,533603,494235
2021-05-06,533750,494403
2021-05-07,533911,494564
2021-05-08,534079,494781
2021-05-09,534156,494886
2021-05-10,534254,495019
2021-05-11,534394,495187
2021-05-12,534590,495404
2021-05-13,534821,495649
2021-05-14,535024,495873
2021-05-15,535262,496132
2021-05-16,535374,496265
2021-05-17,535479,496370
2021-05-18,535626,496566
2021-05-19,535836,496818
total,595539,584073
