,9,10
2020-11-28,1203356,867867
2020-11-29,1203356,867867
2020-11-30,1203349,867867
2020-12-01,1203349,867867
2020-12-02,1203349,867867
2020-12-03,1203349,867867
2020-12-04,1203349,867860
2020-12-05,1203349,867860
2020-12-06,1203349,867860
2020-12-07,1203349,867860
2020-12-08,1203321,867853
2020-12-09,1203272,867832
2020-12-10,1203202,867790
2020-12-11,1203153,867769
2020-12-12,1203111,867755
2020-12-13,1203083,867741
2020-12-14,1203034,867699
2020-12-15,1202943,867580
2020-12-16,1202824,867412
2020-12-17,1202649,866950
2020-12-18,1202488,866502
2020-12-19,1202306,865942
2020-12-20,1202082,865592
2020-12-21,1201844,865151
2020-12-22,1201585,864773
2020-12-23,1201235,864409
2020-12-24,1201102,864213
2020-12-25,1201102,864213
2020-12-26,1201095,864213
2020-12-27,1201081,864199
2020-12-28,1201025,864164
2020-12-29,1200822,863933
2020-12-30,1200276,862519
2020-12-31,1199751,861000
2021-01-01,1199562,860517
2021-01-02,1199443,859887
2021-01-03,1199366,859803
2021-01-04,1199233,859712
2021-01-05,1199009,859425
2021-01-06,1198330,857367
2021-01-07,1197154,848848
2021-01-08,1195026,838250
2021-01-09,1192058,830683
2021-01-10,1191288,826910
2021-01-11,1190434,824138
2021-01-12,1188775,818328
2021-01-13,1186325,804300
2021-01-14,1182503,789250
2021-01-15,1178065,771106
2021-01-16,1174180,756714
2021-01-17,1172227,750995
2021-01-18,1169784,744891
2021-01-19,1162476,716289
2021-01-20,1150933,680848
2021-01-21,1136569,641536
2021-01-22,1110844,582414
2021-01-23,1076544,510587
2021-01-24,1063909,485737
2021-01-25,1051533,465479
2021-01-26,1034033,437374
2021-01-27,1014510,410368
2021-01-28,980798,364875
2021-01-29,931707,292936
2021-01-30,867181,226954
2021-01-31,825930,193382
2021-02-01,788207,167951
2021-02-02,736008,146741
2021-02-03,661332,127533
2021-02-04,581056,110565
2021-02-05,504266,96817
2021-02-06,399903,84084
2021-02-07,347074,78743
2021-02-08,302085,72821
2021-02-09,247149,65919
2021-02-10,205653,60396
2021-02-11,166922,54782
2021-02-12,134925,49994
2021-02-13,107191,46291
2021-02-14,99239,45073
2021-02-15,92610,43687
2021-02-16,87115,42217
2021-02-17,82432,40712
2021-02-18,78792,39382
2021-02-19,76146,38381
2021-02-20,73857,37590
2021-02-21,73178,37359
2021-02-22,71897,36883
2021-02-23,70147,36127
2021-02-24,67662,35168
2021-02-25,65254,34090
2021-02-26,62965,33145
2021-02-27,61523,32564
2021-02-28,60921,32368
2021-03-01,60228,32011
2021-03-02,59388,31528
2021-03-03,58317,31017
2021-03-04,56882,30303
2021-03-05,55307,29491
2021-03-06,54201,29008
2021-03-07,53935,28882
2021-03-08,53235,28483
2021-03-09,52458,28063
2021-03-10,51730,27664
2021-03-11,50939,27216
2021-03-12,50071,26782
2021-03-13,49280,26411
2021-03-14,48986,26278
2021-03-15,48370,26026
2021-03-16,47719,25718
2021-03-17,47089,25438
2021-03-18,46487,25088
2021-03-19,45913,24773
2021-03-20,45409,24528
2021-03-21,45213,24437
2021-03-22,44779,24227
2021-03-23,44324,23989
2021-03-24,43792,23674
2021-03-25,43295,23401
2021-03-26,42840,23121
2021-03-27,42385,22806
2021-03-28,42189,22687
2021-03-29,41860,22540
2021-03-30,41454,22330
2021-03-31,41048,22099
2021-04-01,40656,21896
2021-04-02,40516,21721
2021-04-03,40404,21630
2021-04-04,40348,21595
2021-04-05,40306,21581
2021-04-06,40152,21476
2021-04-07,39900,21280
2021-04-08,39655,21119
2021-04-09,39375,20937
2021-04-10,39172,20783
2021-04-11,39081,20706
2021-04-12,38927,20608
2021-04-13,38773,20461
2021-04-14,38598,20328
2021-04-15,38409,20181
2021-04-16,38185,20027
2021-04-17,38038,19915
2021-04-18,37968,19866
2021-04-19,37849,19796
2021-04-20,37709,19705
2021-04-21,37534,19586
2021-04-22,37366,19488
2021-04-23,37170,19383
2021-04-24,36988,19299
2021-04-25,36862,19257
2021-04-26,36729,19187
2021-04-27,36582,19110
2021-04-28,36421,19033
2021-04-29,36232,18949
2021-04-30,36085,18865
2021-05-01,35973,18816
2021-05-02,35924,18809
2021-05-03,35889,18795
2021-05-04,35805,18746
2021-05-05,35700,18676
2021-05-06,35567,18599
2021-05-07,35455,18522
2021-05-08,35378,18487
2021-05-09,35343,18466
2021-05-10,35259,18424
2021-05-11,35154,18361
2021-05-12,35007,18284
2021-05-13,34853,18207
2021-05-14,34755,18137
2021-05-15,34650,18081
2021-05-16,34608,18060
2021-05-17,34531,18018
2021-05-18,34426,17962
2021-05-19,34279,17885
2021-05-20,34174,17808
2021-05-21,34069,17752
2021-05-22,33978,17717
2021-05-23,33950,17689
2021-05-24,33852,17640
2021-05-25,33775,17584
2021-05-26,33663,17514
total,1203363,867874
