,F,M
2020-11-28,476028,439460
2020-11-29,476028,439460
2020-11-30,476028,439460
2020-12-01,476028,439453
2020-12-02,476028,439453
2020-12-03,476028,439453
2020-12-04,476028,439453
2020-12-05,476028,439453
2020-12-06,476028,439453
2020-12-07,476028,439453
2020-12-08,475944,439425
2020-12-09,475762,439348
2020-12-10,475594,439278
2020-12-11,475419,439215
2020-12-12,475279,439159
2020-12-13,475139,439117
2020-12-14,474971,439054
2020-12-15,474705,438977
2020-12-16,474355,438865
2020-12-17,473858,438725
2020-12-18,473417,438620
2020-12-19,473011,438501
2020-12-20,472493,438354
2020-12-21,471828,438172
2020-12-22,471289,437997
2020-12-23,470554,437773
2020-12-24,470183,437654
2020-12-25,470183,437654
2020-12-26,470176,437647
2020-12-27,470078,437612
2020-12-28,469882,437563
2020-12-29,469427,437430
2020-12-30,468265,437122
2020-12-31,467229,436828
2021-01-01,466942,436758
2021-01-02,466634,436674
2021-01-03,466389,436597
2021-01-04,465934,436450
2021-01-05,465017,436198
2021-01-06,463624,435820
2021-01-07,461573,435260
2021-01-08,459515,434679
2021-01-09,457674,434189
2021-01-10,456666,433930
2021-01-11,455196,433524
2021-01-12,453369,433006
2021-01-13,451269,432418
2021-01-14,448903,431676
2021-01-15,446299,430808
2021-01-16,443975,430150
2021-01-17,442421,429681
2021-01-18,440615,429163
2021-01-19,438480,428484
2021-01-20,436261,427728
2021-01-21,433937,426895
2021-01-22,431179,425936
2021-01-23,429009,425117
2021-01-24,427609,424571
2021-01-25,426188,424004
2021-01-26,424487,423339
2021-01-27,422898,422688
2021-01-28,421176,422065
2021-01-29,419244,421176
2021-01-30,417718,420483
2021-01-31,416535,419965
2021-02-01,415471,419433
2021-02-02,414169,418838
2021-02-03,412769,418096
2021-02-04,411285,417284
2021-02-05,409752,416444
2021-02-06,408338,415653
2021-02-07,407463,415093
2021-02-08,406609,414652
2021-02-09,405426,413966
2021-02-10,403697,412811
2021-02-11,401261,411208
2021-02-12,398104,409157
2021-02-13,394828,406924
2021-02-14,393155,405811
2021-02-15,391363,404621
2021-02-16,387030,401324
2021-02-17,380569,396403
2021-02-18,374857,392021
2021-02-19,369810,388206
2021-02-20,364777,384307
2021-02-21,362488,382445
2021-02-22,360003,380499
2021-02-23,354900,376509
2021-02-24,345233,368725
2021-02-25,332780,358701
2021-02-26,318143,346213
2021-02-27,305977,335650
2021-02-28,297745,327915
2021-03-01,288876,319998
2021-03-02,277795,309722
2021-03-03,263578,296247
2021-03-04,244279,277613
2021-03-05,225652,259049
2021-03-06,205996,239505
2021-03-07,196399,229208
2021-03-08,185066,216384
2021-03-09,174762,204974
2021-03-10,163828,193354
2021-03-11,153216,182007
2021-03-12,139384,166978
2021-03-13,121940,148421
2021-03-14,113232,138348
2021-03-15,103173,127561
2021-03-16,94304,118188
2021-03-17,87080,110320
2021-03-18,79744,102431
2021-03-19,72247,93583
2021-03-20,64309,84266
2021-03-21,61194,80227
2021-03-22,58296,76622
2021-03-23,55692,73577
2021-03-24,53137,70518
2021-03-25,50757,67802
2021-03-26,48391,64869
2021-03-27,45738,61586
2021-03-28,44562,59969
2021-03-29,43323,58520
2021-03-30,42224,57232
2021-03-31,41251,56147
2021-04-01,40635,55454
2021-04-02,40299,55076
2021-04-03,39893,54593
2021-04-04,39725,54362
2021-04-05,39634,54243
2021-04-06,39375,53949
2021-04-07,38920,53431
2021-04-08,38493,52983
2021-04-09,38080,52486
2021-04-10,37772,52129
2021-04-11,37646,51961
2021-04-12,37478,51779
2021-04-13,37289,51569
2021-04-14,37142,51380
2021-04-15,36960,51163
2021-04-16,36799,50988
2021-04-17,36652,50806
2021-04-18,36596,50743
2021-04-19,36449,50596
2021-04-20,36316,50435
2021-04-21,36155,50246
2021-04-22,36015,50099
2021-04-23,35882,49917
2021-04-24,35777,49784
2021-04-25,35707,49714
2021-04-26,35609,49602
2021-04-27,35469,49441
2021-04-28,35357,49315
2021-04-29,35245,49203
2021-04-30,35154,49091
2021-05-01,35098,49007
2021-05-02,35063,48972
2021-05-03,35042,48937
2021-05-04,34979,48874
2021-05-05,34874,48755
2021-05-06,34741,48629
2021-05-07,34629,48510
2021-05-08,34531,48412
2021-05-09,34496,48356
2021-05-10,34426,48272
2021-05-11,34321,48139
2021-05-12,34153,47999
2021-05-13,33964,47803
2021-05-14,33810,47670
2021-05-15,33677,47551
2021-05-16,33614,47467
2021-05-17,33530,47355
2021-05-18,33411,47215
2021-05-19,33264,47047
total,476028,439460
