,5,6,7
2020-11-29,0,0,0
2020-11-30,7,0,0
2020-12-01,21,7,7
2020-12-02,21,7,7
2020-12-03,21,14,7
2020-12-04,21,14,7
2020-12-05,21,14,7
2020-12-06,28,14,7
2020-12-07,35,21,7
2020-12-08,294,224,140
2020-12-09,679,651,420
2020-12-10,1197,1134,763
2020-12-11,1757,1659,1120
2020-12-12,2184,2051,1379
2020-12-13,2429,2261,1533
2020-12-14,2947,2751,1834
2020-12-15,3927,3689,2415
2020-12-16,5026,4760,3143
2020-12-17,6482,6139,4151
2020-12-18,7952,7623,5103
2020-12-19,9212,8841,5943
2020-12-20,10822,10493,7133
2020-12-21,12754,12404,8428
2020-12-22,14623,14287,9625
2020-12-23,16667,16296,10969
2020-12-24,17619,17206,11599
2020-12-25,17633,17213,11606
2020-12-26,17766,17339,11676
2020-12-27,18004,17570,11816
2020-12-28,18452,17976,12075
2020-12-29,20048,19467,13132
2020-12-30,23023,22183,15092
2020-12-31,25809,24724,16737
2021-01-01,26712,25522,17325
2021-01-02,27748,26495,18011
2021-01-03,28553,27251,18473
2021-01-04,30184,28700,19369
2021-01-05,33243,31472,21154
2021-01-06,37338,35280,23730
2021-01-07,42700,40600,27321
2021-01-08,48580,46585,31367
2021-01-09,53396,51149,34650
2021-01-10,56588,54187,36666
2021-01-11,61082,58373,39375
2021-01-12,66409,63672,42742
2021-01-13,72471,69468,46746
2021-01-14,78960,75796,51065
2021-01-15,86086,82614,55804
2021-01-16,91546,87864,59409
2021-01-17,95256,91357,61789
2021-01-18,100282,96173,65051
2021-01-19,105728,101430,68614
2021-01-20,111783,106995,72429
2021-01-21,118090,113134,76664
2021-01-22,124747,119672,81200
2021-01-23,130046,124922,85099
2021-01-24,133091,127988,87318
2021-01-25,136962,131866,89915
2021-01-26,141554,136199,93002
2021-01-27,146258,140812,96432
2021-01-28,151025,145292,100009
2021-01-29,156317,150325,103831
2021-01-30,160531,154427,107205
2021-01-31,163534,157108,110082
2021-02-01,166565,160083,113484
2021-02-02,170156,163506,117544
2021-02-03,173936,167293,122332
2021-02-04,177814,171283,126847
2021-02-05,181916,175469,131516
2021-02-06,185850,179977,135548
2021-02-07,187719,182511,137802
2021-02-08,190414,185255,140329
2021-02-09,193837,188412,144158
2021-02-10,197477,191947,149142
2021-02-11,201215,196133,156072
2021-02-12,205926,201684,166439
2021-02-13,211358,208138,177296
2021-02-14,214242,212100,183792
2021-02-15,217672,216363,189637
2021-02-16,223188,223713,200284
2021-02-17,231861,235088,218631
2021-02-18,240660,246764,235109
2021-02-19,248766,257215,247835
2021-02-20,257313,267876,259833
2021-02-21,260750,271229,263361
2021-02-22,264817,276640,269262
2021-02-23,273098,286993,283073
2021-02-24,284991,302582,307461
2021-02-25,298473,318535,337729
2021-02-26,311276,334649,372568
2021-02-27,323484,349090,405090
2021-02-28,328930,354312,424844
2021-03-01,334257,359261,448301
2021-03-02,340011,365337,476917
2021-03-03,346626,372673,511497
2021-03-04,357399,384685,553112
2021-03-05,372225,401884,602238
2021-03-06,385756,421939,652582
2021-03-07,390509,432677,679756
2021-03-08,396879,444423,714014
2021-03-09,402661,460950,745640
2021-03-10,410207,486941,776552
2021-03-11,419111,517069,803852
2021-03-12,435736,558488,834547
2021-03-13,471191,618534,875245
2021-03-14,489384,652960,894159
2021-03-15,514864,714126,916006
2021-03-16,556724,780262,935816
2021-03-17,610316,846650,953239
2021-03-18,693560,911358,968877
2021-03-19,810978,989443,987700
2021-03-20,958440,1074703,1009820
2021-03-21,1015028,1116241,1018269
2021-03-22,1066863,1150758,1025269
2021-03-23,1115156,1178331,1031590
2021-03-24,1162903,1204553,1037638
2021-03-25,1212155,1229417,1044204
2021-03-26,1264088,1257011,1050686
2021-03-27,1329223,1288840,1058554
2021-03-28,1359337,1304275,1061921
