,1,2,3,4,5
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,7,14,7,7
2020-12-02,0,7,14,7,7
2020-12-03,0,7,14,7,7
2020-12-04,0,7,14,7,14
2020-12-05,0,7,14,7,14
2020-12-06,0,7,14,7,14
2020-12-07,0,7,14,14,14
2020-12-08,98,105,119,147,182
2020-12-09,273,294,315,385,476
2020-12-10,490,539,553,686,826
2020-12-11,700,784,840,994,1218
2020-12-12,833,931,1057,1260,1526
2020-12-13,917,1029,1183,1393,1687
2020-12-14,1057,1260,1449,1680,2079
2020-12-15,1365,1673,1960,2254,2772
2020-12-16,1757,2135,2548,2905,3570
2020-12-17,2247,2800,3318,3773,4620
2020-12-18,2709,3402,4109,4718,5740
2020-12-19,3122,3878,4781,5481,6734
2020-12-20,3640,4592,5649,6496,8057
2020-12-21,4347,5432,6685,7658,9457
2020-12-22,4998,6216,7595,8869,10850
2020-12-23,5796,7126,8652,10094,12257
2020-12-24,6181,7525,9156,10661,12894
2020-12-25,6188,7532,9163,10668,12894
2020-12-26,6237,7602,9233,10738,12971
2020-12-27,6321,7749,9359,10878,13083
2020-12-28,6454,7938,9597,11144,13370
2020-12-29,6972,8610,10486,12138,14427
2020-12-30,8176,9919,12068,13860,16275
2020-12-31,9163,11186,13524,15456,17934
2021-01-01,9373,11550,14098,15988,18550
2021-01-02,9716,12047,14693,16569,19229
2021-01-03,9961,12397,15071,17073,19761
2021-01-04,10507,13097,15939,17997,20706
2021-01-05,11592,14504,17486,19712,22561
2021-01-06,13055,16457,19593,22148,25088
2021-01-07,15036,19033,22582,25333,28637
2021-01-08,17311,21861,25816,28980,32557
2021-01-09,18984,23968,28469,31920,35847
2021-01-10,20020,25305,30177,33901,38024
2021-01-11,21812,27496,32473,36463,40586
2021-01-12,24045,30093,35287,39543,43855
2021-01-13,26614,33110,38430,43043,47481
2021-01-14,29358,36372,41951,46788,51338
2021-01-15,32256,39830,45668,50918,55825
2021-01-16,34349,42525,48559,54033,59346
2021-01-17,35651,44170,50603,56266,61705
2021-01-18,37744,46522,53361,59080,64792
2021-01-19,40103,49294,56301,62167,67907
2021-01-20,42693,52192,59451,65541,71330
2021-01-21,45437,55321,62944,69090,75089
2021-01-22,48370,58674,66556,72912,79093
2021-01-23,50659,61313,69552,76146,82390
2021-01-24,51898,62776,71351,78057,84308
2021-01-25,53690,64869,73521,80304,86352
2021-01-26,55776,67172,75978,82922,88893
2021-01-27,57869,69734,78533,85694,91658
2021-01-28,60046,72226,81179,88480,94395
2021-01-29,62314,74865,84133,91483,97664
2021-01-30,63924,77021,86618,94136,100457
2021-01-31,65184,78596,88445,96089,102403
2021-02-01,66780,80430,90314,98196,104412
2021-02-02,68775,82691,92554,100618,106568
2021-02-03,70707,85183,95025,103376,109263
2021-02-04,72758,87689,97594,106106,111797
2021-02-05,74816,90342,100289,108787,114660
2021-02-06,76622,92568,102872,111678,117635
2021-02-07,77420,93779,104398,113239,119189
2021-02-08,78750,95375,105938,115017,120911
2021-02-09,80472,97405,107954,117313,123249
2021-02-10,82467,99848,110530,119938,125776
2021-02-11,84385,102760,113603,123382,129283
2021-02-12,87213,106722,118041,128030,134043
2021-02-13,90482,110908,123039,133070,139286
2021-02-14,92008,113113,125762,136262,142982
2021-02-15,94094,115857,128450,139258,146006
2021-02-16,97545,120456,133343,144515,151326
2021-02-17,102697,127365,141526,153286,160692
2021-02-18,107968,134155,149366,161819,169225
2021-02-19,112840,139881,155554,169148,176393
2021-02-20,117684,145782,162316,175987,183253
2021-02-21,119609,147644,164367,178276,185430
2021-02-22,121919,150675,167454,181559,189105
2021-02-23,126735,156758,174153,188552,196959
2021-02-24,133798,165711,184576,200627,210322
2021-02-25,141729,175658,196693,214739,225911
2021-02-26,149639,186165,210448,230062,242172
2021-02-27,157500,196161,223097,243810,257075
2021-02-28,161294,201040,229803,250894,265055
2021-03-01,165389,206472,236859,258972,274120
2021-03-02,170443,213339,245301,268695,284473
2021-03-03,177044,221634,255227,279888,296996
2021-03-04,185969,233163,268226,294413,313411
2021-03-05,197162,246918,284550,313131,334579
2021-03-06,209720,261555,301819,332066,355103
2021-03-07,215586,268464,310429,341922,366527
2021-03-08,222334,277242,320985,354270,380464
2021-03-09,229509,286818,331632,366415,394870
2021-03-10,238329,297969,345121,381360,410907
2021-03-11,247695,309792,358897,396207,427441
2021-03-12,260099,325129,376719,416311,450506
2021-03-13,280679,348096,403900,446873,485415
2021-03-14,289905,359730,418628,463484,504749
2021-03-15,304115,379260,441119,487802,532693
