,8,9,10,11,12
2020-11-28,5838,9331,12803,19103,60662
2020-11-29,5838,9331,12803,19103,60662
2020-11-30,5838,9331,12803,19103,60662
2020-12-01,5838,9331,12803,19103,60662
2020-12-02,5838,9331,12803,19103,60662
2020-12-03,5838,9331,12803,19103,60662
2020-12-04,5838,9331,12803,19103,60662
2020-12-05,5838,9331,12803,19103,60662
2020-12-06,5838,9331,12803,19103,60662
2020-12-07,5838,9331,12803,19103,60662
2020-12-08,5838,9331,12803,19103,60655
2020-12-09,5838,9331,12803,19096,60648
2020-12-10,5838,9331,12803,19089,60634
2020-12-11,5838,9331,12803,19082,60627
2020-12-12,5838,9331,12803,19075,60613
2020-12-13,5838,9331,12803,19075,60606
2020-12-14,5838,9331,12803,19068,60592
2020-12-15,5838,9331,12803,19033,60508
2020-12-16,5838,9331,12803,18970,60333
2020-12-17,5838,9331,12796,18921,60165
2020-12-18,5838,9324,12789,18858,60032
2020-12-19,5838,9324,12782,18823,59934
2020-12-20,5831,9324,12782,18788,59836
2020-12-21,5831,9324,12782,18753,59752
2020-12-22,5831,9324,12775,18704,59640
2020-12-23,5824,9296,12733,18613,59353
2020-12-24,5810,9261,12684,18508,59031
2020-12-25,5810,9261,12684,18508,59031
2020-12-26,5810,9261,12684,18508,59031
2020-12-27,5810,9261,12684,18508,59031
2020-12-28,5810,9261,12684,18508,59031
2020-12-29,5782,9205,12600,18340,58485
2020-12-30,5593,8869,12082,17493,55825
2020-12-31,5460,8589,11669,16828,53886
2021-01-01,5439,8561,11620,16758,53543
2021-01-02,5425,8547,11585,16723,53396
2021-01-03,5425,8540,11578,16709,53333
2021-01-04,5418,8519,11557,16674,53256
2021-01-05,5404,8491,11501,16576,52878
2021-01-06,5355,8407,11375,16345,52136
2021-01-07,5236,8169,10969,15666,49861
2021-01-08,5047,7833,10402,14700,46739
2021-01-09,4942,7588,10017,14077,44618
2021-01-10,4914,7532,9926,13909,44044
2021-01-11,4809,7308,9590,13349,42049
2021-01-12,4648,6993,9044,12446,38976
2021-01-13,4473,6678,8540,11606,36162
2021-01-14,4263,6335,7980,10612,32802
2021-01-15,3941,5831,7182,9289,28434
2021-01-16,3738,5481,6657,8442,25571
2021-01-17,3668,5348,6447,8127,24451
2021-01-18,3514,5068,6055,7455,22253
2021-01-19,3374,4809,5663,6825,20132
2021-01-20,3220,4585,5299,6251,18445
2021-01-21,2996,4235,4725,5404,15960
2021-01-22,2618,3605,3794,4053,11424
2021-01-23,2499,3416,3395,3675,10346
2021-01-24,2443,3353,3269,3570,9905
2021-01-25,2401,3276,3171,3444,9583
2021-01-26,2359,3192,3045,3283,9149
2021-01-27,2310,3122,2947,3150,8792
2021-01-28,2254,3038,2814,3017,8428
2021-01-29,2184,2926,2653,2849,8015
2021-01-30,2163,2849,2534,2786,7875
2021-01-31,2156,2814,2485,2772,7826
2021-02-01,2128,2737,2387,2695,7623
2021-02-02,2086,2646,2317,2632,7399
2021-02-03,2023,2520,2219,2534,7098
2021-02-04,1974,2401,2100,2408,6769
2021-02-05,1911,2233,1981,2289,6405
2021-02-06,1883,2107,1918,2240,6286
2021-02-07,1876,2065,1890,2226,6237
2021-02-08,1834,1960,1841,2163,6076
2021-02-09,1764,1862,1764,2079,5796
2021-02-10,1659,1708,1659,1953,5397
2021-02-11,1554,1547,1533,1806,5019
2021-02-12,1435,1400,1421,1673,4557
2021-02-13,1372,1316,1372,1631,4389
2021-02-14,1358,1302,1372,1617,4354
2021-02-15,1302,1239,1316,1533,4123
2021-02-16,1246,1183,1260,1484,3913
2021-02-17,1190,1134,1197,1421,3703
2021-02-18,1127,1064,1148,1337,3486
2021-02-19,1071,1008,1092,1260,3255
2021-02-20,1029,994,1078,1246,3213
2021-02-21,1022,994,1071,1246,3206
2021-02-22,994,980,1050,1232,3164
2021-02-23,959,952,1022,1183,3038
2021-02-24,910,903,987,1141,2926
2021-02-25,861,854,938,1099,2807
2021-02-26,819,826,903,1064,2695
2021-02-27,791,812,889,1043,2681
2021-02-28,784,812,882,1036,2660
2021-03-01,763,798,861,1015,2597
2021-03-02,742,777,840,987,2499
2021-03-03,707,742,826,966,2415
2021-03-04,651,721,798,917,2352
2021-03-05,609,672,770,889,2247
2021-03-06,595,672,763,875,2219
2021-03-07,595,665,763,875,2219
2021-03-08,574,658,742,854,2177
2021-03-09,539,644,721,833,2121
2021-03-10,532,630,700,812,2058
