,F,M
2020-11-28,3091795,2630215
2020-11-29,3091795,2630215
2020-11-30,3091788,2630208
2020-12-01,3091725,2630159
2020-12-02,3091718,2630152
2020-12-03,3091711,2630152
2020-12-04,3091704,2630152
2020-12-05,3091704,2630145
2020-12-06,3091704,2630145
2020-12-07,3091690,2630138
2020-12-08,3091088,2629592
2020-12-09,3090402,2629004
2020-12-10,3089128,2627940
2020-12-11,3087770,2626820
2020-12-12,3086923,2626071
2020-12-13,3086692,2625903
2020-12-14,3085089,2624601
2020-12-15,3072349,2613191
2020-12-16,3048591,2592471
2020-12-17,3024658,2572745
2020-12-18,3005037,2556561
2020-12-19,2979655,2535785
2020-12-20,2961546,2521379
2020-12-21,2949408,2512083
2020-12-22,2929941,2495920
2020-12-23,2912742,2482165
2020-12-24,2908339,2478756
2020-12-25,2908297,2478735
2020-12-26,2908213,2478686
2020-12-27,2908080,2478609
2020-12-28,2907758,2478427
2020-12-29,2900289,2473016
2020-12-30,2879219,2459275
2020-12-31,2863497,2448901
2021-01-01,2859122,2445933
2021-01-02,2853445,2441635
2021-01-03,2852262,2440802
2021-01-04,2850792,2439878
2021-01-05,2844898,2435965
2021-01-06,2834377,2428916
2021-01-07,2794239,2398494
2021-01-08,2738827,2357894
2021-01-09,2691451,2324126
2021-01-10,2671606,2309692
2021-01-11,2655331,2298660
2021-01-12,2625616,2277625
2021-01-13,2572437,2238159
2021-01-14,2507134,2190664
2021-01-15,2432010,2135938
2021-01-16,2369472,2091047
2021-01-17,2342641,2070803
2021-01-18,2319016,2054332
2021-01-19,2254434,2004065
2021-01-20,2192337,1956010
2021-01-21,2114343,1893759
2021-01-22,2010204,1810452
2021-01-23,1907906,1728979
2021-01-24,1869371,1696814
2021-01-25,1833328,1667134
2021-01-26,1792868,1634325
2021-01-27,1750658,1600599
2021-01-28,1681848,1541799
2021-01-29,1573838,1447411
2021-01-30,1469629,1357965
2021-01-31,1410437,1305206
2021-02-01,1353569,1254155
2021-02-02,1291367,1198260
2021-02-03,1218672,1132320
2021-02-04,1141280,1062222
2021-02-05,1059443,988176
2021-02-06,970858,909538
2021-02-07,930125,872473
2021-02-08,883071,829479
2021-02-09,826728,777840
2021-02-10,763553,719544
2021-02-11,690095,651035
2021-02-12,610960,577458
2021-02-13,535591,508186
2021-02-14,508459,483175
2021-02-15,477302,454118
2021-02-16,438137,416948
2021-02-17,398167,379057
2021-02-18,361844,344673
2021-02-19,337932,321874
2021-02-20,317100,302596
2021-02-21,310219,295743
2021-02-22,299943,285838
2021-02-23,286664,273413
2021-02-24,270823,258811
2021-02-25,253722,243159
2021-02-26,239302,229754
2021-02-27,229180,220535
2021-02-28,225078,216783
2021-03-01,220507,212604
2021-03-02,215502,208047
2021-03-03,209692,202972
2021-03-04,202699,196868
2021-03-05,194824,190029
2021-03-06,188706,184366
2021-03-07,186900,182735
2021-03-08,183477,179445
2021-03-09,180040,176449
2021-03-10,176428,173369
2021-03-11,172942,170408
2021-03-12,169176,166817
2021-03-13,165144,163023
2021-03-14,163317,161119
2021-03-15,160419,158410
2021-03-16,157381,155617
2021-03-17,154616,153125
2021-03-18,151753,150563
2021-03-19,148953,147903
2021-03-20,146503,145565
2021-03-21,145628,144585
2021-03-22,144095,143094
2021-03-23,142107,141330
2021-03-24,140252,139650
2021-03-25,138054,137690
2021-03-26,136115,135954
2021-03-27,134358,134309
2021-03-28,133623,133651
2021-03-29,132321,132433
2021-03-30,130928,131152
2021-03-31,129416,129822
2021-04-01,128289,128898
2021-04-02,127946,128555
2021-04-03,127491,128163
2021-04-04,127379,128051
2021-04-05,127267,127932
2021-04-06,126567,127316
2021-04-07,125741,126567
2021-04-08,124817,125769
2021-04-09,123879,124957
2021-04-10,123221,124348
2021-04-11,122941,124117
2021-04-12,122423,123662
2021-04-13,121814,123109
2021-04-14,121184,122577
2021-04-15,120547,121954
2021-04-16,119791,121240
2021-04-17,119378,120876
2021-04-18,119224,120736
2021-04-19,118853,120442
2021-04-20,118363,120029
2021-04-21,117838,119595
2021-04-22,117285,119091
2021-04-23,116690,118608
2021-04-24,116340,118314
2021-04-25,116207,118174
2021-04-26,115822,117852
2021-04-27,115395,117467
2021-04-28,114933,117089
2021-04-29,114492,116669
2021-04-30,113974,116193
2021-05-01,113778,115969
2021-05-02,113680,115899
2021-05-03,113603,115815
2021-05-04,113309,115577
2021-05-05,112910,115241
2021-05-06,112560,114919
2021-05-07,112147,114562
2021-05-08,111867,114331
2021-05-09,111762,114219
2021-05-10,111496,114016
2021-05-11,111020,113589
2021-05-12,110593,113239
2021-05-13,110145,112854
2021-05-14,109683,112497
2021-05-15,109403,112266
2021-05-16,109270,112154
2021-05-17,109004,111937
2021-05-18,108640,111615
2021-05-19,108227,111237
2021-05-20,107765,110873
2021-05-21,107436,110572
2021-05-22,107247,110397
2021-05-23,107247,110390
2021-05-24,107240,110383
total,3091837,2630229
