,F,M
2020-11-28,1302385,1317498
2020-11-29,1302385,1317498
2020-11-30,1302385,1317498
2020-12-01,1302385,1317491
2020-12-02,1302385,1317491
2020-12-03,1302385,1317491
2020-12-04,1302385,1317491
2020-12-05,1302385,1317491
2020-12-06,1302385,1317491
2020-12-07,1302385,1317491
2020-12-08,1302077,1317358
2020-12-09,1301559,1317148
2020-12-10,1301006,1316938
2020-12-11,1300460,1316707
2020-12-12,1299900,1316497
2020-12-13,1299564,1316357
2020-12-14,1299095,1316161
2020-12-15,1298269,1315853
2020-12-16,1297317,1315475
2020-12-17,1296134,1315048
2020-12-18,1294972,1314600
2020-12-19,1294062,1314250
2020-12-20,1292935,1313781
2020-12-21,1291388,1313179
2020-12-22,1289904,1312570
2020-12-23,1288126,1311800
2020-12-24,1287314,1311429
2020-12-25,1287314,1311422
2020-12-26,1287286,1311401
2020-12-27,1287069,1311310
2020-12-28,1286684,1311156
2020-12-29,1285515,1310729
2020-12-30,1282680,1309595
2020-12-31,1279908,1308510
2021-01-01,1279166,1308195
2021-01-02,1278424,1307880
2021-01-03,1277801,1307656
2021-01-04,1276653,1307201
2021-01-05,1274455,1306431
2021-01-06,1271494,1305360
2021-01-07,1266944,1303582
2021-01-08,1261967,1301398
2021-01-09,1257424,1299669
2021-01-10,1254806,1298787
2021-01-11,1251005,1297135
2021-01-12,1246266,1295140
2021-01-13,1240911,1292977
2021-01-14,1235192,1290422
2021-01-15,1228234,1287118
2021-01-16,1222172,1284528
2021-01-17,1218238,1283093
2021-01-18,1213849,1281084
2021-01-19,1208151,1278256
2021-01-20,1201459,1274616
2021-01-21,1193801,1270080
2021-01-22,1183966,1263710
2021-01-23,1174887,1258040
2021-01-24,1170141,1255086
2021-01-25,1165087,1252090
2021-01-26,1158416,1247750
2021-01-27,1151507,1243053
2021-01-28,1141756,1235570
2021-01-29,1130458,1227128
2021-01-30,1117928,1217447
2021-01-31,1110347,1211630
2021-02-01,1102444,1205120
2021-02-02,1092224,1196776
2021-02-03,1078028,1184610
2021-02-04,1061060,1169854
2021-02-05,1043483,1154797
2021-02-06,1018024,1132355
2021-02-07,1006383,1122205
2021-02-08,994371,1111306
2021-02-09,979125,1097208
2021-02-10,962528,1081731
2021-02-11,943383,1063279
2021-02-12,924035,1043763
2021-02-13,905674,1025542
2021-02-14,898072,1017765
2021-02-15,889910,1009176
2021-02-16,871115,986468
2021-02-17,839293,947198
2021-02-18,808528,909741
2021-02-19,783909,880348
2021-02-20,759549,850969
2021-02-21,751443,841057
2021-02-22,740523,828345
2021-02-23,713573,796096
2021-02-24,677530,753053
2021-02-25,637231,707770
2021-02-26,596575,661626
2021-02-27,565446,626780
2021-02-28,554960,615538
2021-03-01,546042,606235
2021-03-02,535619,595525
2021-03-03,517783,576240
2021-03-04,493759,549269
2021-03-05,468468,520576
2021-03-06,441511,490350
2021-03-07,434861,482832
2021-03-08,426608,473228
2021-03-09,417067,462266
2021-03-10,406161,450058
2021-03-11,397110,439719
2021-03-12,381913,422184
2021-03-13,360913,398076
2021-03-14,352177,387275
2021-03-15,339717,372596
2021-03-16,326529,356720
2021-03-17,314496,342489
2021-03-18,301658,327712
2021-03-19,288218,312088
2021-03-20,271572,292649
2021-03-21,265202,284879
2021-03-22,258090,276577
2021-03-23,250803,268415
2021-03-24,243796,260470
2021-03-25,236845,252749
2021-03-26,229159,244230
2021-03-27,219870,233723
2021-03-28,215467,228704
2021-03-29,211169,223727
2021-03-30,207004,219212
2021-03-31,202566,214452
2021-04-01,199409,210868
2021-04-02,197904,209104
2021-04-03,196357,207319
2021-04-04,195531,206255
2021-04-05,195062,205653
2021-04-06,193718,204169
2021-04-07,191793,201992
2021-04-08,190295,200235
2021-04-09,188559,198107
2021-04-10,186956,196392
2021-04-11,186347,195671
2021-04-12,185633,194845
2021-04-13,184849,193879
2021-04-14,183981,192948
2021-04-15,182924,191800
2021-04-16,181895,190715
2021-04-17,180957,189756
2021-04-18,180411,189231
2021-04-19,179830,188594
2021-04-20,179116,187873
2021-04-21,178248,186991
2021-04-22,177310,186102
2021-04-23,176337,185150
2021-04-24,175406,184275
2021-04-25,174916,183806
2021-04-26,174349,183197
2021-04-27,173516,182455
2021-04-28,172641,181545
2021-04-29,171647,180656
2021-04-30,170765,179851
2021-05-01,169953,179242
2021-05-02,169477,178885
2021-05-03,169127,178633
2021-05-04,168518,178101
2021-05-05,167734,177380
2021-05-06,166768,176575
2021-05-07,165844,175777
2021-05-08,164962,175035
2021-05-09,164514,174685
2021-05-10,163870,174062
2021-05-11,162995,173236
2021-05-12,161532,171934
2021-05-13,159908,170527
2021-05-14,158445,169393
2021-05-15,156933,168210
2021-05-16,156205,167671
2021-05-17,155582,167111
2021-05-18,154504,166208
2021-05-19,152887,164934
total,1302399,1317505
