,0,1,2,3,4,5,6,7,8,9
2020-11-28,21,0,42,42,21,14,14,0,0,7
2020-11-29,21,0,42,42,21,14,14,7,7,7
2020-11-30,28,0,49,49,21,21,14,14,14,14
2020-12-01,140,7,147,63,35,35,21,21,21,35
2020-12-02,147,7,154,70,42,35,28,28,21,35
2020-12-03,147,14,161,77,42,35,28,28,28,35
2020-12-04,154,14,161,77,42,35,35,28,28,42
2020-12-05,168,14,168,77,42,35,35,28,28,42
2020-12-06,175,14,168,77,42,42,35,28,28,42
2020-12-07,175,14,189,84,42,42,35,28,35,49
2020-12-08,1652,35,2037,238,462,189,602,273,448,518
2020-12-09,4522,63,4956,392,1085,455,1610,819,1225,1260
2020-12-10,8099,119,9142,644,1820,756,2765,1400,1988,2065
2020-12-11,11900,154,13363,875,2618,1085,4011,1995,2821,2982
2020-12-12,15540,175,16086,1050,3318,1330,5068,2443,3535,3752
2020-12-13,17738,182,17584,1127,3612,1470,5656,2779,3976,4263
2020-12-14,21413,231,22302,1400,4158,1757,6657,3311,4809,5096
2020-12-15,27433,504,67207,2044,5208,2296,8526,4249,6314,6622
2020-12-16,34825,1092,145810,3178,6349,2954,10731,5432,8141,8449
2020-12-17,43533,1764,219450,4662,7721,3815,13454,7077,10416,10780
2020-12-18,52507,2184,274092,6461,9121,4725,16212,8575,12726,13132
2020-12-19,60200,2597,342566,8848,10248,5642,18417,9947,14672,15050
2020-12-20,70112,3031,394037,11277,11620,6699,21343,11795,17374,17626
2020-12-21,82509,3472,425943,13685,13398,7903,25046,13951,20608,20853
2020-12-22,94234,3934,483679,15953,15155,9002,28497,15855,23555,23877
2020-12-23,108339,5369,528724,18543,17157,10262,32564,18158,26950,27286
2020-12-24,115332,6426,539126,19362,18102,10843,34447,19278,28525,28924
2020-12-25,115444,6461,539140,19369,18123,10857,34482,19285,28532,28938
2020-12-26,116368,6489,539189,19404,18214,10906,34650,19376,28686,29106
2020-12-27,118762,6489,539462,19488,18459,11032,35175,19649,29127,29547
2020-12-28,122927,6496,540183,19684,18893,11284,36043,20153,29799,30359
2020-12-29,134792,8841,557781,21252,20398,12236,39137,21805,32123,32879
2020-12-30,157283,21616,599389,26579,23695,14196,45395,25235,36946,38038
2020-12-31,178108,30212,628215,33551,26628,16044,51135,28210,41552,42931
