,F,M
2020-11-28,835037,951776
2020-11-29,835037,951776
2020-11-30,835037,951776
2020-12-01,835030,951776
2020-12-02,835030,951776
2020-12-03,835030,951776
2020-12-04,835030,951776
2020-12-05,835030,951776
2020-12-06,835030,951776
2020-12-07,835030,951776
2020-12-08,834883,951692
2020-12-09,834575,951538
2020-12-10,834260,951398
2020-12-11,833931,951258
2020-12-12,833630,951118
2020-12-13,833427,951020
2020-12-14,833147,950887
2020-12-15,832678,950677
2020-12-16,832041,950411
2020-12-17,831264,950110
2020-12-18,830529,949809
2020-12-19,829941,949564
2020-12-20,829185,949228
2020-12-21,828156,948829
2020-12-22,827197,948416
2020-12-23,826056,947884
2020-12-24,825559,947618
2020-12-25,825552,947618
2020-12-26,825538,947604
2020-12-27,825377,947541
2020-12-28,825125,947436
2020-12-29,824327,947142
2020-12-30,822500,946400
2020-12-31,820652,945700
2021-01-01,820155,945483
2021-01-02,819644,945259
2021-01-03,819175,945105
2021-01-04,818412,944776
2021-01-05,816907,944237
2021-01-06,814856,943488
2021-01-07,811657,942277
2021-01-08,808150,940884
2021-01-09,805105,939785
2021-01-10,803271,939127
2021-01-11,800688,938049
2021-01-12,797370,936712
2021-01-13,793583,935228
2021-01-14,789621,933569
2021-01-15,785022,931602
2021-01-16,780920,929978
2021-01-17,778232,929026
2021-01-18,775173,927717
2021-01-19,771575,926149
2021-01-20,767606,924329
2021-01-21,763490,922243
2021-01-22,758485,919548
2021-01-23,754397,917623
2021-01-24,752031,916510
2021-01-25,749329,915145
2021-01-26,746081,913437
2021-01-27,743078,911764
2021-01-28,739893,909916
2021-01-29,736358,907774
2021-01-30,733439,906080
2021-01-31,731402,904953
2021-02-01,729526,903630
2021-02-02,727265,902118
2021-02-03,724738,900319
2021-02-04,721784,897904
2021-02-05,718760,895699
2021-02-06,715904,893242
2021-02-07,714308,891982
2021-02-08,712551,890533
2021-02-09,710080,888258
2021-02-10,706762,884842
2021-02-11,702114,879571
2021-02-12,695387,871766
2021-02-13,688303,863646
2021-02-14,684369,859278
2021-02-15,679686,853979
2021-02-16,666127,836353
2021-02-17,641165,803670
2021-02-18,617232,772394
2021-02-19,598766,748356
2021-02-20,580237,723940
2021-02-21,574546,716135
2021-02-22,567217,706538
2021-02-23,547442,680176
2021-02-24,520828,644798
2021-02-25,492191,608160
2021-02-26,463330,570479
2021-02-27,441252,541828
2021-02-28,434266,533015
2021-03-01,428302,525777
2021-03-02,421008,517223
2021-03-03,407764,501004
2021-03-04,389550,478142
2021-03-05,369824,453201
2021-03-06,348488,426664
2021-03-07,343392,420301
2021-03-08,337148,412125
2021-03-09,329889,402801
2021-03-10,321202,392147
2021-03-11,314027,383131
2021-03-12,301357,367416
2021-03-13,283325,345310
2021-03-14,275779,335426
2021-03-15,265279,322168
2021-03-16,253778,307503
2021-03-17,243474,294511
2021-03-18,232232,280889
2021-03-19,220661,266581
2021-03-20,205884,248528
2021-03-21,200200,241255
2021-03-22,194110,233667
2021-03-23,188041,226373
2021-03-24,182399,219380
2021-03-25,176673,212569
2021-03-26,170422,205002
2021-03-27,162582,195468
2021-03-28,158830,190939
2021-03-29,155344,186536
2021-03-30,151998,182595
2021-03-31,148596,178500
2021-04-01,146181,175427
2021-04-02,144942,173852
2021-04-03,143661,172263
2021-04-04,142947,171290
2021-04-05,142569,170751
2021-04-06,141526,169484
2021-04-07,140091,167650
2021-04-08,138957,166159
2021-04-09,137676,164360
2021-04-10,136458,162904
2021-04-11,135989,162309
2021-04-12,135499,161630
2021-04-13,134904,160846
2021-04-14,134267,160090
2021-04-15,133441,159124
2021-04-16,132629,158228
2021-04-17,131873,157402
2021-04-18,131432,156947
2021-04-19,130970,156450
2021-04-20,130459,155862
2021-04-21,129801,155127
2021-04-22,129094,154399
2021-04-23,128352,153587
2021-04-24,127610,152859
2021-04-25,127218,152460
2021-04-26,126805,151963
2021-04-27,126161,151340
2021-04-28,125510,150591
2021-04-29,124747,149849
2021-04-30,124075,149191
2021-05-01,123417,148687
2021-05-02,123018,148372
2021-05-03,122724,148169
2021-05-04,122220,147728
2021-05-05,121590,147126
2021-05-06,120841,146454
2021-05-07,120085,145796
2021-05-08,119357,145159
2021-05-09,118993,144851
2021-05-10,118489,144312
2021-05-11,117824,143619
2021-05-12,116704,142548
2021-05-13,115430,141372
2021-05-14,114282,140420
2021-05-15,113071,139412
2021-05-16,112504,138957
2021-05-17,112063,138509
2021-05-18,111244,137760
2021-05-19,109942,136682
total,835037,951776
