,7
2020-11-28,0
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,7
2020-12-09,7
2020-12-10,14
2020-12-11,14
2020-12-12,14
2020-12-13,14
2020-12-14,14
2020-12-15,14
2020-12-16,14
2020-12-17,21
2020-12-18,21
2020-12-19,21
2020-12-20,21
2020-12-21,28
2020-12-22,28
2020-12-23,35
2020-12-24,35
2020-12-25,35
2020-12-26,35
2020-12-27,35
2020-12-28,35
2020-12-29,35
2020-12-30,42
2020-12-31,42
2021-01-01,42
2021-01-02,49
2021-01-03,49
2021-01-04,56
2021-01-05,56
2021-01-06,63
2021-01-07,63
2021-01-08,77
2021-01-09,77
2021-01-10,77
2021-01-11,91
2021-01-12,98
2021-01-13,105
2021-01-14,119
2021-01-15,126
2021-01-16,126
2021-01-17,126
2021-01-18,147
2021-01-19,154
2021-01-20,161
2021-01-21,168
2021-01-22,189
2021-01-23,196
2021-01-24,196
2021-01-25,217
2021-01-26,245
2021-01-27,259
2021-01-28,273
2021-01-29,308
2021-01-30,329
2021-01-31,329
2021-02-01,364
2021-02-02,413
2021-02-03,434
2021-02-04,483
2021-02-05,525
2021-02-06,539
2021-02-07,539
2021-02-08,623
2021-02-09,742
2021-02-10,861
2021-02-11,980
2021-02-12,1169
2021-02-13,1232
2021-02-14,1316
2021-02-15,1589
2021-02-16,1946
2021-02-17,2226
2021-02-18,2562
2021-02-19,2765
2021-02-20,2814
2021-02-21,2828
2021-02-22,3045
2021-02-23,3332
2021-02-24,3626
2021-02-25,3941
2021-02-26,4179
2021-02-27,4235
2021-02-28,4249
2021-03-01,4578
2021-03-02,4977
2021-03-03,5663
2021-03-04,6300
2021-03-05,6923
2021-03-06,7035
2021-03-07,7070
2021-03-08,7896
2021-03-09,8855
2021-03-10,10227
2021-03-11,11571
2021-03-12,12740
2021-03-13,12887
2021-03-14,12936
2021-03-15,14259
2021-03-16,15554
2021-03-17,16758
2021-03-18,17857
2021-03-19,18844
2021-03-20,19054
2021-03-21,19145
2021-03-22,20132
2021-03-23,21399
2021-03-24,22330
2021-03-25,23093
2021-03-26,23709
2021-03-27,23758
2021-03-28,23800
2021-03-29,24318
2021-03-30,24787
2021-03-31,25221
2021-04-01,25627
2021-04-02,25648
2021-04-03,25676
2021-04-04,25697
2021-04-05,25704
2021-04-06,26061
2021-04-07,26439
2021-04-08,26768
2021-04-09,26971
2021-04-10,27013
2021-04-11,27013
2021-04-12,27286
2021-04-13,27594
2021-04-14,27895
2021-04-15,28182
2021-04-16,28385
2021-04-17,28434
2021-04-18,28448
2021-04-19,28693
2021-04-20,29022
2021-04-21,29281
2021-04-22,29484
2021-04-23,29673
2021-04-24,29680
2021-04-25,29687
2021-04-26,29911
2021-04-27,30254
2021-04-28,30422
2021-04-29,30632
2021-04-30,30842
2021-05-01,30856
2021-05-02,30863
2021-05-03,30877
2021-05-04,31024
2021-05-05,31269
2021-05-06,31430
2021-05-07,31570
2021-05-08,31605
2021-05-09,31619
2021-05-10,31780
2021-05-11,32067
2021-05-12,32242
2021-05-13,32452
2021-05-14,32543
2021-05-15,32564
2021-05-16,32578
2021-05-17,32809
2021-05-18,32998
2021-05-19,33138
2021-05-20,33313
2021-05-21,33439
2021-05-22,33460
2021-05-23,33460
2021-05-24,33530
2021-05-25,33558
2021-05-26,33614
total,2152038
