,False
2020-11-29,0
2020-11-30,7
2020-12-01,21
2020-12-02,21
2020-12-03,21
2020-12-04,21
2020-12-05,21
2020-12-06,28
2020-12-07,35
2020-12-08,294
2020-12-09,679
2020-12-10,1197
2020-12-11,1757
2020-12-12,2184
2020-12-13,2429
2020-12-14,2947
2020-12-15,3927
2020-12-16,5026
2020-12-17,6482
2020-12-18,7952
2020-12-19,9212
2020-12-20,10822
2020-12-21,12754
2020-12-22,14623
2020-12-23,16667
2020-12-24,17619
2020-12-25,17633
2020-12-26,17766
2020-12-27,18004
2020-12-28,18452
2020-12-29,20048
2020-12-30,23023
2020-12-31,25809
2021-01-01,26712
2021-01-02,27748
2021-01-03,28553
2021-01-04,30184
2021-01-05,33243
2021-01-06,37338
2021-01-07,42700
2021-01-08,48580
2021-01-09,53396
2021-01-10,56588
2021-01-11,61082
2021-01-12,66409
2021-01-13,72471
2021-01-14,78960
2021-01-15,86086
2021-01-16,91546
2021-01-17,95256
2021-01-18,100282
2021-01-19,105728
2021-01-20,111783
2021-01-21,118090
2021-01-22,124747
2021-01-23,130046
2021-01-24,133091
2021-01-25,136962
2021-01-26,141554
2021-01-27,146258
2021-01-28,151025
2021-01-29,156317
2021-01-30,160531
2021-01-31,163534
2021-02-01,166565
2021-02-02,170156
2021-02-03,173936
2021-02-04,177814
2021-02-05,181916
2021-02-06,185850
2021-02-07,187719
2021-02-08,190414
2021-02-09,193837
2021-02-10,197477
2021-02-11,201215
2021-02-12,205926
2021-02-13,211358
2021-02-14,214242
2021-02-15,217672
2021-02-16,223188
2021-02-17,231861
2021-02-18,240660
2021-02-19,248766
2021-02-20,257313
2021-02-21,260750
2021-02-22,264817
2021-02-23,273098
2021-02-24,284991
2021-02-25,298473
2021-02-26,311276
2021-02-27,323484
2021-02-28,328930
2021-03-01,334257
2021-03-02,340011
2021-03-03,346626
2021-03-04,357399
2021-03-05,372225
2021-03-06,385756
2021-03-07,390509
2021-03-08,396879
2021-03-09,402661
2021-03-10,410207
2021-03-11,419111
2021-03-12,435736
2021-03-13,471191
2021-03-14,489384
2021-03-15,514864
2021-03-16,556724
2021-03-17,610316
2021-03-18,693560
2021-03-19,810978
2021-03-20,958440
2021-03-21,1015028
2021-03-22,1066863
2021-03-23,1115156
2021-03-24,1162903
2021-03-25,1212155
2021-03-26,1264088
2021-03-27,1329223
2021-03-28,1359337
2021-03-29,1384292
2021-03-30,1405747
2021-03-31,1426124
2021-04-01,1433278
2021-04-02,1437058
2021-04-03,1442630
2021-04-04,1444212
2021-04-05,1445171
2021-04-06,1448293
2021-04-07,1451751
2021-04-08,1454544
2021-04-09,1458233
2021-04-10,1462153
2021-04-11,1463973
2021-04-12,1465233
2021-04-13,1466479
2021-04-14,1467795
2021-04-15,1469139
2021-04-16,1470546
2021-04-17,1472107
2021-04-18,1472849
2021-04-19,1473563
2021-04-20,1474452
2021-04-21,1475432
2021-04-22,1476524
2021-04-23,1477784
2021-04-24,1479058
2021-04-25,1479639
2021-04-26,1480297
2021-04-27,1480941
2021-04-28,1481795
2021-04-29,1482719
2021-04-30,1483727
2021-05-01,1484714
2021-05-02,1485127
2021-05-03,1485379
2021-05-04,1485967
2021-05-05,1486604
2021-05-06,1487339
2021-05-07,1488053
2021-05-08,1489068
2021-05-09,1489551
2021-05-10,1490097
2021-05-11,1490930
2021-05-12,1491882
2021-05-13,1492897
2021-05-14,1494038
2021-05-15,1495368
2021-05-16,1495977
2021-05-17,1496544
2021-05-18,1497538
2021-05-19,1498784
2021-05-20,1499995
2021-05-21,1501080
2021-05-22,1502074
2021-05-23,1502088
2021-05-24,1502095
total,1816822
