,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,49,35
2020-12-02,49,35
2020-12-03,49,35
2020-12-04,49,35
2020-12-05,49,35
2020-12-06,49,35
2020-12-07,56,42
2020-12-08,763,742
2020-12-09,1953,1904
2020-12-10,3801,3738
2020-12-11,5684,5495
2020-12-12,7021,6720
2020-12-13,7784,7406
2020-12-14,9919,9408
2020-12-15,32830,30716
2020-12-16,74130,67081
2020-12-17,113785,100163
2020-12-18,143199,124859
2020-12-19,180726,155911
2020-12-20,209097,178990
2020-12-21,226548,192976
2020-12-22,257705,219219
2020-12-23,282163,239400
2020-12-24,287707,243943
2020-12-25,287714,243950
2020-12-26,287735,243964
2020-12-27,287875,244076
2020-12-28,288260,244391
2020-12-29,297850,252140
2020-12-30,321111,270249
2020-12-31,337568,282394
2021-01-01,341278,285138
2021-01-02,346136,288827
2021-01-03,347522,289835
2021-01-04,348873,290899
2021-01-05,353325,294301
2021-01-06,362621,301560
2021-01-07,407176,336973
2021-01-08,466123,382123
2021-01-09,518378,420672
2021-01-10,541191,437885
2021-01-11,553161,446915
2021-01-12,585214,470407
2021-01-13,638694,510223
2021-01-14,699083,555002
2021-01-15,772240,609035
2021-01-16,845663,662116
2021-01-17,876337,684677
2021-01-18,896315,698719
2021-01-19,952455,740614
2021-01-20,1002883,776629
2021-01-21,1051134,809760
2021-01-22,1110732,850486
2021-01-23,1161923,884527
2021-01-24,1176798,894789
2021-01-25,1193535,905310
2021-01-26,1212036,916671
2021-01-27,1229130,927269
2021-01-28,1251656,941829
2021-01-29,1273979,955787
2021-01-30,1290730,966273
2021-01-31,1297065,970466
2021-02-01,1305500,975310
2021-02-02,1314040,979874
2021-02-03,1322860,984606
2021-02-04,1331729,989394
2021-02-05,1340136,993832
2021-02-06,1346065,997003
2021-02-07,1348781,998606
2021-02-08,1353709,1001259
2021-02-09,1359505,1004262
2021-02-10,1366190,1007706
2021-02-11,1372413,1010898
2021-02-12,1378314,1013964
2021-02-13,1382101,1016057
2021-02-14,1383466,1016750
2021-02-15,1385657,1017898
2021-02-16,1387813,1019018
2021-02-17,1389997,1020194
2021-02-18,1392111,1021300
2021-02-19,1393819,1022182
2021-02-20,1394925,1022770
2021-02-21,1395296,1022980
2021-02-22,1396234,1023470
2021-02-23,1397592,1024261
2021-02-24,1399181,1025031
2021-02-25,1400826,1025941
2021-02-26,1402317,1026760
2021-02-27,1403199,1027236
2021-02-28,1403500,1027383
2021-03-01,1404102,1027684
2021-03-02,1404928,1028118
2021-03-03,1405873,1028664
2021-03-04,1407119,1029273
2021-03-05,1408442,1030015
2021-03-06,1409261,1030498
2021-03-07,1409471,1030617
2021-03-08,1409905,1030883
2021-03-09,1410598,1031233
2021-03-10,1411326,1031611
2021-03-11,1412019,1031975
2021-03-12,1412698,1032395
2021-03-13,1413230,1032696
2021-03-14,1413398,1032801
2021-03-15,1413804,1033046
2021-03-16,1414350,1033340
2021-03-17,1414840,1033578
2021-03-18,1415456,1033914
2021-03-19,1416030,1034236
2021-03-20,1416450,1034488
2021-03-21,1416590,1034572
2021-03-22,1416877,1034719
2021-03-23,1417276,1034943
2021-03-24,1417731,1035195
2021-03-25,1418235,1035538
2021-03-26,1418739,1035797
2021-03-27,1419180,1036049
2021-03-28,1419369,1036140
2021-03-29,1419705,1036329
2021-03-30,1420083,1036574
2021-03-31,1420503,1036819
2021-04-01,1420888,1037036
2021-04-02,1421063,1037134
2021-04-03,1421224,1037225
2021-04-04,1421280,1037260
2021-04-05,1421322,1037288
2021-04-06,1421469,1037414
2021-04-07,1421777,1037610
2021-04-08,1422057,1037764
2021-04-09,1422393,1037995
2021-04-10,1422603,1038149
2021-04-11,1422701,1038212
2021-04-12,1422848,1038289
2021-04-13,1423023,1038373
2021-04-14,1423219,1038478
2021-04-15,1423429,1038604
2021-04-16,1423625,1038751
2021-04-17,1423772,1038849
2021-04-18,1423828,1038884
2021-04-19,1423961,1038940
2021-04-20,1424108,1039031
2021-04-21,1424290,1039122
2021-04-22,1424430,1039199
2021-04-23,1424556,1039283
2021-04-24,1424633,1039360
2021-04-25,1424668,1039395
2021-04-26,1424773,1039451
2021-04-27,1424899,1039528
2021-04-28,1425032,1039598
2021-04-29,1425172,1039696
2021-04-30,1425305,1039759
2021-05-01,1425354,1039794
2021-05-02,1425382,1039808
2021-05-03,1425396,1039836
2021-05-04,1425466,1039871
2021-05-05,1425571,1039941
2021-05-06,1425669,1039997
2021-05-07,1425753,1040046
2021-05-08,1425830,1040088
2021-05-09,1425851,1040109
2021-05-10,1425914,1040137
2021-05-11,1425998,1040193
2021-05-12,1426131,1040249
2021-05-13,1426229,1040305
2021-05-14,1426313,1040368
2021-05-15,1426390,1040396
2021-05-16,1426432,1040410
2021-05-17,1426481,1040445
2021-05-18,1426572,1040487
2021-05-19,1426670,1040557
2021-05-20,1426803,1040613
2021-05-21,1426887,1040669
2021-05-22,1426929,1040711
2021-05-23,1426936,1040718
2021-05-24,1426957,1040732
2021-05-25,1426992,1040746
2021-05-26,1427020,1040767
total,1492519,1086351
