,8,9,10,11,12
2020-11-28,0,0,0,0,0
2020-11-29,0,0,0,0,0
2020-11-30,0,0,0,0,0
2020-12-01,0,0,0,0,0
2020-12-02,0,0,0,0,0
2020-12-03,0,0,0,0,0
2020-12-04,0,0,0,0,0
2020-12-05,0,0,0,0,0
2020-12-06,0,0,0,0,0
2020-12-07,0,0,0,0,0
2020-12-08,0,0,0,0,7
2020-12-09,0,0,0,7,14
2020-12-10,0,0,0,14,28
2020-12-11,0,0,0,21,35
2020-12-12,0,0,0,28,49
2020-12-13,0,0,0,28,56
2020-12-14,0,0,0,35,70
2020-12-15,0,0,0,70,154
2020-12-16,0,0,0,133,329
2020-12-17,0,0,7,182,497
2020-12-18,0,7,14,245,630
2020-12-19,0,7,21,280,728
2020-12-20,7,7,21,315,826
2020-12-21,7,7,21,350,910
2020-12-22,7,7,28,399,1022
2020-12-23,14,35,70,490,1309
2020-12-24,28,70,119,595,1631
2020-12-25,28,70,119,595,1631
2020-12-26,28,70,119,595,1631
2020-12-27,28,70,119,595,1631
2020-12-28,28,70,119,595,1631
2020-12-29,56,126,203,763,2177
2020-12-30,245,462,721,1610,4837
2020-12-31,378,742,1134,2275,6776
2021-01-01,399,770,1183,2345,7119
2021-01-02,413,784,1218,2380,7266
2021-01-03,413,791,1225,2394,7329
2021-01-04,420,812,1246,2429,7406
2021-01-05,434,840,1302,2527,7784
2021-01-06,483,924,1428,2758,8526
2021-01-07,602,1162,1834,3437,10801
2021-01-08,791,1498,2401,4403,13923
2021-01-09,896,1743,2786,5026,16044
2021-01-10,924,1799,2877,5194,16618
2021-01-11,1029,2023,3213,5754,18613
2021-01-12,1190,2338,3759,6657,21686
2021-01-13,1365,2653,4263,7497,24500
2021-01-14,1575,2996,4823,8491,27860
2021-01-15,1897,3500,5621,9814,32228
2021-01-16,2100,3850,6146,10661,35091
2021-01-17,2170,3983,6356,10976,36211
2021-01-18,2324,4263,6748,11648,38409
2021-01-19,2464,4522,7140,12278,40530
2021-01-20,2618,4746,7504,12852,42217
2021-01-21,2842,5096,8078,13699,44702
2021-01-22,3220,5726,9009,15050,49238
2021-01-23,3339,5915,9408,15428,50316
2021-01-24,3395,5978,9534,15533,50757
2021-01-25,3437,6055,9632,15659,51079
2021-01-26,3479,6139,9758,15820,51513
2021-01-27,3528,6209,9856,15953,51870
2021-01-28,3584,6293,9989,16086,52234
2021-01-29,3654,6405,10150,16254,52647
2021-01-30,3675,6482,10269,16317,52787
2021-01-31,3682,6517,10318,16331,52836
2021-02-01,3710,6594,10416,16408,53039
2021-02-02,3752,6685,10486,16471,53263
2021-02-03,3815,6811,10584,16569,53564
2021-02-04,3864,6930,10703,16695,53893
2021-02-05,3927,7098,10822,16814,54257
2021-02-06,3955,7224,10885,16863,54376
2021-02-07,3962,7266,10913,16877,54425
2021-02-08,4004,7371,10962,16940,54586
2021-02-09,4074,7469,11039,17024,54866
2021-02-10,4179,7623,11144,17150,55265
2021-02-11,4284,7784,11270,17297,55643
2021-02-12,4403,7931,11382,17430,56105
2021-02-13,4466,8015,11431,17472,56273
2021-02-14,4480,8029,11431,17486,56308
2021-02-15,4536,8092,11487,17570,56539
2021-02-16,4592,8148,11543,17619,56749
2021-02-17,4648,8197,11606,17682,56959
2021-02-18,4711,8267,11655,17766,57176
2021-02-19,4767,8323,11711,17843,57407
2021-02-20,4809,8337,11725,17857,57449
2021-02-21,4816,8337,11732,17857,57456
2021-02-22,4844,8351,11753,17871,57498
2021-02-23,4879,8379,11781,17920,57624
2021-02-24,4928,8428,11816,17962,57736
2021-02-25,4977,8477,11865,18004,57855
2021-02-26,5019,8505,11900,18039,57967
2021-02-27,5047,8519,11914,18060,57981
2021-02-28,5054,8519,11921,18067,58002
2021-03-01,5075,8533,11942,18088,58065
2021-03-02,5096,8554,11963,18116,58163
2021-03-03,5131,8589,11977,18137,58247
2021-03-04,5187,8610,12005,18186,58310
2021-03-05,5229,8659,12033,18214,58415
2021-03-06,5243,8659,12040,18228,58443
2021-03-07,5243,8666,12040,18228,58443
2021-03-08,5264,8673,12061,18249,58485
2021-03-09,5299,8687,12082,18270,58541
2021-03-10,5306,8701,12103,18291,58604
2021-03-11,5320,8715,12124,18319,58653
2021-03-12,5348,8736,12138,18340,58737
2021-03-13,5362,8743,12145,18347,58744
2021-03-14,5362,8743,12145,18347,58744
2021-03-15,5383,8743,12152,18361,58772
2021-03-16,5397,8764,12166,18382,58814
2021-03-17,5404,8771,12187,18403,58863
2021-03-18,5418,8792,12215,18417,58926
2021-03-19,5432,8813,12236,18431,58975
2021-03-20,5446,8820,12243,18438,58982
2021-03-21,5446,8827,12243,18438,58982
2021-03-22,5453,8827,12257,18445,59003
2021-03-23,5467,8841,12264,18459,59045
2021-03-24,5474,8855,12278,18480,59087
2021-03-25,5481,8862,12299,18494,59143
2021-03-26,5495,8883,12313,18522,59213
2021-03-27,5502,8883,12320,18543,59241
2021-03-28,5502,8890,12320,18543,59248
2021-03-29,5509,8897,12334,18557,59283
2021-03-30,5509,8911,12348,18571,59318
2021-03-31,5523,8925,12369,18592,59374
2021-04-01,5530,8932,12383,18599,59416
2021-04-02,5530,8939,12383,18599,59423
2021-04-03,5537,8939,12390,18613,59430
2021-04-04,5537,8939,12390,18613,59430
2021-04-05,5537,8939,12390,18613,59437
2021-04-06,5544,8953,12397,18627,59479
2021-04-07,5544,8960,12404,18634,59514
2021-04-08,5551,8967,12411,18641,59549
2021-04-09,5551,8981,12418,18655,59598
2021-04-10,5551,8988,12425,18662,59626
2021-04-11,5558,8995,12432,18669,59640
2021-04-12,5558,9002,12446,18676,59661
2021-04-13,5565,9009,12453,18683,59689
2021-04-14,5565,9016,12460,18697,59717
2021-04-15,5565,9023,12467,18711,59738
2021-04-16,5572,9030,12474,18718,59759
2021-04-17,5572,9030,12474,18718,59766
2021-04-18,5572,9030,12474,18718,59766
2021-04-19,5572,9030,12481,18725,59780
2021-04-20,5579,9037,12488,18725,59801
2021-04-21,5579,9044,12488,18732,59815
2021-04-22,5586,9044,12488,18732,59822
2021-04-23,5586,9051,12495,18739,59836
2021-04-24,5586,9051,12495,18739,59836
2021-04-25,5586,9051,12495,18739,59836
2021-04-26,5593,9051,12495,18746,59843
2021-04-27,5593,9058,12502,18753,59850
2021-04-28,5593,9065,12502,18760,59857
2021-04-29,5600,9065,12509,18767,59871
2021-04-30,5600,9072,12509,18767,59878
2021-05-01,5607,9072,12516,18767,59878
2021-05-02,5607,9072,12516,18767,59878
2021-05-03,5607,9072,12516,18767,59878
2021-05-04,5607,9072,12516,18774,59885
2021-05-05,5607,9072,12516,18774,59885
2021-05-06,5607,9072,12523,18781,59885
2021-05-07,5614,9079,12523,18781,59892
2021-05-08,5614,9079,12523,18781,59892
2021-05-09,5614,9079,12523,18781,59892
2021-05-10,5614,9079,12530,18788,59899
2021-05-11,5614,9079,12530,18788,59906
2021-05-12,5621,9086,12530,18788,59906
2021-05-13,5628,9086,12537,18788,59913
2021-05-14,5628,9086,12537,18795,59920
2021-05-15,5628,9086,12544,18795,59920
2021-05-16,5628,9086,12544,18795,59920
2021-05-17,5628,9093,12544,18802,59927
