,0,1,2,3,4,5,6,7,8,9
2020-11-28,9461347,107758,1113504,2071370,833070,1074955,1786813,915495,1179612,1298423
2020-11-29,9461347,107758,1113504,2071370,833070,1074955,1786813,915488,1179605,1298423
2020-11-30,9461347,107758,1113504,2071370,833070,1074955,1786813,915488,1179605,1298423
2020-12-01,9461347,107758,1113483,2071363,833063,1074948,1786813,915488,1179605,1298423
2020-12-02,9461347,107758,1113483,2071363,833063,1074948,1786813,915488,1179605,1298423
2020-12-03,9461347,107758,1113483,2071363,833063,1074948,1786813,915488,1179605,1298423
2020-12-04,9461347,107758,1113483,2071363,833063,1074948,1786813,915488,1179605,1298416
2020-12-05,9461347,107758,1113483,2071363,833063,1074948,1786813,915488,1179605,1298416
2020-12-06,9461340,107758,1113483,2071363,833063,1074948,1786813,915488,1179605,1298416
2020-12-07,9461340,107758,1113476,2071363,833063,1074948,1786813,915481,1179605,1298416
2020-12-08,9460703,107751,1112559,2071321,832860,1074885,1786582,915369,1179395,1298213
2020-12-09,9459492,107737,1110669,2071258,832594,1074766,1786120,915110,1179052,1297870
2020-12-10,9458246,107702,1108471,2071146,832279,1074640,1785665,914872,1178765,1297583
2020-12-11,9456930,107688,1106350,2071076,831971,1074514,1785196,914634,1178464,1297226
2020-12-12,9455453,107681,1104950,2071013,831649,1074423,1784755,914445,1178142,1296883
2020-12-13,9454347,107674,1103753,2070978,831474,1074339,1784447,914263,1177904,1296617
2020-12-14,9452905,107646,1101548,2070887,831222,1074234,1784034,914032,1177568,1296302
2020-12-15,9450602,107520,1079911,2070670,830767,1074017,1783355,913682,1177008,1295763
2020-12-16,9447781,107282,1044162,2070390,830333,1073793,1782459,913227,1176252,1295035
2020-12-17,9444449,107065,1012312,2069746,829794,1073499,1781381,912590,1175363,1294160
2020-12-18,9441180,106855,991487,2069144,829234,1073170,1780338,912044,1174537,1293292
2020-12-19,9438401,106715,966665,2068395,828807,1072855,1779505,911512,1173816,1292620
2020-12-20,9434670,106575,944825,2067828,828303,1072505,1778413,910854,1172766,1291661
2020-12-21,9430008,106449,931539,2067149,827568,1072078,1776992,910000,1171443,1290366
2020-12-22,9425766,106281,906822,2066512,826854,1071672,1775620,909293,1170372,1289211
2020-12-23,9420096,105819,889133,2065798,825986,1071154,1773940,908327,1168993,1287860
2020-12-24,9417205,105308,885192,2065462,825559,1070902,1773177,907837,1168335,1287174
2020-12-25,9417184,105308,885185,2065462,825559,1070902,1773170,907837,1168328,1287167
2020-12-26,9417002,105308,885178,2065455,825545,1070895,1773142,907830,1168307,1287139
2020-12-27,9416029,105301,884982,2065434,825461,1070832,1772918,907697,1168097,1286943
2020-12-28,9414384,105301,884506,2065336,825279,1070720,1772568,907452,1167824,1286579
2020-12-29,9410226,104426,876582,2064909,824768,1070391,1771476,906857,1166991,1285648
2020-12-30,9401063,99876,857031,2062942,823368,1069586,1768907,905394,1164891,1283471
2020-12-31,9392131,96439,843171,2060905,822059,1068774,1766359,904064,1162826,1281364
2021-01-01,9389709,95928,840539,2060226,821723,1068550,1765638,903707,1162308,1280776
2021-01-02,9386566,95690,838124,2059477,821401,1068368,1764903,903315,1161706,1280111
2021-01-03,9383829,95599,836591,2059316,821170,1068228,1764287,902993,1161258,1279593
2021-01-04,9379076,95438,834855,2059092,820659,1067941,1763188,902391,1160341,1278627
2021-01-05,9370564,94857,831404,2058581,819735,1067402,1761144,901215,1158507,1276618
2021-01-06,9359042,93632,823697,2055837,818510,1066562,1758344,899444,1156022,1274035
2021-01-07,9342676,89901,788739,2046156,816585,1065169,1753941,896840,1152242,1270269
2021-01-08,9324987,84735,747271,2033423,814324,1063601,1749041,894201,1148287,1266195
2021-01-09,9309244,81249,710213,2022888,812196,1062166,1744897,891863,1144724,1262562
2021-01-10,9298793,80346,693357,2018345,811181,1061466,1742405,890596,1142687,1260322
2021-01-11,9283743,77119,684509,2014712,809403,1060598,1738737,888720,1139614,1257025
2021-01-12,9265116,72114,659323,2007243,807317,1059366,1734082,886382,1135701,1252909
2021-01-13,9244802,67466,620424,1990765,805070,1057805,1728818,883687,1131403,1248380
2021-01-14,9222528,62006,581028,1971893,802424,1055950,1723190,880586,1126629,1243403
2021-01-15,9197650,54684,531412,1949311,798721,1053801,1716631,877114,1121337,1237726
2021-01-16,9175950,49889,472794,1931041,795802,1051946,1710905,874132,1116801,1232966
2021-01-17,9160298,48055,447636,1923362,794073,1050784,1707258,872102,1113700,1229662
2021-01-18,9142049,44352,433111,1914815,792036,1049510,1702890,869778,1110123,1225812
2021-01-19,9121546,40817,390999,1878898,788676,1047648,1697731,866971,1106070,1221507
2021-01-20,9098677,37807,345674,1831907,784133,1045380,1691942,863996,1101534,1216950
2021-01-21,9075479,33334,306670,1778224,778148,1042678,1685740,860832,1096970,1211966
2021-01-22,9049544,25508,255871,1693370,769643,1038814,1678033,857122,1091846,1206331
2021-01-23,9028425,23331,214186,1587250,760907,1035545,1672020,854133,1087702,1201949
2021-01-24,9015797,22547,202216,1549772,756686,1033627,1668541,852187,1085175,1199275
2021-01-25,9000474,21882,189525,1517152,752696,1031737,1664474,850199,1082137,1196083
2021-01-26,8982869,21035,174195,1471554,746641,1029392,1659525,847833,1078791,1192485
2021-01-27,8966300,20335,161798,1425032,739711,1026585,1654849,845586,1075592,1188943
2021-01-28,8949325,19558,146356,1345834,727510,1022777,1649816,843241,1072281,1185373
2021-01-29,8931167,18634,130396,1224797,713454,1018115,1644132,840420,1068592,1181586
2021-01-30,8916572,18214,119252,1094296,695849,1014370,1639526,838201,1065603,1178520
2021-01-31,8905323,18060,114751,1019473,685622,1010534,1636355,836500,1063461,1176189
2021-02-01,8894781,17577,108626,956298,674401,1004570,1633163,834904,1061438,1174005
2021-02-02,8883637,17087,102207,882889,659603,998389,1629390,833014,1059135,1171576
2021-02-03,8871366,16401,95781,789005,637581,990017,1625057,830872,1056545,1169056
2021-02-04,8858122,15659,89383,691747,611233,979412,1619688,828576,1053836,1166179
2021-02-05,8845333,14840,83244,601202,583814,967708,1614466,826196,1051148,1163379
2021-02-06,8834161,14448,79254,484113,541233,951307,1609153,823991,1048635,1160845
2021-02-07,8827504,14301,77385,425929,522298,941878,1606297,822556,1047074,1159319
2021-02-08,8820413,13874,73556,375004,502593,929348,1603084,821261,1045639,1157765
2021-02-09,8811663,13279,69097,313159,477995,900886,1598338,819399,1043714,1155854
2021-02-10,8801821,12383,64001,266126,452648,855386,1591611,816508,1041474,1153733
2021-02-11,8790131,11466,59367,221774,424970,790223,1581685,812469,1038464,1151108
2021-02-12,8776621,10493,55048,184982,400638,715575,1567153,807268,1034873,1147685
2021-02-13,8762019,10087,52507,153552,379260,629496,1551949,801759,1031415,1144297
2021-02-14,8753962,10010,51555,144382,372190,592130,1543647,798973,1029231,1142239
2021-02-15,8744225,9520,49910,136381,365414,550648,1533672,795991,1026907,1140027
2021-02-16,8730904,9093,48356,129409,355096,495943,1502487,788361,1022525,1136338
2021-02-17,8712284,8652,46732,123214,341642,435575,1444842,776979,1015371,1130633
2021-02-18,8692964,8169,45248,118237,328643,388465,1389626,766878,1008434,1124970
2021-02-19,8675058,7700,43995,114590,317128,351953,1347122,758023,1002477,1120224
2021-02-20,8657201,7567,43316,111517,306334,320635,1304184,749084,996842,1115296
2021-02-21,8648808,7546,43078,110607,301819,308658,1290681,744933,994420,1113077
2021-02-22,8638392,7434,42448,108843,295106,291641,1273762,740509,991312,1110151
2021-02-23,8620269,7168,41342,106337,282037,272237,1227625,731409,984844,1104572
2021-02-24,8596665,6867,40194,102893,264950,246463,1165633,713958,976675,1097600
2021-02-25,8570422,6566,38969,99407,244643,222544,1100358,691481,966945,1089830
2021-02-26,8541995,6314,37828,96180,224392,199108,1033809,664363,956186,1081773
2021-02-27,8516872,6223,37275,94150,209139,183071,983080,641634,948066,1075221
2021-02-28,8504587,6181,37114,93359,203217,174601,967281,625667,944405,1072008
2021-03-01,8493268,6041,36645,92295,198191,168840,954086,608881,941241,1069173
2021-03-02,8481669,5852,35973,90979,192906,162834,938238,587517,937314,1065708
2021-03-03,8463812,5670,35133,89404,185255,155792,908768,559832,930419,1060731
2021-03-04,8442700,5453,34223,87248,175336,146034,867699,521892,921473,1053738
2021-03-05,8418172,5194,33306,84861,166019,136178,823025,484708,909818,1046465
2021-03-06,8392174,5138,32795,83272,156709,127456,775152,445508,897344,1038359
2021-03-07,8383452,5131,32683,82887,153993,125342,763700,425607,892493,1036084
2021-03-08,8374079,5012,32305,81781,150556,121548,749280,401450,885612,1033655
2021-03-09,8362942,4865,31696,80591,146636,117852,732697,379743,874083,1030190
2021-03-10,8349355,4739,31122,79464,142870,114422,713349,357182,857990,1026018
2021-03-11,8336979,4620,30576,78225,139671,111146,697165,335230,837830,1020271
2021-03-12,8315279,4445,30058,76923,135324,106505,668773,306369,806302,1006341
2021-03-13,8284948,4410,29687,75768,130347,101024,628642,270368,754068,974687
2021-03-14,8271249,4403,29561,75334,128240,98273,611212,251587,725718,963431
2021-03-15,8252657,4340,29169,74466,124859,94234,587447,230741,673680,948129
2021-03-16,8229529,4228,28735,73514,121968,90895,561288,212492,614355,919912
2021-03-17,8201536,4116,28357,72597,119000,88144,537992,197400,559608,875791
2021-03-18,8170547,3983,27916,71645,116242,85253,513128,182175,505764,804468
2021-03-19,8133230,3857,27503,70763,113064,82691,487242,165837,447216,729736
2021-03-20,8080870,3815,27223,70014,109802,79604,454419,148582,380142,607537
2021-03-21,8054214,3808,27125,69720,108626,78722,441455,141428,348152,562954
2021-03-22,8029980,3759,26859,69076,106890,77364,427777,134918,320397,522074
2021-03-23,8000398,3668,26558,68383,104804,75817,414414,129269,295820,481012
2021-03-24,7965496,3577,26145,67536,102487,74389,401779,123662,274967,443233
2021-03-25,7922614,3465,25746,66759,100352,72996,389242,118566,256046,405328
2021-03-26,7869687,3325,25417,66024,97965,71638,375424,113267,235774,365890
2021-03-27,7788844,3262,25123,65247,95543,70168,358057,107324,213528,316351
2021-03-28,7744086,3234,24997,64939,94395,69489,349776,104538,200837,292768
2021-03-29,7709723,3157,24759,64456,93016,68579,341880,101850,190939,274239
2021-03-30,7671909,3087,24451,63847,91623,67662,334593,99456,182693,258286
2021-03-31,7632156,2968,24157,63203,89922,66717,327096,97405,174916,242172
2021-04-01,7602147,2884,23905,62608,88662,66122,321615,96089,169624,235130
2021-04-02,7584241,2870,23716,62293,88214,65863,318794,95375,165382,231014
2021-04-03,7567231,2842,23597,62090,87752,65604,315924,94486,160720,226310
2021-04-04,7559146,2835,23555,61999,87542,65492,314244,94094,158445,224448
2021-04-05,7555415,2835,23520,61950,87388,65408,313327,93877,157437,223636
2021-04-06,7542724,2751,23408,61684,86870,65086,311017,93331,155764,221606
2021-04-07,7527618,2688,23142,61236,86044,64589,307741,92351,153699,218715
2021-04-08,7514745,2625,22960,60823,85407,64148,305123,91476,152019,215999
2021-04-09,7499009,2541,22736,60361,84623,63665,302043,90573,149842,212464
2021-04-10,7478856,2492,22582,59997,83986,63287,299369,89901,147952,208929
2021-04-11,7468440,2457,22512,59829,83713,63147,298305,89614,147301,207445
2021-04-12,7462840,2415,22379,59570,83342,62909,297136,89264,146594,206206
2021-04-13,7450436,2359,22232,59241,82971,62664,295757,88858,145859,205030
2021-04-14,7424480,2289,22085,58919,82572,62398,294357,88529,145089,203840
2021-04-15,7389620,2247,21938,58562,82152,62146,292572,88130,144333,202545
2021-04-16,7353101,2198,21812,58184,81753,61894,290857,87794,143626,201320
2021-04-17,7311290,2191,21721,57925,81431,61691,289282,87458,142968,200137
2021-04-18,7283157,2184,21672,57806,81256,61607,288386,87339,142653,199528
2021-04-19,7256130,2156,21574,57610,81004,61383,287420,87045,142135,198835
2021-04-20,7230363,2121,21448,57379,80661,61145,286328,86758,141722,198135
2021-04-21,7199668,2086,21329,57078,80311,60914,284928,86408,141134,197211
2021-04-22,7165025,2065,21224,56805,79926,60676,283493,86121,140574,196245
2021-04-23,7128513,2044,21119,56504,79548,60403,281939,85806,140049,195202
2021-04-24,7081151,2037,21056,56231,79205,60221,280476,85568,139510,194257
2021-04-25,7058639,2030,21021,56063,79044,60130,279678,85421,139237,193788
2021-04-26,7037688,2016,20937,55867,78778,59955,278768,85218,138677,193018
2021-04-27,7006475,1995,20832,55636,78463,59773,277508,84910,138054,192290
2021-04-28,6972175,1967,20734,55398,78085,59542,276101,84679,137578,191576
2021-04-29,6933052,1925,20629,55125,77707,59325,274603,84448,137130,190876
2021-04-30,6894118,1918,20545,54894,77343,59129,273273,84252,136640,190064
2021-05-01,6853140,1904,20503,54733,77091,58975,272104,84112,136318,189497
2021-05-02,6827947,1904,20482,54670,76965,58912,271397,84035,136122,189168
