,F,M
2020-11-28,14,7
2020-11-29,14,7
2020-11-30,14,7
2020-12-01,14,14
2020-12-02,14,14
2020-12-03,14,14
2020-12-04,14,14
2020-12-05,14,14
2020-12-06,14,14
2020-12-07,14,14
2020-12-08,322,147
2020-12-09,840,357
2020-12-10,1393,574
2020-12-11,1946,798
2020-12-12,2506,1008
2020-12-13,2842,1155
2020-12-14,3311,1351
2020-12-15,4144,1652
2020-12-16,5096,2030
2020-12-17,6279,2464
2020-12-18,7441,2912
2020-12-19,8358,3262
2020-12-20,9485,3731
2020-12-21,11039,4340
2020-12-22,12523,4942
2020-12-23,14308,5712
2020-12-24,15113,6090
2020-12-25,15113,6097
2020-12-26,15141,6111
2020-12-27,15358,6202
2020-12-28,15743,6356
2020-12-29,16919,6783
2020-12-30,19761,7924
2020-12-31,22533,9009
2021-01-01,23282,9324
2021-01-02,24031,9639
2021-01-03,24654,9863
2021-01-04,25802,10325
2021-01-05,28007,11095
2021-01-06,30975,12166
2021-01-07,35539,13944
2021-01-08,40523,16135
2021-01-09,45080,17864
2021-01-10,47698,18753
2021-01-11,51499,20405
2021-01-12,56252,22400
2021-01-13,61628,24563
2021-01-14,67354,27132
2021-01-15,74326,30443
2021-01-16,80395,33033
2021-01-17,84336,34468
2021-01-18,88732,36484
2021-01-19,94444,39319
2021-01-20,101143,42959
2021-01-21,108815,47495
2021-01-22,118657,53872
2021-01-23,127757,59549
2021-01-24,132510,62510
2021-01-25,137578,65513
2021-01-26,144256,69860
2021-01-27,151172,74557
2021-01-28,160930,82040
2021-01-29,172242,90489
2021-01-30,184779,100170
2021-01-31,192360,105994
2021-02-01,200270,112497
2021-02-02,210497,120848
2021-02-03,224686,133014
2021-02-04,241654,147770
2021-02-05,259238,162841
2021-02-06,284704,185290
2021-02-07,296359,195447
2021-02-08,308371,206346
2021-02-09,323617,220444
2021-02-10,340221,235928
2021-02-11,359373,254387
2021-02-12,378721,273903
2021-02-13,397096,292138
2021-02-14,404698,299915
2021-02-15,412860,308504
2021-02-16,431655,331219
2021-02-17,463498,370510
2021-02-18,494270,407981
2021-02-19,518896,437381
2021-02-20,543270,466781
2021-02-21,551383,476700
2021-02-22,562310,489412
2021-02-23,589260,521668
2021-02-24,625338,564732
2021-02-25,665665,610029
2021-02-26,706342,656222
2021-02-27,737513,691103
2021-02-28,748013,702352
2021-03-01,756938,711662
2021-03-02,767361,722379
2021-03-03,785211,741678
2021-03-04,809263,768677
2021-03-05,834589,797412
2021-03-06,861595,827673
2021-03-07,868259,835205
2021-03-08,876512,844830
2021-03-09,886067,855813
2021-03-10,896980,868035
2021-03-11,906045,878381
2021-03-12,921270,895951
2021-03-13,942312,920101
2021-03-14,951062,930930
2021-03-15,963557,945644
2021-03-16,976745,961534
2021-03-17,988813,975800
2021-03-18,1001686,990640
2021-03-19,1015161,1006327
2021-03-20,1031870,1025829
2021-03-21,1038247,1033627
2021-03-22,1045373,1041964
2021-03-23,1052667,1050147
2021-03-24,1059688,1058113
2021-03-25,1066646,1065862
2021-03-26,1074353,1074416
2021-03-27,1083663,1084951
2021-03-28,1088080,1089991
2021-03-29,1092378,1094982
2021-03-30,1096550,1099511
2021-03-31,1100995,1104285
2021-04-01,1104159,1107869
2021-04-02,1105664,1109640
2021-04-03,1107211,1111432
2021-04-04,1108037,1112496
2021-04-05,1108513,1113098
2021-04-06,1109857,1114582
2021-04-07,1111789,1116766
2021-04-08,1113287,1118523
2021-04-09,1115016,1120651
2021-04-10,1116626,1122366
2021-04-11,1117242,1123101
2021-04-12,1117949,1123927
2021-04-13,1118740,1124886
2021-04-14,1119594,1125824
2021-04-15,1120658,1126972
2021-04-16,1121687,1128064
2021-04-17,1122625,1129030
2021-04-18,1123178,1129562
2021-04-19,1123759,1130199
2021-04-20,1124473,1130927
2021-04-21,1125348,1131816
2021-04-22,1126286,1132705
2021-04-23,1127266,1133664
2021-04-24,1128204,1134553
2021-04-25,1128701,1135029
2021-04-26,1129261,1135638
2021-04-27,1130101,1136387
2021-04-28,1130969,1137297
2021-04-29,1131977,1138193
2021-04-30,1132866,1139005
2021-05-01,1133678,1139621
2021-05-02,1134154,1139985
2021-05-03,1134504,1140237
2021-05-04,1135113,1140776
2021-05-05,1135904,1141504
2021-05-06,1136870,1142316
2021-05-07,1137801,1143128
2021-05-08,1138697,1143870
2021-05-09,1139159,1144227
2021-05-10,1139803,1144864
2021-05-11,1140692,1145697
2021-05-12,1142169,1147013
2021-05-13,1143800,1148434
2021-05-14,1145284,1149589
2021-05-15,1146817,1150793
2021-05-16,1147552,1151346
2021-05-17,1148175,1151927
2021-05-18,1149288,1152858
2021-05-19,1150975,1154181
2021-05-20,1152543,1155357
2021-05-21,1153817,1156330
2021-05-22,1154895,1157205
2021-05-23,1155448,1157653
2021-05-24,1156120,1158325
2021-05-25,1157030,1159144
2021-05-26,1158241,1160159
total,1304625,1319633
