,1,2,3,4,5,6
2020-11-28,996324,36876,254135,140497,35672,528017
2020-11-29,996324,36876,254135,140497,35672,528017
2020-11-30,996324,36876,254135,140497,35672,528017
2020-12-01,996324,36876,254135,140497,35672,528017
2020-12-02,996317,36876,254135,140497,35672,528017
2020-12-03,996317,36876,254135,140497,35672,528017
2020-12-04,996317,36876,254135,140497,35672,528010
2020-12-05,996317,36876,254135,140497,35672,528010
2020-12-06,996317,36876,254135,140497,35672,528010
2020-12-07,996317,36876,254135,140497,35672,528010
2020-12-08,996058,36869,254107,140490,35672,527891
2020-12-09,995729,36862,254044,140469,35672,527702
2020-12-10,995330,36848,253974,140448,35658,527478
2020-12-11,994889,36834,253904,140406,35644,527261
2020-12-12,994483,36827,253834,140385,35637,527079
2020-12-13,994329,36820,253799,140371,35623,526988
2020-12-14,994063,36813,253743,140357,35623,526813
2020-12-15,993468,36785,253631,140322,35602,526533
2020-12-16,992831,36778,253519,140273,35588,526225
2020-12-17,992103,36743,253358,140224,35574,525840
2020-12-18,991396,36715,253190,140161,35553,525420
2020-12-19,990801,36701,253071,140112,35546,525070
2020-12-20,990115,36680,252882,140056,35525,524685
2020-12-21,989149,36652,252679,139972,35497,524202
2020-12-22,988204,36631,252448,139888,35476,523754
2020-12-23,987168,36596,252196,139797,35448,523194
2020-12-24,986713,36568,252070,139762,35434,522907
2020-12-25,986713,36568,252049,139762,35434,522907
2020-12-26,986678,36568,252028,139755,35434,522886
2020-12-27,986566,36561,252000,139727,35427,522809
2020-12-28,986370,36554,251930,139706,35420,522683
2020-12-29,985635,36512,251706,139636,35392,522291
2020-12-30,983962,36449,251286,139454,35350,521360
2020-12-31,982492,36400,250922,139328,35315,520492
2021-01-01,982044,36379,250831,139300,35301,520268
2021-01-02,981547,36358,250705,139251,35280,520023
2021-01-03,981246,36344,250621,139223,35280,519869
2021-01-04,980665,36309,250439,139146,35259,519526
2021-01-05,979496,36260,250082,138978,35210,518875
2021-01-06,977949,36197,249683,138789,35154,518049
2021-01-07,975667,36092,248997,138502,35105,516810
2021-01-08,972622,36008,248248,138208,35021,515333
2021-01-09,969899,35910,247716,137921,34965,513905
2021-01-10,968583,35861,247401,137795,34930,513163
2021-01-11,966546,35770,247016,137529,34874,512036
2021-01-12,963956,35672,246505,137130,34825,510762
2021-01-13,960687,35560,245756,136640,34727,509194
2021-01-14,956865,35420,244909,136073,34650,507353
2021-01-15,952091,35238,243985,135436,34545,505043
2021-01-16,948619,35105,243222,135037,34496,503279
2021-01-17,946554,35035,242760,134813,34447,502187
2021-01-18,943726,34902,242242,134351,34377,500808
2021-01-19,939036,34720,241353,133693,34265,498750
2021-01-20,932162,34503,240030,132825,34118,495796
2021-01-21,923188,34216,238651,131810,33957,491946
2021-01-22,910259,33866,236992,130669,33733,486444
2021-01-23,895524,33523,235249,129717,33460,479969
2021-01-24,888622,33369,234297,129234,33313,476945
2021-01-25,881720,33173,233296,128506,33152,473879
2021-01-26,872249,32921,231994,127624,32928,469770
2021-01-27,860832,32634,230069,126567,32634,464471
2021-01-28,842303,32249,227332,125160,32305,456575
2021-01-29,817362,31696,224406,123354,31829,445970
2021-01-30,789390,31234,221389,122010,31395,434175
2021-01-31,772002,30891,218869,121184,31045,426531
