,F,M
2020-11-28,1118796,872732
2020-11-29,1118796,872732
2020-11-30,1118796,872732
2020-12-01,1118789,872732
2020-12-02,1118789,872725
2020-12-03,1118789,872725
2020-12-04,1118782,872725
2020-12-05,1118782,872725
2020-12-06,1118782,872725
2020-12-07,1118782,872725
2020-12-08,1118474,872613
2020-12-09,1118019,872445
2020-12-10,1117466,872256
2020-12-11,1116899,872032
2020-12-12,1116360,871871
2020-12-13,1116143,871801
2020-12-14,1115737,871647
2020-12-15,1114925,871409
2020-12-16,1114064,871129
2020-12-17,1113042,870779
2020-12-18,1111999,870422
2020-12-19,1111173,870121
2020-12-20,1110200,869736
2020-12-21,1108863,869281
2020-12-22,1107568,868826
2020-12-23,1106133,868259
2020-12-24,1105447,867993
2020-12-25,1105440,867986
2020-12-26,1105377,867951
2020-12-27,1105195,867888
2020-12-28,1104852,867797
2020-12-29,1103823,867321
2020-12-30,1101576,866278
2020-12-31,1099581,865340
2021-01-01,1099000,865109
2021-01-02,1098321,864843
2021-01-03,1097887,864675
2021-01-04,1096970,864353
2021-01-05,1095220,863681
2021-01-06,1092994,862827
2021-01-07,1089746,861420
2021-01-08,1085987,859439
2021-01-09,1082487,857815
2021-01-10,1080611,857115
2021-01-11,1077874,855904
2021-01-12,1074549,854287
2021-01-13,1070412,852145
2021-01-14,1065785,849485
2021-01-15,1060164,846160
2021-01-16,1055845,843913
2021-01-17,1053164,842618
2021-01-18,1049741,840672
2021-01-19,1044554,837263
2021-01-20,1037372,832048
2021-01-21,1028384,825370
2021-01-22,1016169,815794
2021-01-23,1002673,804769
2021-01-24,996240,799533
2021-01-25,989443,794269
2021-01-26,980546,786919
2021-01-27,969458,777735
2021-01-28,952637,763273
2021-01-29,930251,744359
2021-01-30,905968,723604
2021-01-31,890379,710129
2021-02-01,875147,697053
2021-02-02,856058,680463
2021-02-03,827932,655501
2021-02-04,796068,627144
2021-02-05,761614,596491
2021-02-06,713300,553581
2021-02-07,693511,536235
2021-02-08,671251,515823
2021-02-09,643559,489979
2021-02-10,617624,465983
2021-02-11,589134,440251
2021-02-12,562233,415478
2021-02-13,537824,393932
2021-02-14,530299,387093
2021-02-15,522221,379652
2021-02-16,511042,368865
2021-02-17,495796,354277
2021-02-18,480557,340242
2021-02-19,467103,328230
2021-02-20,453824,316820
2021-02-21,448763,312494
2021-02-22,440930,305655
2021-02-23,424998,292481
2021-02-24,402857,274729
2021-02-25,374850,253813
2021-02-26,346745,233828
2021-02-27,323449,218134
2021-02-28,315077,212485
2021-03-01,307181,206948
2021-03-02,298347,200865
2021-03-03,287847,193795
2021-03-04,274029,184093
2021-03-05,258678,173964
2021-03-06,244090,164528
2021-03-07,239792,161630
2021-03-08,234528,157976
2021-03-09,228760,153944
2021-03-10,223076,150171
2021-03-11,218309,146839
2021-03-12,212149,142849
2021-03-13,204953,138040
2021-03-14,202300,136017
2021-03-15,197995,132944
2021-03-16,193795,130004
2021-03-17,189826,127190
2021-03-18,185892,124425
2021-03-19,181300,121373
2021-03-20,176463,118181
2021-03-21,174734,116998
2021-03-22,172305,115283
2021-03-23,169393,113295
2021-03-24,166145,111006
2021-03-25,162736,108654
2021-03-26,158998,106281
2021-03-27,155197,103859
2021-03-28,153531,102725
2021-03-29,151529,101311
2021-03-30,149366,99806
2021-03-31,146902,98196
2021-04-01,145180,97055
2021-04-02,144515,96607
2021-04-03,143710,95998
2021-04-04,143430,95795
2021-04-05,143185,95655
2021-04-06,142289,95018
2021-04-07,141141,94234
2021-04-08,140175,93541
2021-04-09,138985,92743
2021-04-10,138033,92113
2021-04-11,137648,91784
2021-04-12,137074,91399
2021-04-13,136416,90902
2021-04-14,135765,90440
2021-04-15,135100,89929
2021-04-16,134393,89439
2021-04-17,133840,89061
2021-04-18,133567,88879
2021-04-19,133210,88599
2021-04-20,132720,88228
2021-04-21,132167,87815
2021-04-22,131565,87360
2021-04-23,130879,86919
2021-04-24,130361,86562
2021-04-25,130109,86408
2021-04-26,129696,86135
2021-04-27,129192,85820
2021-04-28,128611,85456
2021-04-29,127981,85043
2021-04-30,127400,84658
2021-05-01,127015,84392
2021-05-02,126868,84259
2021-05-03,126756,84182
2021-05-04,126427,83909
2021-05-05,125909,83559
2021-05-06,125342,83209
2021-05-07,124852,82845
2021-05-08,124439,82579
2021-05-09,124236,82439
2021-05-10,123900,82187
2021-05-11,123305,81816
2021-05-12,122451,81263
2021-05-13,121604,80752
2021-05-14,120673,80199
2021-05-15,119826,79751
2021-05-16,119434,79541
2021-05-17,118979,79247
2021-05-18,118223,78799
2021-05-19,117299,78281
2021-05-20,116263,77805
2021-05-21,115465,77427
2021-05-22,114898,77112
2021-05-23,114786,77035
2021-05-24,114625,76923
2021-05-25,114429,76797
2021-05-26,114128,76622
total,1118803,872739
