,0,1,2,3,4,5
2020-11-28,20265,245042,188328,158438,124334,96663
2020-11-29,20265,245042,188328,158438,124334,96663
2020-11-30,20265,245042,188328,158438,124334,96663
2020-12-01,20265,245042,188328,158438,124334,96663
2020-12-02,20265,245042,188328,158438,124334,96663
2020-12-03,20265,245042,188328,158438,124334,96663
2020-12-04,20265,245042,188328,158438,124334,96663
2020-12-05,20265,245042,188328,158438,124334,96663
2020-12-06,20265,245042,188328,158438,124334,96663
2020-12-07,20265,245042,188328,158438,124334,96663
2020-12-08,20258,245000,188286,158403,124292,96621
2020-12-09,20251,244937,188237,158354,124229,96586
2020-12-10,20237,244867,188167,158284,124187,96530
2020-12-11,20230,244790,188111,158228,124131,96481
2020-12-12,20216,244741,188048,158165,124061,96411
2020-12-13,20216,244706,188020,158123,124026,96383
2020-12-14,20216,244657,187964,158067,123984,96341
2020-12-15,20202,244552,187880,157976,123900,96257
2020-12-16,20195,244447,187810,157878,123816,96187
2020-12-17,20181,244335,187726,157752,123711,96089
2020-12-18,20167,244237,187607,157626,123599,95998
2020-12-19,20153,244153,187530,157549,123515,95907
2020-12-20,20132,244041,187418,157465,123431,95823
2020-12-21,20104,243831,187271,157339,123298,95732
2020-12-22,20069,243691,187110,157213,123151,95613
2020-12-23,20048,243474,186921,157052,123004,95494
2020-12-24,20034,243383,186830,156968,122920,95424
2020-12-25,20034,243383,186830,156961,122920,95424
2020-12-26,20034,243376,186823,156961,122920,95424
2020-12-27,20034,243362,186802,156947,122906,95403
2020-12-28,20034,243320,186760,156919,122878,95368
2020-12-29,20013,243187,186641,156807,122815,95298
2020-12-30,19985,242872,186333,156485,122563,95130
2020-12-31,19957,242501,186081,156240,122332,94948
2021-01-01,19950,242431,186011,156163,122276,94899
2021-01-02,19936,242361,185920,156107,122213,94864
2021-01-03,19936,242319,185871,156051,122171,94829
2021-01-04,19922,242207,185752,155967,122073,94745
2021-01-05,19887,242018,185563,155750,121912,94598
2021-01-06,19845,241773,185255,155498,121702,94430
2021-01-07,19803,241311,184828,155134,121338,94178
2021-01-08,19754,240688,184324,154672,121002,93891
2021-01-09,19691,240205,183827,154245,120617,93604
2021-01-10,19670,240009,183624,154028,120414,93443
2021-01-11,19621,239561,183232,153657,120113,93226
2021-01-12,19551,239001,182784,153244,119770,92967
2021-01-13,19495,238455,182224,152838,119399,92659
2021-01-14,19425,237776,181685,152264,118993,92281
2021-01-15,19341,236782,180873,151487,118398,91840
2021-01-16,19271,236117,180257,150906,117852,91392
2021-01-17,19229,235739,179942,150528,117530,91098
2021-01-18,19187,235179,179501,150122,117215,90832
2021-01-19,19117,234416,178703,149394,116606,90433
2021-01-20,19005,233240,177723,148498,115808,89859
2021-01-21,18858,231539,176575,147273,114793,89103
2021-01-22,18676,229348,174650,145544,113316,88109
2021-01-23,18466,227388,172893,143808,111524,86828
2021-01-24,18326,226660,172109,142814,110691,86086
